ref0,PID1,ADPID2,LQG3,Control
0,0.014845321,0.000353334,0.711913516,231
0,0.013875774,0.000334281,0.711955846,231
0,0.012915423,0.000315324,0.711998059,231
0,0.011964148,0.000296464,0.712040216,231
0,0.011021828,0.000277697,0.712082257,231
0,0.010088348,0.000259025,0.712124242,231
0,0.009163589,0.000240446,0.712166111,231
0,0.00824744,0.000221958,0.712207924,231
0,0.007339785,0.000203562,0.712249622,231
0,0.006440515,0.000185256,0.712291265,231
0,0.005904785,0.000173991,0.712332814,231
0,0.005373866,0.00016278,0.712374307,231
0,0.004847696,0.000151621,0.712415707,231
0,0.004326212,0.000140515,0.712457052,231
0,0.003809355,0.00012946,0.712498303,231
0,0.003297065,0.000118458,0.7125395,231
0,0.002789281,0.000107506,0.712580603,231
0,0.002285947,9.66E-05,0.712621651,231
0,0.001787004,8.58E-05,0.712662607,231
0,0.001292396,7.50E-05,0.712703508,231
0,0.002014183,8.79E-05,0.712744387,231
0,0.002728745,0.00010081,0.712785211,231
0,0.003436179,0.000113632,0.712826013,231
0,0.004136579,0.000126384,0.71286676,231
0,0.004830039,0.000139066,0.712907485,231
0,0.005516651,0.000151679,0.712948155,231
0,0.006196506,0.000164224,0.712988803,231
0,0.006869693,0.000176702,0.713029395,231
0,0.0075363,0.000189112,0.713069965,231
0,0.008196415,0.000201456,0.713110481,231
0,0.010691971,0.000249773,0.713151078,231
0,0.013163809,0.000297843,0.71319162,231
0,0.015612241,0.000345666,0.713232243,231
0,0.018037574,0.000393246,0.713272812,231
0,0.020440111,0.000440584,0.71331346,231
0,0.022820153,0.000487683,0.713354054,231
0,0.025177993,0.000534545,0.713394726,231
0,0.027513922,0.000581173,0.713435345,231
0,0.029828228,0.000627568,0.71347604,231
0,0.032121193,0.000673733,0.713516681,231
0,0.027941694,0.000593434,0.71355704,231
0,0.023802341,0.000513552,0.713597345,231
0,0.019702606,0.000434081,0.713637368,231
0,0.015641965,0.000355019,0.713677337,231
0,0.011619904,0.00027636,0.713717028,231
0,0.007635916,0.000198102,0.713756664,231
0,0.0036895,0.000120241,0.713796023,231
0,-0.000219837,4.28E-05,0.713835328,231
0,-0.004092582,-3.43E-05,0.713874357,231
0,-0.007929214,-0.000111002,0.713913333,231
0,-0.009560289,-0.000144855,0.713952153,231
0,-0.011176686,-0.000178547,0.71399092,231
0,-0.012778596,-0.000212077,0.714029532,231
0,-0.014366206,-0.000245447,0.71406809,231
0,-0.015939702,-0.00027866,0.714106495,231
0,-0.017499268,-0.000311716,0.714144846,231
0,-0.019045082,-0.000344617,0.714183044,231
0,-0.020577322,-0.000377364,0.714221188,231
0,-0.022096165,-0.000409958,0.714259181,231
0,-0.023601783,-0.000442401,0.71429712,231
0,-0.021514349,-0.000404644,0.7143351,231
0,-0.019447842,-0.000367095,0.714373026,231
0,-0.017401983,-0.000329752,0.714410992,231
0,-0.015376497,-0.000292612,0.714448904,231
0,-0.013371114,-0.000255673,0.714486857,231
0,-0.011385567,-0.000218934,0.714524755,231
0,-0.009419593,-0.000182393,0.714562693,231
0,-0.007472931,-0.000146048,0.714600577,231
0,-0.005545327,-0.000109896,0.714638499,231
0,-0.003636528,-7.39E-05,0.714676368,231
0,-0.002618345,-5.52E-05,0.714714229,231
0,-0.001610236,-3.66E-05,0.714752036,231
0,-0.000612067,-1.81E-05,0.714789835,231
0,0.000376293,2.87E-07,0.71482758,231
0,0.001354974,1.86E-05,0.714865317,231
0,0.002324105,3.68E-05,0.714903,231
0,0.003283812,5.49E-05,0.714940675,231
0,0.004234219,7.29E-05,0.714978296,231
0,0.005175449,9.09E-05,0.715015908,231
0,0.006107624,0.000108688,0.715053467,231
0,0.005655792,9.95E-05,0.715090945,231
0,0.00520813,9.04E-05,0.71512837,231
0,0.004764583,8.13E-05,0.715165714,231
0,0.004325096,7.23E-05,0.715203006,231
0,0.003889617,6.33E-05,0.715240218,231
0,0.003458095,5.43E-05,0.715277376,231
0,0.003030476,4.54E-05,0.715314455,231
0,0.002606711,3.66E-05,0.715351481,231
0,0.002186749,2.78E-05,0.715388427,231
0,0.001770541,1.90E-05,0.71542532,231
0,0.002463137,3.19E-05,0.71546219,231
0,0.003148953,4.47E-05,0.715499007,231
0,0.003828078,5.74E-05,0.715535801,231
0,0.004500601,7.01E-05,0.715572542,231
0,0.005166609,8.27E-05,0.715609259,231
0,0.005826188,9.53E-05,0.715645924,231
0,0.006479423,0.000107749,0.715682565,231
0,0.007126397,0.000120167,0.715719154,231
0,0.007767194,0.00013252,0.715755718,231
0,0.008401894,0.000144809,0.71579223,231
0,0.006786667,0.000113129,0.715828606,231
0,0.005186696,8.16E-05,0.71586493,231
0,0.003601781,5.02E-05,0.715901118,231
0,0.002031725,1.90E-05,0.715937254,231
0,0.000476333,-1.20E-05,0.715973255,231
0,-0.001064589,-4.29E-05,0.716009203,231
0,-0.002591228,-7.36E-05,0.716045018,231
0,-0.004103771,-0.000104218,0.71608078,231
0,-0.005602404,-0.000134654,0.716116408,231
0,-0.007087308,-0.00016494,0.716151985,231
0,-0.008629028,-0.000196456,0.716187425,231
0,-0.01015671,-0.000227818,0.716222813,231
0,-0.011670536,-0.000259029,0.716258065,231
0,-0.013170687,-0.000290088,0.716293265,231
0,-0.014657341,-0.000320998,0.71632833,231
0,-0.016130673,-0.00035176,0.716363343,231
0,-0.017590856,-0.000382376,0.716398221,231
0,-0.019038061,-0.000412846,0.716433047,231
0,-0.020472454,-0.000443172,0.71646774,231
0,-0.021894203,-0.000473355,0.71650238,231
0,-0.021144756,-0.000461157,0.716536992,231
0,-0.020403377,-0.000449034,0.716571551,231
0,-0.019669958,-0.000436984,0.716606081,231
0,-0.018944392,-0.000425008,0.71664056,231
0,-0.018226572,-0.000413103,0.716675009,231
0,-0.017516395,-0.00040127,0.716709406,231
0,-0.016813757,-0.000389507,0.716743774,231
0,-0.016118557,-0.000377815,0.716778089,231
0,-0.015430694,-0.000366191,0.716812376,231
0,-0.01475007,-0.000354636,0.716846611,231
0,-0.012144737,-0.000305348,0.716880908,231
0,-0.009564696,-0.000256319,0.716915153,231
0,-0.007009612,-0.000207548,0.716949459,231
0,-0.004479157,-0.00015903,0.716983714,231
0,-0.001973005,-0.000110764,0.71701803,231
0,0.000509164,-6.27E-05,0.717052294,231
0,0.002967666,-1.50E-05,0.717086618,231
0,0.005402813,3.25E-05,0.717120891,231
0,0.007814912,7.98E-05,0.717155223,231
0,0.010204265,0.000126871,0.717189504,231
0,0.011335292,0.000149493,0.717223785,231
0,0.012455841,0.000172003,0.717258015,231
0,0.013566047,0.0001944,0.717292246,231
0,0.014666046,0.000216688,0.717326426,231
0,0.015755972,0.000238866,0.717360606,231
0,0.016835955,0.000260935,0.717394735,231
0,0.017906126,0.000282897,0.717428863,231
0,0.018966612,0.000304752,0.717462941,231
0,0.020017538,0.000326502,0.717497019,231
0,0.02105903,0.000348147,0.717531045,231
0,0.020064713,0.000330036,0.717564978,231
0,0.019080345,0.000312024,0.71759886,231
0,0.018105793,0.00029411,0.717632648,231
0,0.017140927,0.000276292,0.717666386,231
0,0.016185618,0.000258571,0.71770003,231
0,0.01523974,0.000240945,0.717733624,231
0,0.014303167,0.000223413,0.717767125,231
0,0.013375776,0.000205974,0.717800575,231
0,0.012457445,0.000188627,0.717833933,231
0,0.011548055,0.000171372,0.71786724,231
0,0.012893001,0.000198146,0.717900556,231
0,0.014225444,0.000224785,0.717933822,231
