ref0,PID1,ADPID2,LQG3,Control
1,1.054998987,1.010880917,0.465538039,231
1,1.054542868,1.010862566,0.465576602,231
1,1.054091161,1.010844267,0.465615164,231
1,1.052254158,1.01079883,0.465653709,231
1,1.050434576,1.010753586,0.465692253,231
1,1.048632186,1.010708533,0.46573078,231
1,1.046846762,1.010663668,0.465769306,231
1,1.04507808,1.010618991,0.465807814,231
1,1.043325921,1.010574499,0.465846322,231
1,1.041590069,1.010530191,0.465884813,231
1,1.039870309,1.010486066,0.465923302,231
1,1.03816643,1.01044212,0.465961775,231
1,1.036478225,1.010398354,0.466000246,231
1,1.037263614,1.010402861,0.466038733,231
1,1.038041052,1.010407294,0.46607722,231
1,1.038810646,1.010411654,0.466115722,231
1,1.039572499,1.010415943,0.466154223,231
1,1.040326715,1.01042016,0.46619274,231
1,1.041073395,1.010424307,0.466231256,231
1,1.041812638,1.010428384,0.466269788,231
1,1.042544544,1.010432392,0.466308319,231
1,1.04326921,1.010436333,0.466346865,231
1,1.04398673,1.010440205,0.466385411,231
1,1.044770779,1.010445451,0.466423973,231
1,1.045547175,1.010450624,0.466462535,231
1,1.046316021,1.010455723,0.466501113,231
1,1.047077415,1.010460751,0.46653969,231
1,1.047831456,1.010465708,0.466578284,231
1,1.04857824,1.010470594,0.466616877,231
1,1.049317864,1.010475411,0.466655487,231
1,1.05005042,1.010480159,0.466694095,231
1,1.050776002,1.010484838,0.46673272,231
1,1.051494702,1.01048945,0.466771345,231
1,1.051507997,1.010480326,0.466809976,231
1,1.051521187,1.010471207,0.466848607,231
1,1.051534273,1.010462093,0.466887245,231
1,1.051547257,1.010452983,0.466925882,231
1,1.051560138,1.010443879,0.466964526,231
1,1.051572918,1.010434779,0.467003169,231
1,1.051585599,1.010425683,0.46704182,231
1,1.05159818,1.010416593,0.467080469,231
1,1.051610664,1.010407507,0.467119126,231
1,1.051623051,1.010398426,0.467157782,231
1,1.052316053,1.010402669,0.467196454,231
1,1.05300253,1.010406848,0.467235125,231
1,1.053682568,1.010410963,0.467273812,231
1,1.054356252,1.010415015,0.467312499,231
1,1.055023663,1.010419005,0.467351201,231
1,1.055684885,1.010422933,0.467389903,231
1,1.056339997,1.0104268,0.467428621,231
1,1.056989079,1.010430607,0.467467338,231
1,1.05763221,1.010434354,0.467506072,231
1,1.058269467,1.010438041,0.467544804,231
1,1.059425422,1.010451933,0.46758356,231
1,1.060570702,1.010465713,0.467622315,231
1,1.061705445,1.010479384,0.467661093,231
1,1.062829787,1.010492945,0.46769987,231
1,1.063943866,1.010506398,0.46773867,231
1,1.065047813,1.010519744,0.46777747,231
1,1.066141761,1.010532984,0.467816292,231
1,1.06722584,1.01054612,0.467855114,231
1,1.068300178,1.010559151,0.467893958,231
1,1.0693649,1.01057208,0.467932802,231
1,1.072880793,1.010633052,0.467971702,231
1,1.076364076,1.010693674,0.468010602,231
1,1.079815177,1.010753948,0.468049557,231
1,1.083234515,1.010813878,0.468088511,231
1,1.086622505,1.010873467,0.468127522,231
1,1.089979557,1.010932719,0.468166531,231
1,1.093306072,1.010991637,0.468205597,231
1,1.096602448,1.011050223,0.468244661,231
1,1.099869077,1.011108481,0.468283782,231
1,1.103106345,1.011166414,0.468322901,231
1,1.103228981,1.01116365,0.468362035,231
1,1.103352157,1.011160881,0.468401169,231
1,1.10347586,1.011158105,0.468440316,231
1,1.103600079,1.011155322,0.468479463,231
1,1.103724801,1.011152534,0.468518624,231
1,1.103850015,1.011149739,0.468557785,231
1,1.103975708,1.011146937,0.468596959,231
1,1.10410187,1.011144129,0.468636133,231
1,1.104228488,1.011141315,0.468675321,231
1,1.104355552,1.011138493,0.468714509,231
1,1.105246364,1.0111506,0.468753721,231
1,1.10613039,1.011162623,0.468792932,231
1,1.107007714,1.011174563,0.468832167,231
1,1.107878419,1.011186419,0.468871402,231
1,1.108742587,1.011198193,0.468910661,231
1,1.109600298,1.011209886,0.46894992,231
1,1.110451633,1.011221498,0.468989203,231
1,1.111296668,1.01123303,0.469028485,231
1,1.112135481,1.011244482,0.469067791,231
1,1.112968149,1.011255856,0.469107097,231
1,1.112113196,1.011234249,0.469146405,231
1,1.111268128,1.011212736,0.469185711,231
1,1.110432811,1.011191314,0.46922502,231
1,1.109607111,1.011169984,0.469264328,231
1,1.108790896,1.011148743,0.469303637,231
1,1.107984036,1.011127591,0.469342946,231
1,1.107186403,1.011106528,0.469382256,231
1,1.106397871,1.011085551,0.469421566,231
1,1.105618316,1.011064661,0.469460878,231
1,1.104847614,1.011043855,0.469500188,231
1,1.102685949,1.010995748,0.469539482,231
1,1.100546118,1.010947866,0.469578775,231
1,1.098427829,1.010900207,0.469618051,231
1,1.096330795,1.010852769,0.469657326,231
1,1.094254732,1.01080555,0.469696584,231
1,1.092199361,1.010758547,0.469735841,231
1,1.090164407,1.01071176,0.469775082,231
1,1.088149599,1.010665184,0.469814321,231
1,1.086154668,1.010618819,0.469853543,231
1,1.08417935,1.010572662,0.469892765,231
1,1.081858714,1.010519577,0.469931965,231
1,1.079560619,1.010466733,0.469971164,231
1,1.077284767,1.010414128,0.470010341,231
1,1.075030863,1.01036176,0.470049517,231
1,1.072798618,1.010309626,0.470088672,231
1,1.070587746,1.010257725,0.470127826,231
1,1.068397965,1.010206053,0.470166957,231
1,1.066228997,1.01015461,0.470206088,231
1,1.064080568,1.010103393,0.470245198,231
1,1.061952407,1.010052399,0.470284306,231
1,1.060666657,1.010017718,0.470323403,231
1,1.059392878,1.009983174,0.4703625,231
1,1.058130914,1.009948764,0.470401586,231
1,1.056880609,1.009914489,0.470440672,231
1,1.055641811,1.009880345,0.470479746,231
1,1.05441437,1.009846333,0.47051882,231
1,1.053198137,1.009812451,0.470557882,231
1,1.051992965,1.009778699,0.470596945,231
1,1.05079871,1.009745074,0.470635996,231
1,1.04961523,1.009711576,0.470675046,231
1,1.047317996,1.009656203,0.470714071,231
1,1.045041879,1.00960107,0.470753095,231
1,1.042786601,1.009546173,0.470792093,231
1,1.040551892,1.00949151,0.47083109,231
1,1.038337482,1.00943708,0.470870061,231
1,1.036143106,1.00938288,0.470909032,231
1,1.033968505,1.009328909,0.470947976,231
1,1.031813421,1.009275163,0.47098692,231
1,1.0296776,1.009221642,0.471025838,231
1,1.027560792,1.009168342,0.471064756,231
1,1.024762977,1.009101572,0.471103638,231
1,1.021990294,1.009035091,0.471142519,231
1,1.019242418,1.008968896,0.471181365,231
1,1.016519025,1.008902986,0.471220211,231
1,1.013819799,1.008837358,0.471259021,231
1,1.011144427,1.008772009,0.47129783,231
1,1.008492599,1.008706936,0.471336604,231
1,1.005864011,1.008642139,0.471375378,231
1,1.003258363,1.008577613,0.471414116,231
1,1.000675359,1.008513357,0.471452854,231
1,0.99754429,1.008438208,0.471491549,231
1,0.994440673,1.008363382,0.471530243,231
1,0.991364153,1.008288876,0.471568894,231
1,0.988314381,1.008214687,0.471607544,231
1,0.985291011,1.008140813,0.471646152,231
1,0.982293704,1.008067252,0.471684759,231
1,0.979322125,1.007994,0.471723324,231
1,0.976375942,1.007921054,0.471761887,231
1,0.973454831,1.007848413,0.471800408,231
1,0.970558469,1.007776073,0.471838928,231
1,0.969780786,1.007745008,0.471877434,231
1,0.969007443,1.007714027,0.471915939,231
1,0.968238392,1.00768313,0.471954429,231
1,0.967473584,1.007652316,0.471992919,231
1,0.966712973,1.007621584,0.472031394,231
1,0.965956513,1.007590934,0.472069868,231
1,0.965204157,1.007560366,0.472108328,231
1,0.964455861,1.00752988,0.472146787,231
1,0.96371158,1.007499474,0.472185231,231
1,0.96297127,1.007469149,0.472223675,231
1,0.963440076,1.007462484,0.472262121,231
1,0.963901385,1.007455777,0.472300566,231
1,0.964355303,1.007449028,0.472339012,231
1,0.964801936,1.007442238,0.472377458,231
1,0.965241389,1.007435407,0.472415905,231
1,0.965673764,1.007428536,0.472454352,231
1,0.966099164,1.007421627,0.4724928,231
1,0.966517687,1.007414679,0.472531247,231
1,0.966929433,1.007407694,0.472569697,231
1,0.967334499,1.007400671,0.472608145,231
1,0.965439239,1.007348733,0.472646564,231
1,0.963559153,1.007296993,0.472684983,231
1,0.96169405,1.007245448,0.472723372,231
1,0.959843742,1.007194098,0.472761761,231
1,0.958008042,1.007142941,0.472800121,231
1,0.956186766,1.007091975,0.472838479,231
1,0.954379734,1.007041198,0.472876809,231
1,0.952586767,1.006990611,0.472915138,231
1,0.950807689,1.00694021,0.472953438,231
1,0.949042326,1.006889995,0.472991737,231
1,0.94903377,1.006874072,0.473030031,231
1,0.949022123,1.006858155,0.473068323,231
1,0.949007437,1.006842245,0.47310661,231
1,0.948989759,1.00682634,0.473144897,231
1,0.948969139,1.006810442,0.473183177,231
1,0.948945625,1.006794551,0.473221457,231
1,0.948919262,1.006778668,0.473259731,231
1,0.948890098,1.006762791,0.473298005,231
1,0.948858179,1.006746923,0.473336273,231
1,0.948823548,1.006731062,0.47337454,231
1,0.951481551,1.006767946,0.473412838,231
1,0.954111474,1.006804565,0.473451134,231
1,0.956713695,1.006840922,0.473489462,231
1,0.959288585,1.006877019,0.473527788,231
1,0.961836513,1.006912859,0.473566146,231
1,0.964357839,1.006948446,0.473604502,231
1,0.966852921,1.006983781,0.473642889,231
1,0.969322111,1.007018868,0.473681275,231
1,0.971765755,1.007053708,0.473719691,231
1,0.974184195,1.007088306,0.473758107,231
1,0.976315362,1.007117528,0.47379655,231
1,0.978424473,1.007146539,0.473834992,231
1,0.980511824,1.007175341,0.47387346,231
1,0.982577706,1.007203936,0.473911928,231
1,0.984622406,1.007232325,0.473950423,231
1,0.986646207,1.007260513,0.473988917,231
1,0.988649388,1.007288499,0.474027438,231
1,0.990632225,1.007316287,0.474065958,231
1,0.992594989,1.007343879,0.474104505,231
1,0.994537946,1.007371277,0.474143051,231
1,0.997179262,1.007412528,0.474181634,231
1,0.999794515,1.007453517,0.474220215,231
1,1.002384051,1.007494245,0.474258833,231
1,1.004948211,1.007534715,0.47429745,231
1,1.00748733,1.007574929,0.474336104,231
1,1.010001741,1.007614891,0.474374757,231
1,1.012491768,1.007654603,0.474413446,231
1,1.014957736,1.007694066,0.474452134,231
1,1.01739996,1.007733285,0.474490859,231
1,1.019818754,1.007772261,0.474529583,231
1,1.018226848,1.007732975,0.474568289,231
1,1.016649788,1.007693856,0.474606995,231
1,1.015087379,1.007654903,0.474645684,231
1,1.013539429,1.007616114,0.474684371,231
1,1.01200575,1.007577487,0.474723042,231
1,1.010486155,1.007539022,0.474761711,231
1,1.008980459,1.007500716,0.474800363,231
1,1.007488482,1.007462568,0.474839015,231
1,1.006010044,1.007424578,0.474877649,231
1,1.004544969,1.007386742,0.474916282,231
1,1.004947663,1.007385348,0.474954923,231
1,1.005345859,1.007383918,0.474993563,231
1,1.005739617,1.007382452,0.475032211,231
1,1.006128997,1.007380951,0.475070858,231
1,1.006514059,1.007379416,0.475109513,231
1,1.00689486,1.007377848,0.475148167,231
1,1.00727146,1.007376245,0.475186828,231
1,1.007643914,1.007374609,0.475225489,231
1,1.008012279,1.007372941,0.475264157,231
1,1.008376609,1.00737124,0.475302825,231
1,1.005769642,1.007311449,0.47534146,231
1,1.003186774,1.007251929,0.475380094,231
1,1.000627693,1.007192675,0.475418697,231
1,0.998092085,1.007133687,0.475457298,231
1,0.995579646,1.007074962,0.475495867,231
1,0.993090073,1.007016497,0.475534435,231
1,0.990623068,1.00695829,0.475572971,231
1,0.988178337,1.006900339,0.475611507,231
1,0.985755591,1.006842642,0.47565001,231
1,0.983354543,1.006785196,0.475688512,231
1,0.984501676,1.006797003,0.47572703,231
1,0.985636637,1.006808698,0.475765546,231
1,0.986759591,1.006820283,0.475804078,231
1,0.9878707,1.006831759,0.475842609,231
1,0.988970122,1.006843127,0.475881155,231
1,0.990058014,1.006854388,0.475919701,231
1,0.991134531,1.006865543,0.475958261,231
1,0.992199825,1.006876594,0.475996821,231
1,0.993254048,1.006887541,0.476035396,231
1,0.994297347,1.006898386,0.47607397,231
1,0.99293137,1.006862202,0.476112527,231
1,0.991577414,1.006826161,0.476151083,231
1,0.990235323,1.006790262,0.476189623,231
1,0.988904944,1.006754505,0.476228161,231
1,0.987586126,1.006718888,0.476266682,231
1,0.98627872,1.006683411,0.476305202,231
1,0.984982578,1.00664807,0.476343706,231
1,0.983697557,1.006612867,0.476382208,231
1,0.982423512,1.006577799,0.476420694,231
1,0.981160304,1.006542866,0.476459178,231
1,0.982241486,1.006553726,0.476497677,231
1,0.983311186,1.006564482,0.476536175,231
1,0.984369559,1.006575134,0.476574688,231
1,0.985416758,1.006585683,0.476613199,231
1,0.986452932,1.00659613,0.476651725,231
1,0.987478229,1.006606477,0.47669025,231
1,0.988492797,1.006616724,0.47672879,231
1,0.989496777,1.006626873,0.476767328,231
1,0.990490313,1.006636925,0.476805881,231
1,0.991473545,1.006646881,0.476844432,231
1,0.991585607,1.006639895,0.476882987,231
1,0.99169577,1.006632903,0.476921541,231
1,0.991804063,1.006625904,0.476960097,231
1,0.991910511,1.0066189,0.476998652,231
1,0.992015142,1.006611889,0.477037211,231
1,0.992117982,1.006604873,0.477075768,231
1,0.992219055,1.006597851,0.477114328,231
1,0.992318389,1.006590824,0.477152887,231
1,0.992416007,1.006583791,0.477191449,231
1,0.992511936,1.006576753,0.477230009,231
1,0.995178353,1.006620037,0.477268608,231
1,0.997818835,1.006663055,0.477307205,231
1,1.000433723,1.006705809,0.477345839,231
1,1.003023357,1.006748303,0.477384473,231
1,1.005588068,1.006790537,0.477423143,231
1,1.008128186,1.006832516,0.477461813,231
1,1.010644035,1.006874242,0.47750052,231
1,1.013135934,1.006915716,0.477539226,231
1,1.015604199,1.006956942,0.477577969,231
1,1.01804914,1.006997922,0.477616711,231
1,1.019065977,1.007011167,0.477655472,231
1,1.020073371,1.007024313,0.477694231,231
1,1.021071443,1.007037362,0.477733009,231
1,1.022060316,1.007050314,0.477771785,231
1,1.023040109,1.007063171,0.47781058,231
1,1.024010942,1.007075933,0.477849374,231
1,1.02497293,1.007088602,0.477888186,231
1,1.02592619,1.007101178,0.477926998,231
1,1.026870834,1.007113661,0.477965827,231
1,1.027806974,1.007126054,0.478004655,231
1,1.025825832,1.007081442,0.478043463,231
1,1.023863881,1.007037036,0.478082269,231
1,1.021920865,1.006992834,0.478121055,231
1,1.019996536,1.006948836,0.478159839,231
1,1.018090647,1.006905038,0.478198603,231
1,1.016202954,1.006861439,0.478237366,231
1,1.014333218,1.006818037,0.478276108,231
1,1.012481203,1.00677483,0.478314849,231
1,1.010646675,1.006731816,0.478353569,231
1,1.008829405,1.006688994,0.478392288,231
1,1.007975777,1.006664883,0.478430999,231
1,1.007130015,1.006640863,0.478469709,231
1,1.006292018,1.006616935,0.47850841,231
1,1.005461683,1.006593096,0.478547111,231
1,1.00463891,1.006569347,0.478585804,231
1,1.003823601,1.006545686,0.478624496,231
1,1.003015659,1.006522113,0.478663179,231
1,1.002214988,1.006498627,0.478701862,231
1,1.001421492,1.006475227,0.478740536,231
1,1.000635079,1.006451913,0.47877921,231
1,0.998539387,1.00640293,0.478817857,231
1,0.996463028,1.006354164,0.478856504,231
1,0.994405748,1.006305614,0.478895125,231
1,0.992367299,1.006257279,0.478933745,231
1,0.990347435,1.006209155,0.478972339,231
1,0.988345914,1.006161242,0.479010932,231
1,0.986362496,1.006113537,0.4790495,231
1,0.984396947,1.006066038,0.479088066,231
1,0.982449033,1.006018744,0.479126607,231
1,0.980518527,1.005971652,0.479165146,231
1,0.979645177,1.00594511,0.479203674,231
1,0.978778962,1.005918661,0.479242201,231
1,0.977919793,1.005892305,0.479280716,231
1,0.97706758,1.005866041,0.479319231,231
1,0.976222235,1.005839868,0.479357733,231
1,0.975383671,1.005813785,0.479396234,231
1,0.974551803,1.005787792,0.479434724,231
1,0.973726546,1.005761889,0.479473213,231
1,0.972907817,1.005736074,0.47951169,231
1,0.972095534,1.005710346,0.479550166,231
1,0.973340688,1.005724837,0.479588658,231
1,0.974572755,1.005739206,0.479627149,231
1,0.97579191,1.005753453,0.479665655,231
1,0.976998327,1.005767582,0.479704161,231
1,0.978192177,1.005781591,0.479742682,231
1,0.979373627,1.005795484,0.479781203,231
1,0.980542845,1.005809261,0.479819739,231
1,0.981699994,1.005822924,0.479858274,231
1,0.982845235,1.005836473,0.479896825,231
1,0.983978728,1.005849911,0.479935375,231
1,0.98492265,1.005859755,0.479973938,231
1,0.985856816,1.005869508,0.4800125,231
1,0.986781357,1.00587917,0.480051076,231
1,0.987696402,1.005888742,0.48008965,231
1,0.988602077,1.005898226,0.480128238,231
1,0.989498509,1.005907623,0.480166825,231
1,0.99038582,1.005916933,0.480205425,231
1,0.991264132,1.005926157,0.480244024,231
1,0.992133566,1.005935296,0.480282637,231
1,0.992994238,1.005944351,0.480321248,231
1,0.995771476,1.005990992,0.480359899,231
1,0.998522001,1.006037355,0.480398548,231
1,1.001246165,1.006083442,0.480437237,231
1,1.003944316,1.006129257,0.480475925,231
1,1.006616797,1.006174801,0.480514652,231
1,1.009263945,1.006220079,0.480553377,231
1,1.011886092,1.006265091,0.480592142,231
1,1.014483568,1.006309842,0.480630906,231
1,1.017056696,1.006354333,0.480669708,231
1,1.019605795,1.006398566,0.48070851,231
1,1.018307421,1.00636773,0.480747299,231
1,1.017021759,1.00633703,0.480786087,231
1,1.015748641,1.006306467,0.480824863,231
1,1.0144879,1.006276037,0.480863638,231
1,1.013239372,1.006245741,0.4809024,231
1,1.012002897,1.006215576,0.480941162,231
1,1.010778315,1.006185542,0.480979911,231
1,1.009565469,1.006155638,0.481018659,231
1,1.008364204,1.006125861,0.481057394,231
1,1.007174368,1.006096212,0.481096129,231
1,1.007965179,1.006105221,0.481134878,231
1,1.00874852,1.006114153,0.481173625,231
1,1.009524488,1.006123011,0.481212387,231
1,1.01029318,1.006131795,0.481251148,231
1,1.011054691,1.006140504,0.481289922,231
1,1.011809115,1.006149141,0.481328696,231
1,1.012556546,1.006157706,0.481367484,231
1,1.013297073,1.006166199,0.48140627,231
1,1.014030788,1.006174621,0.481445071,231
1,1.014757779,1.006182974,0.481483871,231
1,1.01697478,1.00622054,0.481522704,231
1,1.019171096,1.006257885,0.481561537,231
1,1.021346996,1.006295012,0.481600404,231
1,1.023502749,1.006331921,0.48163927,231
1,1.025638618,1.006368615,0.48167817,231
1,1.027754863,1.006405097,0.481717068,231
1,1.029851739,1.006441368,0.481756001,231
1,1.031929499,1.006477431,0.481794933,231
1,1.033988392,1.006513286,0.481833898,231
1,1.036028664,1.006548937,0.481872863,231
1,1.036009021,1.00654444,0.481911834,231
1,1.035990521,1.00653995,0.481950804,231
1,1.035973143,1.006535466,0.481989781,231
1,1.035956872,1.00653099,0.482028757,231
1,1.03594169,1.006526519,0.482067739,231
1,1.035927579,1.006522055,0.48210672,231
1,1.035914523,1.006517597,0.482145707,231
1,1.035902504,1.006513145,0.482184694,231
1,1.035891507,1.0065087,0.482223687,231
1,1.035881515,1.00650426,0.482262679,231
1,1.036609166,1.006514239,0.482301687,231
1,1.037330832,1.006524148,0.482340694,231
1,1.03804659,1.006533989,0.482379718,231
1,1.038756515,1.006543762,0.482418741,231
1,1.03946068,1.006553467,0.48245778,231
1,1.040159157,1.006563105,0.482496817,231
1,1.040852019,1.006572677,0.482535872,231
1,1.041539337,1.006582183,0.482574925,231
1,1.04222118,1.006591624,0.482613994,231
1,1.042897617,1.006600999,0.482653063,231
1,1.045067879,1.006639644,0.482692167,231
1,1.047218711,1.006678072,0.482731271,231
1,1.049350364,1.006716285,0.482770411,231
1,1.051463087,1.006754286,0.48280955,231
1,1.053557123,1.006792077,0.482848726,231
1,1.055632716,1.00682966,0.4828879,231
1,1.057690103,1.006867035,0.482927111,231
1,1.059729519,1.006904206,0.48296632,231
1,1.061751196,1.006941174,0.483005566,231
1,1.063755362,1.006977941,0.483044811,231
1,1.063214553,1.006965052,0.483084058,231
1,1.062680554,1.006952224,0.483123304,231
1,1.062153271,1.006939454,0.483162553,231
1,1.06163261,1.006926743,0.4832018,231
1,1.06111848,1.00691409,0.48324105,231
1,1.06061079,1.006901494,0.483280298,231
1,1.06010945,1.006888954,0.483319549,231
1,1.059614372,1.00687647,0.483358799,231
1,1.05912547,1.006864042,0.483398051,231
1,1.058642658,1.006851668,0.483437302,231
1,1.054454144,1.006766725,0.483476505,231
1,1.05030661,1.006682214,0.483515708,231
1,1.046199512,1.00659813,0.483554863,231
1,1.042132315,1.006514468,0.483594016,231
1,1.038104492,1.006431226,0.483633123,231
1,1.034115522,1.006348399,0.483672228,231
1,1.030164893,1.006265982,0.483711285,231
1,1.026252098,1.006183973,0.483750342,231
1,1.02237664,1.006102366,0.483789351,231
1,1.018538026,1.006021159,0.483828359,231
1,1.015983842,1.005964767,0.483867337,231
1,1.013453752,1.005908639,0.483906313,231
1,1.010947438,1.005852773,0.483945259,231
1,1.00846459,1.005797167,0.483984203,231
1,1.006004898,1.005741818,0.484023117,231
1,1.00356806,1.005686724,0.48406203,231
1,1.001153776,1.005631883,0.484100913,231
1,0.998761752,1.005577291,0.484139794,231
1,0.996391695,1.005522947,0.484178645,231
1,0.994043321,1.005468849,0.484217495,231
1,0.993593815,1.005451729,0.484256339,231
1,0.993147697,1.005434658,0.484295182,231
1,0.992704924,1.005417637,0.48433402,231
1,0.992265454,1.005400665,0.484372857,231
1,0.991829247,1.005383742,0.484411688,231
1,0.991396262,1.005366868,0.484450519,231
1,0.990966459,1.005350041,0.484489344,231
1,0.9905398,1.005333263,0.484528168,231
1,0.990116245,1.005316532,0.484566987,231
1,0.989695757,1.005299848,0.484605804,231
1,0.992716767,1.005350488,0.484644663,231
1,0.995708293,1.005400823,0.48468352,231
1,0.998670725,1.005450858,0.484722418,231
1,1.001604446,1.005500595,0.484761315,231
1,1.004509836,1.005550038,0.484800253,231
1,1.007387269,1.005599188,0.48483919,231
1,1.010237114,1.005648049,0.484878168,231
1,1.013059734,1.005696624,0.484917144,231
1,1.015855488,1.005744916,0.484956161,231
1,1.018624729,1.005792927,0.484995177,231
1,1.02050458,1.00582377,0.485034222,231
1,1.022366764,1.005854426,0.485073266,231
1,1.024211512,1.005884896,0.485112339,231
1,1.026039052,1.005915183,0.485151411,231
1,1.02784961,1.005945288,0.485190512,231
1,1.029643408,1.005975212,0.485229612,231
1,1.031420665,1.006004958,0.485268741,231
1,1.033181597,1.006034528,0.485307869,231
1,1.034926417,1.006063922,0.485347026,231
1,1.036655335,1.006093142,0.485386182,231
1,1.035886325,1.006073624,0.485425333,231
1,1.035125269,1.006054189,0.485464483,231
1,1.03437206,1.006034836,0.485503629,231
1,1.033626593,1.006015564,0.485542773,231
1,1.032888765,1.005996372,0.485581914,231
1,1.032158472,1.00597726,0.485621053,231
1,1.031435616,1.005958227,0.485660188,231
1,1.030720095,1.005939271,0.485699321,231
1,1.030011812,1.005920393,0.485738451,231
1,1.029310671,1.005901591,0.485777579,231
1,1.028662395,1.005883762,0.485816703,231
