t,r,y0,y1,y2,label
313,1,-2.11639E+24,-11040.99665,1,2
314,1,-2.44921E+24,-10986.26617,1,2
315,1,-2.5925E+24,-9319.444705,1,2
316,1,-2.43539E+24,-6155.825838,1,2
317,1,-1.85679E+24,-1838.921484,1,2
318,1,-7.37728E+23,3091.596592,1,2
319,1,1.02064E+24,7963.216055,1,2
320,1,3.47344E+24,12058.39269,1,2
321,1,6.6033E+24,14715.95345,1,2
322,1,1.02883E+25,15432.34046,1,2
323,1,1.42691E+25,13947.86862,1,2
324,1,1.81208E+25,10304.17949,1,2
325,1,2.12337E+25,4862.186693,1,2
326,1,2.28122E+25,-1725.265029,1,2
327,1,2.18989E+25,-8585.638986,1,2
328,1,1.74341E+25,-14736.8554,1,2
329,1,8.35692E+24,-19222.25651,1,2
330,1,-6.24353E+24,-21252.6187,1,2
331,1,-2.69275E+25,-20334.99381,1,2
332,1,-5.36573E+25,-16368.47601,1,2
333,1,-8.55171E+25,-9690.242513,1,2
334,1,-1.20424E+26,-1061.164182,1,2
335,1,-1.54866E+26,8411.729255,1,2
336,1,-1.83722E+26,17409.6215,1,2
337,1,-2.0022E+26,24577.99159,1,2
338,1,-1.96091E+26,28721.96741,1,2
339,1,-1.62024E+26,28993.90292,1,2
340,1,-8.85615E+25,25045.11125,1,2
341,1,3.2656E+25,17116.69167,1,2
342,1,2.07176E+26,6051.301128,1,2
343,1,4.35595E+26,-6782.158651,1,2
344,1,7.1111E+26,-19646.86572,1,2
345,1,1.01695E+27,-30662.86926,1,2
346,1,1.324E+27,-38070.7574,1,2
347,1,1.58904E+27,-40498.72135,1,2
348,1,1.7542E+27,-37194.20836,1,2
349,1,1.74816E+27,-28183.4416,1,2
350,1,1.48992E+27,-14329.71061,1,2
351,1,8.9574E+26,2726.172825,1,2
352,1,-1.10287E+26,20743.9409,1,2
353,1,-1.58161E+27,37163.85745,1,2
354,1,-3.53088E+27,49455.78854,1,2
355,1,-5.90863E+27,55491.78885,1,2
356,1,-8.58065E+27,53889.56083,1,2
357,1,-1.13066E+28,44274.20569,1,2
358,1,-1.37235E+28,27413.44714,1,2
359,1,-1.53389E+28,5196.447066,1,2
360,1,-1.55392E+28,-19553.16463,1,2
361,1,-1.36192E+28,-43415.91292,1,2
362,1,-8.839E+27,-62829.30238,1,2
363,1,-5.1264E+26,-74597.69397,1,2
364,1,1.1868E+28,-76389.177,1,2
365,1,2.84758E+28,-67145.69353,1,2
366,1,4.89636E+28,-47339.48269,1,2
367,1,7.22648E+28,-19026.06059,1,2
368,1,9.64014E+28,14330.24813,1,2
369,1,1.18331E+29,48250.84277,1,2
370,1,1.33871E+29,77817.26831,1,2
371,1,1.3775E+29,98355.82443,1,2
372,1,1.23838E+29,106140.9758,1,2
373,1,8.5615E+28,99016.13639,1,2
374,1,1.6906E+28,76834.39845,1,2
375,1,-8.70665E+28,41640.35333,1,2
376,1,-2.28336E+29,-2454.257132,1,2
377,1,-4.04589E+29,-49707.2873,1,2
378,1,-6.07418E+29,-93456.34705,1,2
379,1,-8.20603E+29,-127020.2706,1,2
380,1,-1.01869E+30,-144675.2482,1,2
381,1,-1.16623E+30,-142568.7434,1,2
382,1,-1.21798E+30,-119432.5026,1,2
383,1,-1.12079E+30,-76974.29726,1,2
384,1,-8.17288E+29,-19865.44739,1,2
385,1,-2.52117E+29,44706.29513,1,2
386,1,6.1924E+29,107887.7522,1,2
387,1,1.81892E+30,160322.9106,1,2
388,1,3.33281E+30,193481.8373,1,2
389,1,5.09527E+30,200974.7338,1,2
390,1,6.9738E+30,179657.6618,1,2
391,1,8.75599E+30,130351.5255,1,2
392,1,1.01416E+31,58038.25088,1,2
393,1,1.07435E+31,-28536.25173,1,2
394,1,1.0101E+31,-117841.5676,1,2
395,1,7.71083E+30,-197027.843,1,2
396,1,3.07816E+30,-253700.7962,1,2
397,1,-4.20856E+30,-277771.6685,1,2
398,1,-1.43792E+31,-263117.4001,1,2
399,1,-2.73622E+31,-208792.9603,1,2
400,1,-4.26507E+31,-119582.7133,1,2
401,1,-5.9167E+31,-5757.407246,1,2
402,1,-7.51425E+31,117991.0231,1,2
403,1,-8.80404E+31,234346.5676,1,2
404,1,-9.455E+31,325693.5882,1,2
405,1,-9.06883E+31,376670.5453,1,2
406,1,-7.20471E+31,376597.6158,1,2
407,1,-3.42181E+31,321412.9195,1,2
408,1,2.65783E+31,214794.8311,1,2
409,1,1.12654E+32,68241.22318,1,2
410,1,2.2382E+32,-99989.1657,1,2
411,1,3.56219E+32,-267009.1085,1,2
412,1,5.01125E+32,-408282.6485,1,2
413,1,6.4385E+32,-501083.8237,1,2
414,1,7.62998E+32,-527966.4638,1,2
415,1,8.30304E+32,-479738.2229,1,2
416,1,8.11296E+32,-357464.1159,1,2
417,1,6.67188E+32,-173128.9704,1,2
418,1,3.58685E+32,51245.13031,1,2
419,1,-1.48821E+32,286020.5229,1,2
420,1,-8.78053E+32,497673.191,1,2
421,1,-1.83092E+33,653388.1688,1,2
422,1,-2.97825E+33,725917.7959,1,2
423,1,-4.24913E+33,698012.9004,1,2
424,1,-5.52101E+33,565744.4427,1,2
425,1,-6.6125E+33,340141.0634,1,2
426,1,-7.28119E+33,46768.56676,1,2
427,1,-7.229E+33,-276851.3108,1,2
428,1,-6.11824E+33,-585777.5175,1,2
429,1,-3.60085E+33,-833633.8569,1,2
430,1,6.36773E+32,-979280.5496,1,2
431,1,6.81242E+33,-993251.8013,1,2
432,1,1.49711E+34,-862998.7223,1,2
433,1,2.48958E+34,-596075.1209,1,2
434,1,3.60131E+34,-220635.8946,1,2
435,1,4.73045E+34,217039.298,1,2
436,1,5.7239E+34,657872.0443,1,2
437,1,6.37465E+34,1037608.864,1,2
438,1,6.42555E+34,1295810.33,1,2
439,1,5.58212E+34,1384999.211,1,2
440,1,3.53671E+34,1278641.703,1,2
441,1,6.23961E+31,976700.8018,1,2
442,1,-5.21559E+34,507755.5244,1,2
443,1,-1.2192E+35,-72898.07998,1,2
444,1,-2.07658E+35,-689206.8153,1,2
445,1,-3.04758E+35,-1253832.992,1,2
446,1,-4.04778E+35,-1680033.988,1,2
447,1,-4.94815E+35,-1894402.439,1,2
448,1,-5.57217E+35,-1848671.488,1,2
449,1,-5.69828E+35,-1528783.104,1,2
450,1,-5.07005E+35,-959674.1727,1,2
451,1,-3.4161E+35,-204738.4391,1,2
452,1,-4.81771E+34,640381.7298,1,2
453,1,3.92646E+35,1459217.664,1,2
454,1,9.88405E+35,2129855.371,1,2
455,1,1.72811E+36,2542340.339,1,2
456,1,2.57491E+36,2615720.84,1,2
457,1,3.45904E+36,2312207.015,1,2
458,1,4.27193E+36,1646143.793,1,2
459,1,4.86326E+36,686070.9585,1,2
460,1,5.0424E+36,-450982.5744,1,2
461,1,4.58635E+36,-1612754.89,1,2
462,1,3.2562E+36,-2631220.234,1,2
463,1,8.23573E+35,-3345918.004,1,2
464,1,-2.8916E+36,-3628035.859,1,2
465,1,-7.97226E+36,-3401783.109,1,2
466,1,-1.43458E+37,-2659710.722,1,2
467,1,-2.172E+37,-1469253.339,1,2
468,1,-2.95196E+37,31164.2697,1,2
469,1,-3.68332E+37,1646719.071,1,2
470,1,-4.23824E+37,3150198.259,1,2
471,1,-4.4529E+37,4312662.514,1,2
472,1,-4.13367E+37,4936808.088,1,2
473,1,-3.07055E+37,4888361.267,1,2
474,1,-1.05938E+37,4120754.413,1,2
475,1,2.06626E+37,2688936.861,1,2
476,1,6.3931E+37,749433.0013,1,2
477,1,1.18777E+38,-1454458.095,1,2
478,1,1.82901E+38,-3621341.171,1,2
479,1,2.51579E+38,-5431192.129,1,2
480,1,3.17171E+38,-6590699.804,1,2
481,1,3.68821E+38,-6878316.119,1,2
482,1,3.9247E+38,-6182399.339,1,2
483,1,3.71328E+38,-4526318.058,1,2
484,1,2.8697E+38,-2075802.337,1,2
485,1,1.2119E+38,873949.9283,1,2
486,1,-1.41298E+38,3931139.777,1,2
487,1,-5.09267E+38,6656991.192,1,2
488,1,-9.80615E+38,8626207.886,1,2
489,1,-1.53745E+39,9490280.65,1,2
490,1,-2.14109E+39,9034609.131,1,2
491,1,-2.72763E+39,7220586.193,1,2
492,1,-3.20503E+39,4205287.17,1,2
493,1,-3.45278E+39,334096.3813,1,2
494,1,-3.32548E+39,-3894809.121,1,2
495,1,-2.66175E+39,-7891166.717,1,2
496,1,-1.29965E+39,-11051652.9,1,2
497,1,9.00486E+38,-12847123.34,1,2
498,1,4.02534E+39,-12905958.31,1,2
499,1,8.07092E+39,-11081007.01,1,2
500,1,1.28996E+40,-7489026.831,1,2
501,1,1.81961E+40,-2514652.208,1,2
502,1,2.3427E+40,3224517.357,1,2
503,1,2.7813E+40,8949703.256,1,2
504,1,3.03225E+40,13822045.28,1,2
505,1,2.96981E+40,17060555.76,1,2
506,1,2.45286E+40,18061015.39,1,2
507,1,1.33767E+40,16498488.15,1,2
508,1,-5.02747E+39,12397148.06,1,2
509,1,-3.15252E+40,6154592.462,1,2
510,1,-6.62032E+40,-1486546.681,1,2
511,1,-1.0802E+41,-9519743.87,1,2
512,1,-1.54416E+41,-16800808.74,1,2
513,1,-2.00948E+41,-22204328.75,1,2
514,1,-2.41031E+41,-24789844.53,1,2
515,1,-2.65843E+41,-23954218.5,1,2
516,1,-2.64527E+41,-19546799.92,1,2
517,1,-2.24758E+41,-11927566.52,1,2
518,1,-1.33813E+41,-1955186.229,1,2
519,1,1.98124E+40,9098844.981,1,2
520,1,2.44164E+41,19703322.51,1,2
521,1,5.4103E+41,28270669.99,1,2
522,1,9.02686E+41,33384746.16,1,2
523,1,1.30845E+42,34021739.83,1,2
524,1,1.72142E+42,29731278.77,1,2
525,1,2.086E+42,20748077.57,1,2
526,1,2.32691E+42,8012246.185,1,2
527,1,2.35047E+42,-6911999.193,1,2
528,1,2.04924E+42,-22015433.31,1,2
529,1,1.31078E+42,-35102323.12,1,2
530,1,3.13167E+40,-44096842.19,1,2
531,1,-1.86526E+42,-47356384.15,1,2
532,1,-4.40327E+42,-43946479.56,1,2
533,1,-7.52696E+42,-33834025.54,1,2
534,1,-1.10702E+43,-17964036.93,1,2
535,1,-1.47271E+43,1800603.888,1,2
536,1,-1.80295E+43,22878511.76,1,2
537,1,-2.03353E+43,42290203.76,1,2
538,1,-2.08376E+43,57062317.03,1,2
539,1,-1.86012E+43,64663177.82,1,2
540,1,-1.26343E+43,63408487.85,1,2
541,1,-2.00394E+42,52775381.4,1,2
542,1,1.4003E+43,33571588.66,1,2
543,1,3.56723E+43,7923393.091,1,2
544,1,6.26171E+43,-20930310.68,1,2
545,1,9.35107E+43,-49023192.41,1,2
546,1,1.25827E+44,-72183832.42,1,2
547,1,1.55626E+44,-86629748.34,1,2
548,1,1.77443E+44,-89551899.16,1,2
549,1,1.84336E+44,-79603378.71,1,2
550,1,1.68174E+44,-57213146.45,1,2
551,1,1.20227E+44,-24664930.82,1,2
552,1,3.21322E+43,14088974.23,1,2
553,1,-1.02738E+44,53872921.91,1,2
554,1,-2.87499E+44,88947651.26,1,2
555,1,-5.1962E+44,113805128.5,1,2
556,1,-7.88593E+44,123992962.9,1,2
557,1,-1.0736E+45,116850123.2,1,2
558,1,-1.34158E+45,92039223.48,1,2
559,1,-1.54606E+45,51781262.46,1,2
560,1,-1.62739E+45,734730.7505,1,2
561,1,-1.51499E+45,-54491595.21,1,2
562,1,-1.13215E+45,-106150104.4,1,2
563,1,-4.04129E+44,-146397178,1,2
564,1,7.30268E+44,-168433257.2,1,2
565,1,2.30343E+45,-167581087.6,1,2
566,1,4.30051E+45,-142139432.8,1,2
567,1,6.63897E+45,-93869424.57,1,2
568,1,9.1479E+45,-28013076.39,1,2
569,1,1.15502E+46,47196069.52,1,2
570,1,1.34514E+46,121499073.3,1,2
571,1,1.43396E+46,183951171,1,2
572,1,1.3603E+46,224468568,1,2
573,1,1.05686E+46,235372647,1,2
574,1,4.57023E+45,212705426,1,2
575,1,-4.95372E+45,157105531.7,1,2
576,1,-1.83297E+46,74081450.57,1,2
577,1,-3.54896E+46,-26406009.42,1,2
578,1,-5.57919E+46,-131046058.1,1,2
579,1,-7.78384E+46,-224858392.1,1,2
580,1,-9.9312E+46,-293252019,1,2
581,1,-1.16868E+47,-324191359,1,2
582,1,-1.26121E+47,-310161226.2,1,2
583,1,-1.21772E+47,-249627115.3,1,2
584,1,-9.79299E+46,-147736854.7,1,2
585,1,-4.86697E+46,-16100433.19,1,2
586,1,3.11363E+46,128393320.2,1,2
587,1,1.44703E+47,265626890.2,1,2
588,1,2.91959E+47,374940223.4,1,2
589,1,4.67981E+47,438110553.4,1,2
590,1,6.61376E+47,442213305.7,1,2
591,1,8.52809E+47,381935970,1,2
592,1,1.01397E+48,260962718.4,1,2
593,1,1.10733E+48,92153033.58,1,2
594,1,1.08706E+48,-103608001.5,1,2
595,1,9.01665E+47,-299825488.9,1,2
596,1,4.98578E+47,-467824084.7,1,2
597,1,-1.68802E+47,-580770006.1,1,2
598,1,-1.1316E+48,-617744428.7,1,2
599,1,-2.39362E+48,-567276329.9,1,2
600,1,-3.91769E+48,-429774706.7,1,2
601,1,-5.61137E+48,-218416468.6,1,2
602,1,-7.31372E+48,41763117.75,1,2
603,1,-8.7855E+48,316587732.2,1,2
