Input,Case1LNoise,Case1HPF(1),Case1Kal(3),Case1HPFKal(13),Case1LPFKal(23),Case1EKF(4),Control
0.16936302,-0.149009635,-0.289303078,-0.173004644,-0.31990869,8.694883856,-0.180736162,1
0.164137496,-0.154380391,-0.292956675,-0.173004644,-0.31990869,8.694883856,-0.180736162,1
0.158864641,-0.159798161,-0.296528369,-0.173004644,-0.31990869,8.694883856,-0.180736162,1
0.153545975,-0.165261423,-0.300017125,-0.173004644,-0.31990869,8.694883856,-0.180736162,1
0.148183031,-0.170768644,-0.303421932,-0.173004644,-0.31990869,8.694883856,-0.180736162,1
0.142777356,-0.176318277,-0.306741802,-0.173004644,-0.31990869,8.694883856,-0.180736162,1
0.137330508,-0.181908763,-0.309975773,-0.173004644,-0.31990869,8.694883856,-0.180736162,1
0.13184406,-0.187538531,-0.313122905,-0.173004644,-0.31990869,8.694883856,-0.180736162,1
0.126319592,-0.193206,-0.316182287,-0.173004644,-0.31990869,8.694883856,-0.180736162,1
0.120758697,-0.198909575,-0.31915303,-0.173004644,-0.31990869,8.694883856,-0.180736162,1
0.11516298,-0.204647653,-0.322034273,-0.173004644,-0.31990869,8.694883856,-0.180736162,1
0.109534054,-0.21041862,-0.324825178,-0.173004644,-0.31990869,8.694883856,-0.180736162,1
0.103873541,-0.216220854,-0.327524936,-0.173004644,-0.31990869,8.694883856,-0.180736162,1
0.098183075,-0.222052721,-0.330132762,-0.173004644,-0.31990869,8.694883856,-0.180736162,1
0.092464297,-0.227912581,-0.332647899,-0.173004644,-0.31990869,8.694883856,-0.180736162,1
0.086718854,-0.233798783,-0.335069616,-0.173004644,-0.31990869,8.694883856,-0.180736162,1
0.080948405,-0.239709672,-0.337397209,-0.255200926,-0.158005134,8.657146161,-0.186346013,1
0.075154614,-0.245643584,-0.339630002,-0.255200926,-0.158005134,8.657146161,-0.186346013,1
0.06933915,-0.251598846,-0.341767345,-0.255200926,-0.158005134,8.657146161,-0.186346013,1
0.063503691,-0.257573783,-0.343808615,-0.255200926,-0.158005134,8.657146161,-0.186346013,1
0.057649919,-0.263566711,-0.34575322,-0.255200926,-0.158005134,8.657146161,-0.186346013,1
0.051779524,-0.269575942,-0.347600592,-0.255200926,-0.158005134,8.657146161,-0.186346013,1
0.045894197,-0.275599783,-0.349350193,-0.255200926,-0.158005134,8.657146161,-0.186346013,1
0.039995635,-0.281636537,-0.351001513,-0.255200926,-0.158005134,8.657146161,-0.186346013,1
0.03408554,-0.287684502,-0.352554071,-0.255200926,-0.158005134,8.657146161,-0.186346013,1
0.028165616,-0.293741975,-0.354007413,-0.255200926,-0.158005134,8.657146161,-0.186346013,1
0.02223757,-0.299807249,-0.355361114,-0.255200926,-0.158005134,8.657146161,-0.186346013,1
0.016303112,-0.305878612,-0.356614779,-0.255200926,-0.158005134,8.657146161,-0.186346013,1
0.010363952,-0.311954355,-0.35776804,-0.255200926,-0.158005134,8.657146161,-0.186346013,1
0.004421803,-0.318032764,-0.358820559,-0.255200926,-0.158005134,8.657146161,-0.186346013,1
-0.00152162,-0.324112126,-0.359772028,-0.255200926,-0.158005134,8.657146161,-0.186346013,1
-0.007464605,-0.330190726,-0.360622166,-0.255200926,-0.158005134,8.657146161,-0.186346013,1
-0.013405437,-0.336266851,-0.361370722,-0.255200926,-0.158005134,8.657146161,-0.186346013,1
-0.019342404,-0.342338788,-0.362017475,-0.255200926,-0.158005134,8.657146161,-0.186346013,1
-0.025273793,-0.348404824,-0.362562233,-0.255200926,-0.158005134,8.657146161,-0.186346013,1
-0.031197894,-0.354463248,-0.363004833,-0.255200926,-0.158005134,8.657146161,-0.186346013,1
-0.037112998,-0.360512353,-0.363345143,-0.309273034,-0.289747845,8.587610454,-0.202913572,1
-0.0430174,-0.366550433,-0.363583057,-0.309273034,-0.289747845,8.587610454,-0.202913572,1
-0.048909397,-0.372575784,-0.363718502,-0.309273034,-0.289747845,8.587610454,-0.202913572,1
-0.054787291,-0.378586707,-0.363751434,-0.309273034,-0.289747845,8.587610454,-0.202913572,1
-0.060649386,-0.384581508,-0.363681837,-0.309273034,-0.289747845,8.587610454,-0.202913572,1
-0.066493991,-0.390558496,-0.363509726,-0.309273034,-0.289747845,8.587610454,-0.202913572,1
-0.072319422,-0.396515985,-0.363235144,-0.309273034,-0.289747845,8.587610454,-0.202913572,1
-0.078123999,-0.402452296,-0.362858166,-0.309273034,-0.289747845,8.587610454,-0.202913572,1
-0.083906047,-0.408365753,-0.362378894,-0.309273034,-0.289747845,8.587610454,-0.202913572,1
-0.089663899,-0.414254691,-0.361797461,-0.309273034,-0.289747845,8.587610454,-0.202913572,1
-0.095395895,-0.420117448,-0.361114028,-0.309273034,-0.289747845,8.587610454,-0.202913572,1
-0.101100383,-0.425952371,-0.360328789,-0.309273034,-0.289747845,8.587610454,-0.202913572,1
-0.106775716,-0.431757815,-0.359441962,-0.309273034,-0.289747845,8.587610454,-0.202913572,1
-0.112420259,-0.437532144,-0.358453799,-0.309273034,-0.289747845,8.587610454,-0.202913572,1
-0.118032383,-0.44327373,-0.357364578,-0.309273034,-0.289747845,8.587610454,-0.202913572,1
-0.123610471,-0.448980954,-0.356174609,-0.309273034,-0.289747845,8.587610454,-0.202913572,1
-0.129152914,-0.454652207,-0.354884228,-0.309273034,-0.289747845,8.587610454,-0.202913572,1
-0.134658114,-0.460285891,-0.353493802,-0.309273034,-0.289747845,8.587610454,-0.202913572,1
-0.140124482,-0.465880419,-0.352003727,-0.309273034,-0.289747845,8.587610454,-0.202913572,1
-0.145550444,-0.471434214,-0.350414426,-0.309273034,-0.289747845,8.587610454,-0.202913572,1
-0.150934433,-0.476945711,-0.348726352,-0.328999693,-0.36752362,8.481946014,-0.228980858,1
-0.156274899,-0.482413358,-0.346939986,-0.328999693,-0.36752362,8.481946014,-0.228980858,1
-0.161570299,-0.487835614,-0.345055838,-0.328999693,-0.36752362,8.481946014,-0.228980858,1
-0.166819109,-0.493210953,-0.343074445,-0.328999693,-0.36752362,8.481946014,-0.228980858,1
-0.172019813,-0.49853786,-0.340996374,-0.328999693,-0.36752362,8.481946014,-0.228980858,1
-0.177170912,-0.503814835,-0.338822217,-0.328999693,-0.36752362,8.481946014,-0.228980858,1
-0.182270922,-0.509040394,-0.336552595,-0.328999693,-0.36752362,8.481946014,-0.228980858,1
-0.18731837,-0.514213066,-0.334188159,-0.328999693,-0.36752362,8.481946014,-0.228980858,1
-0.192311802,-0.519331394,-0.331729583,-0.328999693,-0.36752362,8.481946014,-0.228980858,1
-0.197249778,-0.524393939,-0.329177572,-0.328999693,-0.36752362,8.481946014,-0.228980858,1
-0.202130874,-0.529399276,-0.326532855,-0.328999693,-0.36752362,8.481946014,-0.228980858,1
-0.206953682,-0.534345999,-0.32379619,-0.328999693,-0.36752362,8.481946014,-0.228980858,1
-0.211716811,-0.539232715,-0.320968359,-0.328999693,-0.36752362,8.481946014,-0.228980858,1
-0.216418889,-0.544058052,-0.318050173,-0.328999693,-0.36752362,8.481946014,-0.228980858,1
-0.221058558,-0.548820654,-0.315042468,-0.328999693,-0.36752362,8.481946014,-0.228980858,1
-0.225634482,-0.553519181,-0.311946105,-0.328999693,-0.36752362,8.481946014,-0.228980858,1
-0.23014534,-0.558152316,-0.308761971,-0.328999693,-0.36752362,8.481946014,-0.228980858,1
-0.234589832,-0.562718756,-0.305490979,-0.328999693,-0.36752362,8.481946014,-0.228980858,1
-0.238966676,-0.567217221,-0.302134066,-0.328999693,-0.36752362,8.481946014,-0.228980858,1
-0.24327461,-0.571646447,-0.298692195,-0.328999693,-0.36752362,8.481946014,-0.228980858,1
-0.247512392,-0.576005192,-0.295166353,-0.312083023,-0.210995526,8.339841772,-0.261991521,1
-0.2516788,-0.580292235,-0.29155755,-0.312083023,-0.210995526,8.339841772,-0.261991521,1
-0.255772632,-0.584506373,-0.287866821,-0.312083023,-0.210995526,8.339841772,-0.261991521,1
-0.259792708,-0.588646427,-0.284095226,-0.312083023,-0.210995526,8.339841772,-0.261991521,1
-0.263737868,-0.592711236,-0.280243846,-0.312083023,-0.210995526,8.339841772,-0.261991521,1
-0.267606975,-0.596699663,-0.276313786,-0.312083023,-0.210995526,8.339841772,-0.261991521,1
-0.271398913,-0.600610592,-0.272306174,-0.312083023,-0.210995526,8.339841772,-0.261991521,1
-0.275112589,-0.604442929,-0.268222159,-0.312083023,-0.210995526,8.339841772,-0.261991521,1
-0.278746932,-0.608195604,-0.264062913,-0.312083023,-0.210995526,8.339841772,-0.261991521,1
-0.282300893,-0.611867568,-0.25982963,-0.312083023,-0.210995526,8.339841772,-0.261991521,1
-0.285773448,-0.615457797,-0.255523526,-0.312083023,-0.210995526,8.339841772,-0.261991521,1
-0.289163596,-0.618965288,-0.251145836,-0.312083023,-0.210995526,8.339841772,-0.261991521,1
-0.292470359,-0.622389065,-0.246697817,-0.312083023,-0.210995526,8.339841772,-0.261991521,1
-0.295692783,-0.625728172,-0.242180745,-0.312083023,-0.210995526,8.339841772,-0.261991521,1
-0.298829939,-0.628981682,-0.237595918,-0.312083023,-0.210995526,8.339841772,-0.261991521,1
-0.301880922,-0.63214869,-0.232944652,-0.312083023,-0.210995526,8.339841772,-0.261991521,1
-0.304844854,-0.635228314,-0.228228283,-0.312083023,-0.210995526,8.339841772,-0.261991521,1
-0.307720878,-0.638219702,-0.223448165,-0.312083023,-0.210995526,8.339841772,-0.261991521,1
-0.310508166,-0.641122022,-0.21860567,-0.312083023,-0.210995526,8.339841772,-0.261991521,1
-0.313205914,-0.643934472,-0.213702189,-0.312083023,-0.210995526,8.339841772,-0.261991521,1
-0.315813343,-0.646656273,-0.208739131,-0.260411077,-0.102011248,8.165046798,-0.298582725,1
-0.318329703,-0.649286673,-0.203717921,-0.260411077,-0.102011248,8.165046798,-0.298582725,1
-0.320754267,-0.651824946,-0.19864,-0.260411077,-0.102011248,8.165046798,-0.298582725,1
-0.323086336,-0.654270394,-0.193506829,-0.260411077,-0.102011248,8.165046798,-0.298582725,1
-0.325325238,-0.656622343,-0.188319881,-0.260411077,-0.102011248,8.165046798,-0.298582725,1
-0.327470328,-0.658880148,-0.183080646,-0.260411077,-0.102011248,8.165046798,-0.298582725,1
-0.329520985,-0.66104319,-0.177790629,-0.260411077,-0.102011248,8.165046798,-0.298582725,1
-0.33147662,-0.663110878,-0.172451351,-0.260411077,-0.102011248,8.165046798,-0.298582725,1
-0.333336668,-0.665082647,-0.167064344,-0.260411077,-0.102011248,8.165046798,-0.298582725,1
-0.335100594,-0.666957962,-0.161631157,-0.260411077,-0.102011248,8.165046798,-0.298582725,1
-0.336767887,-0.668736313,-0.15615335,-0.260411077,-0.102011248,8.165046798,-0.298582725,1
-0.338338068,-0.670417219,-0.150632498,-0.260411077,-0.102011248,8.165046798,-0.298582725,1
-0.339810683,-0.672000228,-0.145070186,-0.260411077,-0.102011248,8.165046798,-0.298582725,1
-0.341185308,-0.673484915,-0.139468014,-0.260411077,-0.102011248,8.165046798,-0.298582725,1
-0.342461547,-0.674870883,-0.13382759,-0.260411077,-0.102011248,8.165046798,-0.298582725,1
-0.343639032,-0.676157764,-0.128150535,-0.260411077,-0.102011248,8.165046798,-0.298582725,1
-0.344717423,-0.677345219,-0.122438481,-0.260411077,-0.102011248,8.165046798,-0.298582725,1
-0.345696408,-0.678432936,-0.116693069,-0.260411077,-0.102011248,8.165046798,-0.298582725,1
-0.346575707,-0.679420634,-0.110915951,-0.260411077,-0.102011248,8.165046798,-0.298582725,1
-0.347355064,-0.680308057,-0.105108785,-0.260411077,-0.102011248,8.165046798,-0.298582725,1
-0.348034256,-0.681094982,-0.099273242,-0.179842159,-0.341725828,7.96494699,-0.334969174,1
-0.348613087,-0.681781213,-0.093410997,-0.179842159,-0.341725828,7.96494699,-0.334969174,1
-0.34909139,-0.682366582,-0.087523736,-0.179842159,-0.341725828,7.96494699,-0.334969174,1
-0.349469026,-0.682850952,-0.081613151,-0.179842159,-0.341725828,7.96494699,-0.334969174,1
-0.349745887,-0.683234213,-0.075680941,-0.179842159,-0.341725828,7.96494699,-0.334969174,1
-0.349921893,-0.683516286,-0.069728809,-0.179842159,-0.341725828,7.96494699,-0.334969174,1
-0.349996993,-0.683697119,-0.063758467,-0.179842159,-0.341725828,7.96494699,-0.334969174,1
-0.349971166,-0.683776691,-0.057771631,-0.179842159,-0.341725828,7.96494699,-0.334969174,1
-0.349844419,-0.68375501,-0.051770021,-0.179842159,-0.341725828,7.96494699,-0.334969174,1
-0.349616788,-0.683632111,-0.045755362,-0.179842159,-0.341725828,7.96494699,-0.334969174,1
-0.34928834,-0.68340806,-0.039729383,-0.179842159,-0.341725828,7.96494699,-0.334969174,1
-0.348859169,-0.683082952,-0.033693816,-0.179842159,-0.341725828,7.96494699,-0.334969174,1
-0.348329398,-0.682656911,-0.027650394,-0.179842159,-0.341725828,7.96494699,-0.334969174,1
-0.347699181,-0.682130089,-0.021600856,-0.179842159,-0.341725828,7.96494699,-0.334969174,1
-0.346968699,-0.681502668,-0.01554694,-0.179842159,-0.341725828,7.96494699,-0.334969174,1
-0.346138163,-0.680774858,-0.009490386,-0.179842159,-0.341725828,7.96494699,-0.334969174,1
-0.345207813,-0.679946898,-0.003432934,-0.179842159,-0.341725828,7.96494699,-0.334969174,1
-0.344177916,-0.679019058,0.002623674,-0.179842159,-0.341725828,7.96494699,-0.334969174,1
-0.34304877,-0.677991634,0.008677698,-0.179842159,-0.341725828,7.96494699,-0.334969174,1
-0.341820699,-0.67686495,0.014727398,-0.179842159,-0.341725828,7.96494699,-0.334969174,1
-0.34049406,-0.675639362,0.020771036,-0.079535562,-0.210267631,7.749726301,-0.367375399,1
-0.339069233,-0.674315252,0.026806873,-0.079535562,-0.210267631,7.749726301,-0.367375399,1
-0.33754663,-0.672893031,0.032833176,-0.079535562,-0.210267631,7.749726301,-0.367375399,1
-0.33592669,-0.671373137,0.038848212,-0.079535562,-0.210267631,7.749726301,-0.367375399,1
-0.33420988,-0.669756037,0.044850253,-0.079535562,-0.210267631,7.749726301,-0.367375399,1
-0.332396695,-0.668042227,0.050837573,-0.079535562,-0.210267631,7.749726301,-0.367375399,1
-0.330487658,-0.66623223,0.056808453,-0.079535562,-0.210267631,7.749726301,-0.367375399,1
-0.328483319,-0.664326595,0.062761176,-0.079535562,-0.210267631,7.749726301,-0.367375399,1
-0.326384257,-0.6623259,0.068694031,-0.079535562,-0.210267631,7.749726301,-0.367375399,1
-0.324191077,-0.660230752,0.074605314,-0.079535562,-0.210267631,7.749726301,-0.367375399,1
-0.321904411,-0.658041781,0.080493325,-0.079535562,-0.210267631,7.749726301,-0.367375399,1
-0.319524918,-0.655759649,0.086356373,-0.079535562,-0.210267631,7.749726301,-0.367375399,1
-0.317053285,-0.653385039,0.092192772,-0.079535562,-0.210267631,7.749726301,-0.367375399,1
-0.314490225,-0.650918666,0.098000846,-0.079535562,-0.210267631,7.749726301,-0.367375399,1
-0.311836476,-0.648361267,0.103778925,-0.079535562,-0.210267631,7.749726301,-0.367375399,1
-0.309092804,-0.64571361,0.10952535,-0.079535562,-0.210267631,7.749726301,-0.367375399,1
-0.306259999,-0.642976483,0.115238468,-0.079535562,-0.210267631,7.749726301,-0.367375399,1
-0.30333888,-0.640150705,0.120916638,-0.079535562,-0.210267631,7.749726301,-0.367375399,1
-0.300330288,-0.637237117,0.126558229,-0.079535562,-0.210267631,7.749726301,-0.367375399,1
-0.297235091,-0.634236587,0.13216162,-0.079535562,-0.210267631,7.749726301,-0.367375399,1
-0.294054181,-0.631150007,0.1377252,0.029094819,-0.131818991,7.531208349,-0.392466938,1
-0.290788476,-0.627978295,0.143247372,0.029094819,-0.131818991,7.531208349,-0.392466938,1
-0.287438918,-0.624722392,0.148726548,0.029094819,-0.131818991,7.531208349,-0.392466938,1
-0.284006471,-0.621383264,0.154161154,0.029094819,-0.131818991,7.531208349,-0.392466938,1
-0.280492127,-0.617961901,0.15954963,0.029094819,-0.131818991,7.531208349,-0.392466938,1
-0.276896898,-0.614459316,0.164890427,0.029094819,-0.131818991,7.531208349,-0.392466938,1
-0.273221821,-0.610876545,0.170182011,0.029094819,-0.131818991,7.531208349,-0.392466938,1
-0.269467956,-0.607214649,0.175422861,0.029094819,-0.131818991,7.531208349,-0.392466938,1
-0.265636386,-0.603474709,0.180611473,0.029094819,-0.131818991,7.531208349,-0.392466938,1
-0.261728215,-0.599657831,0.185746357,0.029094819,-0.131818991,7.531208349,-0.392466938,1
-0.257744571,-0.595765142,0.190826036,0.029094819,-0.131818991,7.531208349,-0.392466938,1
-0.253686601,-0.591797789,0.195849053,0.029094819,-0.131818991,7.531208349,-0.392466938,1
-0.249555477,-0.587756944,0.200813964,0.029094819,-0.131818991,7.531208349,-0.392466938,1
-0.24535239,-0.583643797,0.205719344,0.029094819,-0.131818991,7.531208349,-0.392466938,1
-0.241078551,-0.579459561,0.210563784,0.029094819,-0.131818991,7.531208349,-0.392466938,1
-0.236735193,-0.575205467,0.215345894,0.029094819,-0.131818991,7.531208349,-0.392466938,1
-0.232323569,-0.570882768,0.220064299,0.029094819,-0.131818991,7.531208349,-0.392466938,1
-0.22784495,-0.566492736,0.224717645,0.029094819,-0.131818991,7.531208349,-0.392466938,1
-0.223300628,-0.562036663,0.229304597,0.029094819,-0.131818991,7.531208349,-0.392466938,1
-0.218691914,-0.557515859,0.233823837,0.029094819,-0.131818991,7.531208349,-0.392466938,1
-0.214020137,-0.552931652,0.238274068,0.133684444,0.102639126,7.321510734,-0.407731131,1
-0.209286643,-0.54828539,0.242654012,0.133684444,0.102639126,7.321510734,-0.407731131,1
-0.204492799,-0.543578438,0.246962414,0.133684444,0.102639126,7.321510734,-0.407731131,1
-0.199639985,-0.538812178,0.251198035,0.133684444,0.102639126,7.321510734,-0.407731131,1
-0.194729602,-0.53398801,0.25535966,0.133684444,0.102639126,7.321510734,-0.407731131,1
-0.189763065,-0.529107348,0.259446096,0.133684444,0.102639126,7.321510734,-0.407731131,1
-0.184741807,-0.524171626,0.263456169,0.133684444,0.102639126,7.321510734,-0.407731131,1
-0.179667276,-0.519182292,0.26738873,0.133684444,0.102639126,7.321510734,-0.407731131,1
-0.174540935,-0.514140807,0.271242649,0.133684444,0.102639126,7.321510734,-0.407731131,1
-0.169364261,-0.509048652,0.275016823,0.133684444,0.102639126,7.321510734,-0.407731131,1
-0.164138749,-0.503907317,0.278710168,0.133684444,0.102639126,7.321510734,-0.407731131,1
-0.158865905,-0.498718311,0.282321625,0.133684444,0.102639126,7.321510734,-0.407731131,1
-0.15354725,-0.493483153,0.285850158,0.133684444,0.102639126,7.321510734,-0.407731131,1
-0.148184316,-0.488203378,0.289294756,0.133684444,0.102639126,7.321510734,-0.407731131,1
-0.142778651,-0.482880531,0.292654432,0.133684444,0.102639126,7.321510734,-0.407731131,1
-0.137331813,-0.477516172,0.295928223,0.133684444,0.102639126,7.321510734,-0.407731131,1
-0.131845374,-0.47211187,0.29911519,0.133684444,0.102639126,7.321510734,-0.407731131,1
-0.126320915,-0.466669208,0.302214421,0.133684444,0.102639126,7.321510734,-0.407731131,1
-0.120760029,-0.46118978,0.305225027,0.133684444,0.102639126,7.321510734,-0.407731131,1
-0.11516432,-0.455675188,0.308146147,0.133684444,0.102639126,7.321510734,-0.407731131,1
-0.109535401,-0.450127045,0.310976943,0.222330693,0.064625653,7.131665803,-0.411764039,1
-0.103874896,-0.444546976,0.313716606,0.222330693,0.064625653,7.131665803,-0.411764039,1
-0.098184437,-0.438936612,0.316364351,0.222330693,0.064625653,7.131665803,-0.411764039,1
-0.092465665,-0.433297594,0.318919422,0.222330693,0.064625653,7.131665803,-0.411764039,1
-0.086720229,-0.427631572,0.321381086,0.222330693,0.064625653,7.131665803,-0.411764039,1
-0.080949786,-0.421940201,0.32374864,0.222330693,0.064625653,7.131665803,-0.411764039,1
-0.075155999,-0.416225146,0.326021407,0.222330693,0.064625653,7.131665803,-0.411764039,1
-0.06934054,-0.410488078,0.328198738,0.222330693,0.064625653,7.131665803,-0.411764039,1
-0.063505086,-0.404730672,0.330280011,0.222330693,0.064625653,7.131665803,-0.411764039,1
-0.057651319,-0.398954613,0.332264631,0.222330693,0.064625653,7.131665803,-0.411764039,1
-0.051780927,-0.393161588,0.334152033,0.222330693,0.064625653,7.131665803,-0.411764039,1
-0.045895603,-0.38735329,0.335941677,0.222330693,0.064625653,7.131665803,-0.411764039,1
-0.039997045,-0.381531415,0.337633054,0.222330693,0.064625653,7.131665803,-0.411764039,1
-0.034086952,-0.375697666,0.339225682,0.222330693,0.064625653,7.131665803,-0.411764039,1
-0.02816703,-0.369853745,0.340719107,0.222330693,0.064625653,7.131665803,-0.411764039,1
-0.022238986,-0.364001359,0.342112905,0.222330693,0.064625653,7.131665803,-0.411764039,1
-0.016304529,-0.35814222,0.34340668,0.222330693,0.064625653,7.131665803,-0.411764039,1
-0.01036537,-0.352278036,0.344600065,0.222330693,0.064625653,7.131665803,-0.411764039,1
-0.004423222,-0.346410522,0.345692721,0.222330693,0.064625653,7.131665803,-0.411764039,1
0.001520202,-0.34054139,0.346684339,0.222330693,0.064625653,7.131665803,-0.411764039,1
0.007463187,-0.334672355,0.34757464,0.284952667,0.203593872,6.970365431,-0.404430699,1
0.01340402,-0.328805129,0.348363372,0.284952667,0.203593872,6.970365431,-0.404430699,1
0.019340987,-0.322941427,0.349050315,0.284952667,0.203593872,6.970365431,-0.404430699,1
0.025272378,-0.317082959,0.349635275,0.284952667,0.203593872,6.970365431,-0.404430699,1
0.03119648,-0.311231437,0.35011809,0.284952667,0.203593872,6.970365431,-0.404430699,1
0.037111587,-0.305388569,0.350498628,0.284952667,0.203593872,6.970365431,-0.404430699,1
0.043015992,-0.299556059,0.350776783,0.284952667,0.203593872,6.970365431,-0.404430699,1
0.048907993,-0.293735612,0.350952482,0.284952667,0.203593872,6.970365431,-0.404430699,1
0.05478589,-0.287928925,0.351025681,0.284952667,0.203593872,6.970365431,-0.404430699,1
0.060647988,-0.282137694,0.350996363,0.284952667,0.203593872,6.970365431,-0.404430699,1
0.066492598,-0.276363609,0.350864544,0.284952667,0.203593872,6.970365431,-0.404430699,1
0.072318034,-0.270608356,0.350630267,0.284952667,0.203593872,6.970365431,-0.404430699,1
0.078122616,-0.264873613,0.350293605,0.284952667,0.203593872,6.970365431,-0.404430699,1
0.083904669,-0.259161056,0.349854663,0.284952667,0.203593872,6.970365431,-0.404430699,1
0.089662528,-0.253472351,0.349313572,0.284952667,0.203593872,6.970365431,-0.404430699,1
0.09539453,-0.247809158,0.348670495,0.284952667,0.203593872,6.970365431,-0.404430699,1
0.101099024,-0.242173131,0.347925622,0.284952667,0.203593872,6.970365431,-0.404430699,1
0.106774365,-0.236565914,0.347079175,0.284952667,0.203593872,6.970365431,-0.404430699,1
0.112418915,-0.230989143,0.346131403,0.284952667,0.203593872,6.970365431,-0.404430699,1
0.118031048,-0.225444448,0.345082587,0.284952667,0.203593872,6.970365431,-0.404430699,1
0.123609144,-0.219933445,0.343933034,0.31444285,0.35553682,6.842973222,-0.386880412,1
0.129151596,-0.214457743,0.342683081,0.31444285,0.35553682,6.842973222,-0.386880412,1
0.134656804,-0.20901894,0.341333096,0.31444285,0.35553682,6.842973222,-0.386880412,1
0.140123182,-0.203618625,0.339883473,0.31444285,0.35553682,6.842973222,-0.386880412,1
0.145549154,-0.198258372,0.338334636,0.31444285,0.35553682,6.842973222,-0.386880412,1
0.150933153,-0.192939747,0.336687039,0.31444285,0.35553682,6.842973222,-0.386880412,1
0.156273629,-0.187664302,0.334941161,0.31444285,0.35553682,6.842973222,-0.386880412,1
0.161569041,-0.182433578,0.333097514,0.31444285,0.35553682,6.842973222,-0.386880412,1
0.166817861,-0.1772491,0.331156633,0.31444285,0.35553682,6.842973222,-0.386880412,1
0.172018577,-0.172112383,0.329119085,0.31444285,0.35553682,6.842973222,-0.386880412,1
0.177169689,-0.167024927,0.326985464,0.31444285,0.35553682,6.842973222,-0.386880412,1
0.182269711,-0.161988216,0.32475639,0.31444285,0.35553682,6.842973222,-0.386880412,1
0.187317172,-0.157003721,0.322432512,0.31444285,0.35553682,6.842973222,-0.386880412,1
0.192310617,-0.152072898,0.320014507,0.31444285,0.35553682,6.842973222,-0.386880412,1
0.197248606,-0.147197186,0.317503078,0.31444285,0.35553682,6.842973222,-0.386880412,1
0.202129716,-0.14237801,0.314898955,0.31444285,0.35553682,6.842973222,-0.386880412,1
0.206952538,-0.137616777,0.312202894,0.31444285,0.35553682,6.842973222,-0.386880412,1
0.211715682,-0.132914877,0.30941568,0.31444285,0.35553682,6.842973222,-0.386880412,1
0.216417774,-0.128273685,0.306538122,0.31444285,0.35553682,6.842973222,-0.386880412,1
0.221057458,-0.123694555,0.303571056,0.31444285,0.35553682,6.842973222,-0.386880412,1
0.225633397,-0.119178826,0.300515343,0.307479096,0.475895118,6.750916964,-0.361415319,1
0.230144271,-0.114727818,0.29737187,0.307479096,0.475895118,6.750916964,-0.361415319,1
0.234588779,-0.11034283,0.294141551,0.307479096,0.475895118,6.750916964,-0.361415319,1
0.23896564,-0.106025145,0.290825322,0.307479096,0.475895118,6.750916964,-0.361415319,1
0.24327359,-0.101776025,0.287424146,0.307479096,0.475895118,6.750916964,-0.361415319,1
0.247511389,-0.097596712,0.28393901,0.307479096,0.475895118,6.750916964,-0.361415319,1
0.251677814,-0.093488427,0.280370924,0.307479096,0.475895118,6.750916964,-0.361415319,1
0.255771664,-0.089452373,0.276720924,0.307479096,0.475895118,6.750916964,-0.361415319,1
0.259791757,-0.085489729,0.272990067,0.307479096,0.475895118,6.750916964,-0.361415319,1
0.263736935,-0.081601656,0.269179437,0.307479096,0.475895118,6.750916964,-0.361415319,1
0.267606061,-0.07778929,0.265290137,0.307479096,0.475895118,6.750916964,-0.361415319,1
0.271398017,-0.074053747,0.261323296,0.307479096,0.475895118,6.750916964,-0.361415319,1
0.275111712,-0.070396121,0.257280063,0.307479096,0.475895118,6.750916964,-0.361415319,1
0.278746074,-0.066817482,0.25316161,0.307479096,0.475895118,6.750916964,-0.361415319,1
0.282300054,-0.063318879,0.24896913,0.307479096,0.475895118,6.750916964,-0.361415319,1
0.285772629,-0.059901336,0.24470384,0.307479096,0.475895118,6.750916964,-0.361415319,1
0.289162797,-0.056565855,0.240366974,0.307479096,0.475895118,6.750916964,-0.361415319,1
0.292469579,-0.053313413,0.235959789,0.307479096,0.475895118,6.750916964,-0.361415319,1
0.295692023,-0.050144963,0.231483563,0.307479096,0.475895118,6.750916964,-0.361415319,1
0.2988292,-0.047061435,0.226939592,0.307479096,0.475895118,6.750916964,-0.361415319,1
0.301880204,-0.044063734,0.222329192,0.264904144,0.4293097,6.691530767,-0.331227275,1
0.304844157,-0.041152739,0.217653698,0.264904144,0.4293097,6.691530767,-0.331227275,1
0.307720202,-0.038329304,0.212914466,0.264904144,0.4293097,6.691530767,-0.331227275,1
0.310507511,-0.03559426,0.208112868,0.264904144,0.4293097,6.691530767,-0.331227275,1
0.31320528,-0.03294841,0.203250294,0.264904144,0.4293097,6.691530767,-0.331227275,1
0.315812732,-0.030392531,0.198328153,0.264904144,0.4293097,6.691530767,-0.331227275,1
0.318329113,-0.027927376,0.19334787,0.264904144,0.4293097,6.691530767,-0.331227275,1
0.320753699,-0.02555367,0.188310887,0.264904144,0.4293097,6.691530767,-0.331227275,1
0.323085791,-0.023272112,0.183218662,0.264904144,0.4293097,6.691530767,-0.331227275,1
0.325324715,-0.021083375,0.178072671,0.264904144,0.4293097,6.691530767,-0.331227275,1
0.327469827,-0.018988105,0.172874403,0.264904144,0.4293097,6.691530767,-0.331227275,1
0.329520507,-0.016986919,0.167625363,0.264904144,0.4293097,6.691530767,-0.331227275,1
