t,r,y0,y1,y2,label
673,1,1.36575453,0.998557735,1,1
674,1,1.174266767,0.999206868,1,1
675,1,0.956066143,1.000872015,1,1
676,1,0.744819155,1.001421613,1,1
677,1,0.573092436,1.000151196,1,1
678,1,0.467332183,0.998686364,1,1
679,1,0.443791412,0.998902701,1,1
680,1,0.506032281,1.000524259,1,1
681,1,0.644387268,1.00147554,1,1
682,1,0.837460706,1.000538009,1,1
683,1,1.055437438,0.998910964,1,1
684,1,1.264686966,0.998677386,1,1
685,1,1.432952105,1.000137257,1,1
686,1,1.534321612,1.001422302,1,1
687,1,1.553220249,1.000886917,1,1
688,1,1.486801842,0.9992155,1,1
689,1,1.345377663,0.998547565,1,1
690,1,1.15081571,0.999739037,1,1
691,1,0.933159357,1.001265429,1,1
692,1,0.725988213,1.001172421,1,1
693,1,0.561237553,0.999578076,1,1
694,1,0.464275536,0.998522987,1,1
695,1,0.449997071,0.99935853,1,1
696,1,0.52053577,1.001016003,1,1
697,1,0.664945459,1.001373547,1,1
698,1,0.860898735,0.999972501,1,1
699,1,1.078139008,0.998605775,1,1
700,1,1.283152309,0.999023473,1,1
701,1,1.444337515,1.000691873,1,1
702,1,1.536877387,1.001475397,1,1
703,1,1.546559573,1.000370184,1,1
704,1,1.471959309,0.998790249,1,1
705,1,1.324648585,0.998758385,1,1
706,1,1.127401162,1.00031638,1,1
707,1,0.910671856,1.001470245,1,1
708,1,0.707894365,1.000742207,1,1
709,1,0.55032365,0.999063314,1,1
710,1,0.462218498,0.998582772,1,1
711,1,0.45710679,0.999916674,1,1
712,1,0.535708453,1.001358124,1,1
713,1,0.685834988,1.001061424,1,1
714,1,0.884279434,0.999405389,1,1
715,1,1.100403738,0.998509695,1,1
716,1,1.30086897,0.999521755,1,1
717,1,1.4547781,1.00114685,1,1
718,1,1.538438037,1.001304446,1,1
719,1,1.539006952,0.999791809,1,1
720,1,1.456465458,0.998544795,1,1
721,1,1.303609044,0.999160367,1,1
722,1,1.104064596,1.000851475,1,1
723,1,0.88863844,1.001453352,1,1
724,1,0.690560378,1.000194606,1,1
725,1,0.54035797,0.998685866,1,1
726,1,0.461151681,0.998858904,1,1
727,1,0.465096012,1.000493218,1,1
728,1,0.551514403,1.00149701,1,1
729,1,0.707014103,1.000584531,1,1
730,1,0.90756167,0.998922983,1,1
731,1,1.122197458,0.998639489,1,1
732,1,1.317815005,1.00009794,1,1
733,1,1.464267514,1.001431908,1,1
734,1,1.53901378,1.000933178,1,1
735,1,1.530587582,0.999239202,1,1
736,1,1.44035656,0.998518344,1,1
737,1,1.282300787,0.999694276,1,1
738,1,1.080846796,1.001262435,1,1
739,1,0.867092637,1.00140913,1,1
740,1,0.674007365,1.00140913,1,1
741,1,0.531345963,1.00140913,1,1
742,1,0.461064048,1.00140913,1,1
743,1,0.473938926,1.00140913,1,1
744,1,0.567917023,1.00140913,1,1
745,1,0.728441078,1.00140913,1,1
746,1,0.930705026,1.00140913,1,1
747,1,1.143487288,1.00140913,1,1
748,1,1.333970137,1.00140913,1,1
749,1,1.472801197,1.00140913,1,1
750,1,1.538616465,1.00140913,1,1
751,1,1.521327876,1.00140913,1,1
752,1,1.423669514,1.00140913,1,1
753,1,1.260765499,1.00140913,1,1
754,1,1.057787796,1.00140913,1,1
755,1,0.846066667,1.00140913,1,1
756,1,0.658254764,1.00140913,1,1
757,1,0.523291301,1.00140913,1,1
758,1,0.461942951,1.00140913,1,1
759,1,0.483608528,1.00140913,1,1
760,1,0.58487913,1.00140913,1,1
761,1,0.750074292,1.00140913,1,1
762,1,0.95366986,1.00140913,1,1
763,1,1.164241682,1.00140913,1,1
764,1,1.349315769,1.00140913,1,1
765,1,1.48037636,1.00140913,1,1
766,1,1.537259529,1.00140913,1,1
767,1,1.511255413,1.00140913,1,1
768,1,1.406169695,1.00140913,1,1
769,1,1.238302038,1.00140913,1,1
770,1,1.033688197,1.00140913,1,1
771,1,0.82403016,1.00140913,1,1
772,1,0.641783731,1.00140913,1,1
773,1,0.515134479,1.00140913,1,1
774,1,0.463639137,1.00140913,1,1
775,1,0.495205912,1.00140913,1,1
776,1,0.605508026,1.00140913,1,1
777,1,0.777305481,1.00140913,1,1
778,1,0.983724409,1.00140913,1,1
779,1,1.19250842,1.00140913,1,1
780,1,1.371060759,1.00140913,1,1
781,1,1.491533002,1.00140913,1,1
782,1,1.53516741,1.00140913,1,1
783,1,1.495217132,1.00140913,1,1
784,1,1.377924873,1.00140913,1,1
785,1,1.201681959,1.00140913,1,1
786,1,0.994076354,1.00140913,1,1
787,1,0.787572993,1.00140913,1,1
788,1,0.614436717,1.00140913,1,1
789,1,0.501691199,1.00140913,1,1
790,1,0.466901221,1.00140913,1,1
791,1,0.515436349,1.00140913,1,1
792,1,0.639642261,1.00140913,1,1
793,1,0.820047709,1.00140913,1,1
794,1,1.028416902,1.00140913,1,1
795,1,1.232168775,1.00140913,1,1
796,1,1.399610621,1.00140913,1,1
797,1,1.504348129,1.00140913,1,1
798,1,1.530036769,1.00140913,1,1
799,1,1.472722185,1.00140913,1,1
800,1,1.341448584,1.00140913,1,1
801,1,1.156831199,1.00140913,1,1
802,1,0.947818726,1.00140913,1,1
803,1,0.747154235,1.00140913,1,1
804,1,0.586245969,1.00140913,1,1
805,1,0.490251306,1.00140913,1,1
806,1,0.474143446,1.00140913,1,1
807,1,0.540375893,1.00140913,1,1
808,1,0.678509079,1.00140913,1,1
809,1,0.866855815,1.00140913,1,1
810,1,1.07588619,1.00140913,1,1
811,1,1.272857372,1.00140913,1,1
812,1,1.42694246,1.00140913,1,1
813,1,1.514055012,1.00140913,1,1
814,1,1.520614198,1.00140913,1,1
815,1,1.445661993,1.00140913,1,1
816,1,1.301002366,1.00140913,1,1
817,1,1.109342381,1.00140913,1,1
818,1,0.900727921,1.00140913,1,1
819,1,0.707833526,1.00140913,1,1
820,1,0.560844721,1.00140913,1,1
821,1,0.482734388,1.00140913,1,1
822,1,0.485672365,1.00140913,1,1
823,1,0.569129408,1.00140913,1,1
824,1,0.719970905,1.00140913,1,1
825,1,0.914523966,1.00140913,1,1
826,1,1.122292586,1.00140913,1,1
827,1,1.310737842,1.00140913,1,1
828,1,1.450373834,1.00140913,1,1
829,1,1.519381297,1.00140913,1,1
830,1,1.507017006,1.00140913,1,1
831,1,1.415286237,1.00140913,1,1
832,1,1.258617926,1.00140913,1,1
833,1,1.061595099,1.00140913,1,1
834,1,0.855097552,1.00140913,1,1
835,1,0.671462013,1.00140913,1,1
836,1,0.539418364,1.00140913,1,1
837,1,0.479594857,1.00140913,1,1
838,1,0.501295543,1.00140913,1,1
839,1,0.601053338,1.00140913,1,1
840,1,0.76318374,1.00140913,1,1
841,1,0.962250784,1.00140913,1,1
842,1,1.167057563,1.00140913,1,1
843,1,1.345535241,1.00140913,1,1
844,1,1.469764399,1.00140913,1,1
845,1,1.520342471,1.00140913,1,1
846,1,1.489414064,1.00140913,1,1
847,1,1.381490033,1.00140913,1,1
848,1,1.213598284,1.00140913,1,1
849,1,1.012223634,1.00140913,1,1
850,1,0.809099535,1.00140913,1,1
851,1,0.636206417,1.00140913,1,1
852,1,0.520736938,1.00140913,1,1
853,1,0.480819821,1.00140913,1,1
854,1,0.52267392,1.00140913,1,1
855,1,0.639639271,1.00140913,1,1
856,1,0.813236488,1.00140913,1,1
857,1,1.016086249,1.00140913,1,1
858,1,1.216227578,1.00140913,1,1
859,1,1.382598906,1.00140913,1,1
860,1,1.488209201,1.00140913,1,1
861,1,1.516377351,1.00140913,1,1
862,1,1.462708137,1.00140913,1,1
863,1,1.33577749,1.00140913,1,1
864,1,1.155760737,1.00140913,1,1
865,1,0.951225222,1.00140913,1,1
866,1,0.754597384,1.00140913,1,1
867,1,0.59702255,1.00140913,1,1
868,1,0.503431633,1.00140913,1,1
869,1,0.488596381,1.00140913,1,1
870,1,0.554797808,1.00140913,1,1
871,1,0.691475892,1.00140913,1,1
872,1,0.876914093,1.00140913,1,1
873,1,1.081689838,1.00140913,1,1
874,1,1.273342769,1.00140913,1,1
875,1,1.421520188,1.00140913,1,1
876,1,1.502784101,1.00140913,1,1
877,1,1.504318512,1.00140913,1,1
878,1,1.425950567,1.00140913,1,1
879,1,1.280166785,1.00140913,1,1
880,1,1.090123615,1.00140913,1,1
881,1,0.88596927,1.00140913,1,1
882,1,0.700061089,1.00140913,1,1
883,1,0.561837099,1.00140913,1,1
884,1,0.493154615,1.00140913,1,1
885,1,0.504833983,1.00140913,1,1
886,1,0.594953997,1.00140913,1,1
887,1,0.749167509,1.00140913,1,1
888,1,0.942985449,1.00140913,1,1
889,1,1.145665651,1.00140913,1,1
890,1,1.325088952,1.00140913,1,1
891,1,1.452849162,1.00140913,1,1
892,1,1.508750289,1.00140913,1,1
893,1,1.483999024,1.00140913,1,1
894,1,1.382587857,1.00140913,1,1
895,1,1.220651264,1.00140913,1,1
896,1,1.023898767,1.00140913,1,1
897,1,0.823533248,1.00140913,1,1
898,1,0.651302519,1.00140913,1,1
899,1,0.534468929,1.00140913,1,1
900,1,0.491494036,1.00140913,1,1
901,1,0.529121437,1.00140913,1,1
902,1,0.641794649,1.00140913,1,1
903,1,0.811489767,1.00140913,1,1
904,1,1.011094364,1.00140913,1,1
905,1,1.208750577,1.00140913,1,1
906,1,1.372940918,1.00140913,1,1
907,1,1.477513485,1.00140913,1,1
908,1,1.505846544,1.00140913,1,1
909,1,1.453490223,1.00140913,1,1
910,1,1.328865475,1.00140913,1,1
911,1,1.151910047,1.00140913,1,1
912,1,0.950888865,1.00140913,1,1
913,1,0.757879199,1.00140913,1,1
914,1,0.603651963,1.00140913,1,1
915,1,0.512766053,1.00140913,1,1
916,1,0.49965772,1.00140913,1,1
917,1,0.566347615,1.00140913,1,1
918,1,0.702129667,1.00140913,1,1
919,1,0.885289679,1.00140913,1,1
920,1,1.086577814,1.00140913,1,1
921,1,1.273879643,1.00140913,1,1
922,1,1.417339817,1.00140913,1,1
923,1,1.494120893,1.00140913,1,1
924,1,1.492038783,1.00140913,1,1
925,1,1.411496137,1.00140913,1,1
926,1,1.265406863,1.00140913,1,1
927,1,1.07712562,1.00140913,1,1
928,1,0.876714249,1.00140913,1,1
929,1,0.696141985,1.00140913,1,1
930,1,0.56418581,1.00140913,1,1
931,1,0.501844425,1.00140913,1,1
932,1,0.518996682,1.00140913,1,1
933,1,0.612836222,1.00140913,1,1
934,1,0.76833035,1.00140913,1,1
935,1,0.960628157,1.00140913,1,1
936,1,1.159032131,1.00140913,1,1
937,1,1.331898541,1.00140913,1,1
938,1,1.451684313,1.00140913,1,1
939,1,1.499335483,1.00140913,1,1
940,1,1.467318016,1.00140913,1,1
941,1,1.360705194,1.00140913,1,1
942,1,1.196583724,1.00140913,1,1
943,1,1.001215477,1.00140913,1,1
944,1,0.805828839,1.00140913,1,1
945,1,0.641626814,1.00140913,1,1
946,1,0.534804052,1.00140913,1,1
947,1,0.502368303,1.00140913,1,1
948,1,0.549432647,1.00140913,1,1
949,1,0.668409575,1.00140913,1,1
950,1,0.840234045,1.00140913,1,1
951,1,1.037418445,1.00140913,1,1
952,1,1.22844992,1.00140913,1,1
953,1,1.382826573,1.00140913,1,1
954,1,1.475927658,1.00140913,1,1
955,1,1.492940168,1.00140913,1,1
956,1,1.431215631,1.00140913,1,1
957,1,1.30068213,1.00140913,1,1
958,1,1.122247507,1.00140913,1,1
959,1,0.924450547,1.00140913,1,1
960,1,0.738896518,1.00140913,1,1
961,1,0.595207097,1.00140913,1,1
962,1,0.516291623,1.00140913,1,1
963,1,0.514694543,1.00140913,1,1
964,1,0.590601407,1.00140913,1,1
965,1,0.731820341,1.00140913,1,1
966,1,0.915740196,1.00140913,1,1
967,1,1.112950879,1.00140913,1,1
968,1,1.291946211,1.00140913,1,1
969,1,1.424157297,1.00140913,1,1
970,1,1.488512292,1.00140913,1,1
971,1,1.474794803,1.00140913,1,1
972,1,1.385265671,1.00140913,1,1
973,1,1.234290703,1.00140913,1,1
974,1,1.046035597,1.00140913,1,1
975,1,0.850597905,1.00140913,1,1
976,1,0.67919517,1.00140913,1,1
977,1,0.559178532,1.00140913,1,1
978,1,0.509668265,1.00140913,1,1
979,1,0.5385077,1.00140913,1,1
980,1,0.641130085,1.00140913,1,1
981,1,0.801062871,1.00140913,1,1
982,1,0.992672252,1.00140913,1,1
983,1,1.185280695,1.00140913,1,1
984,1,1.348078809,1.00140913,1,1
985,1,1.45505347,1.00140913,1,1
986,1,1.489144173,1.00140913,1,1
987,1,1.444963758,1.00140913,1,1
988,1,1.32964963,1.00140913,1,1
989,1,1.161710876,1.00140913,1,1
990,1,0.968057428,1.00140913,1,1
991,1,0.7796881,1.00140913,1,1
992,1,0.62632076,1.00140913,1,1
993,1,0.533246781,1.00140913,1,1
994,1,0.51539629,1.00140913,1,1
995,1,0.575574482,1.00140913,1,1
996,1,0.704021486,1.00140913,1,1
997,1,0.879996647,1.00140913,1,1
998,1,1.075128116,1.00140913,1,1
999,1,1.257986614,1.00140913,1,1
1000,1,1.39914708,1.00140913,1,1
