t,r,y0,y1,y2,label
340,1,0.424048039,1.000730141,1,1
341,1,0.364182459,1.001355031,1,1
342,1,0.398528745,1.000372935,1,1
343,1,0.521930055,0.99895764,1,1
344,1,0.716043999,0.998785914,1,1
345,1,0.952069031,1.000051007,1,1
346,1,1.195017769,1.001268069,1,1
347,1,1.408903316,1.000910373,1,1
348,1,1.562069829,0.999425771,1,1
349,1,1.631877712,0.998652281,1,1
350,1,1.608049959,0.99954412,1,1
351,1,1.494185038,1.000996247,1,1
352,1,1.307213637,1.001214652,1,1
353,1,1.074881266,0.999933186,1,1
354,1,0.831631011,0.998732302,1,1
355,1,0.613497392,0.99911764,1,1
356,1,0.452768318,1.000605005,1,1
357,1,0.37320588,1.001335067,1,1
358,1,0.386533406,1.00039729,1,1
359,1,0.490708119,0.998965098,1,1
360,1,0.670233895,0.998827294,1,1
361,1,0.898466283,1.000153731,1,1
362,1,1.141566941,1.001294527,1,1
363,1,1.363520572,1.000784236,1,1
364,1,1.531470563,0.99927329,1,1
365,1,1.620582853,0.998686502,1,1
366,1,1.61771801,0.999771876,1,1
367,1,1.523368565,1.001147942,1,1
368,1,1.35157595,1.001062631,1,1
369,1,1.127840851,0.999624301,1,1
370,1,0.885337947,0.998664137,1,1
371,1,0.659996895,0.999404771,1,1
372,1,0.485178956,1.000903414,1,1
373,1,0.386737947,1.001251968,1,1
374,1,0.379196749,1.000006452,1,1
375,1,0.463604811,0.998752536,1,1
376,1,0.627392718,0.999086822,1,1
377,1,0.846243878,1.0005839,1,1
378,1,1.087704633,1.001337725,1,1
379,1,1.315996819,1.000388345,1,1
380,1,1.497319138,0.998944348,1,1
381,1,1.604851811,0.998844291,1,1
382,1,1.622723521,1.000215775,1,1
383,1,1.548353907,1.001314721,1,1
384,1,1.392825863,1.000730782,1,1
385,1,1.179233978,0.999210622,1,1
386,1,0.939255215,0.998699643,1,1
387,1,0.708451051,0.999852641,1,1
388,1,0.520997781,1.001194953,1,1
389,1,0.40462589,1.00100866,1,1
390,1,0.376517831,0.999531272,1,1
391,1,0.440771048,0.998652931,1,1
392,1,0.587800842,0.999498188,1,1
393,1,0.795770052,1.000986224,1,1
394,1,1.033832321,1.001212873,1,1
395,1,1.266707268,0.999887291,1,1
396,1,1.459908945,0.998705174,1,1
397,1,1.584852775,0.999179608,1,1
398,1,1.623084671,1.000704353,1,1
399,1,1.56900665,1.001328502,1,1
400,1,1.430696384,1.000252663,1,1
401,1,1.228700715,0.998852795,1,1
402,1,0.992983326,0.998920407,1,1
403,1,0.758480007,1.00036984,1,1
404,1,0.559247563,1.001346779,1,1
405,1,0.425954468,1.000600548,1,1
406,1,0.378450461,0.999085225,1,1
407,1,0.423762341,0.998739823,1,1
408,1,0.555055127,1.000007126,1,1
409,1,0.752664806,1.001266066,1,1
410,1,0.987044165,1.00090531,1,1
411,1,1.223180144,0.999385624,1,1
412,1,1.425823601,0.998651374,1,1
413,1,1.564751095,0.999642803,1,1
414,1,1.619272944,1.001092004,1,1
415,1,1.581314571,1.001144407,1,1
416,1,1.456612144,0.999732105,1,1
417,1,1.263845701,0.998661839,1,1
418,1,1.031840965,0.999303657,1,1
419,1,0.795258926,1.000837114,1,1
420,1,0.589417632,1.001300059,1,1
421,1,0.445019753,1.000099324,1,1
422,1,0.383573061,0.998770746,1,1
423,1,0.414186905,0.999014706,1,1
424,1,0.532221864,1.000519898,1,1
425,1,0.719992691,1.001360569,1,1
426,1,0.94941806,1.000460339,1,1
427,1,1.186220132,0.998970378,1,1
428,1,1.39504589,0.998797349,1,1
429,1,1.5447451,1.000163499,1,1
430,1,1.613016921,1.001321203,1,1
431,1,1.58973206,1.00078858,1,1
432,1,1.47843555,0.999246328,1,1
433,1,1.295807237,0.998667785,1,1
434,1,1.069162032,0.999794009,1,1
435,1,0.832364572,1.001184556,1,1
436,1,0.620769286,1.001059812,1,1
437,1,0.465941915,0.99957853,1,1
438,1,0.390950563,0.998635806,1,1
439,1,0.406928753,0.999438561,1,1
440,1,0.511422562,1.000960387,1,1
441,1,0.688767205,1.001253916,1,1
442,1,0.91243531,0.999942722,1,1
443,1,1.149004888,0.998704055,1,1
444,1,1.363153444,0.999123338,1,1
445,1,1.522932005,1.000664919,1,1
446,1,1.60453159,1.001356387,1,1
447,1,1.595831009,1.000312217,1,1
448,1,1.49819735,0.998867814,1,1
449,1,1.326271701,0.998871641,1,1
450,1,1.105773631,1.000319667,1,1
451,1,0.869653642,1.001359414,1,1
452,1,0.653169176,1.000659857,1,1
453,1,0.488619997,0.999115325,1,1
454,1,0.400529038,0.998702172,1,1
455,1,0.401987759,0.999949873,1,1
456,1,0.492710632,1.001262478,1,1
457,1,0.659087891,1.000960012,1,1
458,1,0.876227144,0.999428637,1,1
459,1,1.111677602,0.998627639,1,1
460,1,1.330279728,0.999582658,1,1
461,1,1.499415546,1.001072408,1,1
462,1,1.593875604,1.001190465,1,1
463,1,1.599616381,0.999784906,1,1
464,1,1.515848107,0.998653625,1,1
465,1,1.35514262,0.999245721,1,1
466,1,1.141546658,1.000804092,1,1
467,1,0.906983714,1.001333843,1,1
468,1,0.686482857,1.000155961,1,1
469,1,0.512947595,0.998777619,1,1
470,1,0.412245977,0.998963648,1,1
471,1,0.399354597,1.000476836,1,1
472,1,0.476131283,1.001380402,1,1
473,1,0.63104771,1.000516949,1,1
474,1,0.840920363,0.998990996,1,1
475,1,1.074379963,0.998756093,1,1
476,1,1.296560153,1.000113855,1,1
477,1,1.474304647,1.001326691,1,1
478,1,1.581115168,1.000841481,1,1
479,1,1.601101808,0.999278452,1,1
480,1,1.531346884,0.998638364,1,1
481,1,1.382330638,0.999741434,1,1
482,1,1.176356715,1.001176298,1,1
483,1,0.944213945,1.001105835,1,1
484,1,0.720574076,0.999619313,1,1
485,1,0.538813383,0.998619311,1,1
486,1,0.426031576,0.999386635,1,1
487,1,0.399011375,1.000939857,1,1
488,1,0.461721167,1.001290588,1,1
489,1,0.604732346,0.999988954,1,1
490,1,0.806636855,0.998700635,1,1
491,1,1.03725184,0.999075323,1,1
492,1,1.262131682,1.000634292,1,1
493,1,1.44771292,1.001382048,1,1
494,1,1.566323599,1.000360577,1,1
495,1,1.600309401,0.998876739,1,1
496,1,1.544661326,0.998830284,1,1
497,1,1.407753804,1.000281612,1,1
498,1,1.210084525,1.001373262,1,1
499,1,0.981205565,1.000707155,1,1
500,1,0.755305298,0.999135116,1,1
501,1,0.565354853,0.998669554,1,1
502,1,0.441027802,0.999907322,1,1
503,1,0.401006565,1.001264552,1,1
504,1,0.451255901,1.001003397,1,1
505,1,0.584134618,0.999457233,1,1
506,1,0.779559564,0.998605094,1,1
507,1,1.00804179,0.999538579,1,1
508,1,1.235135589,1.001063506,1,1
509,1,1.426878853,1.001227592,1,1
510,1,1.553970445,0.99981986,1,1
511,1,1.597255426,0.998641899,1,1
512,1,1.55025842,0.999202227,1,1
513,1,1.420151899,1.000784454,1,1
514,1,1.226660758,1.001363201,1,1
515,1,0.999071641,1.000196747,1,1
516,1,0.771800481,0.998777617,1,1
517,1,0.579188485,0.998922836,1,1
518,1,0.450313097,1.000447448,1,1
519,1,0.404598198,1.001400078,1,1
520,1,0.448886529,1.000560524,1,1
521,1,0.576415603,0.999002689,1,1
522,1,0.767850257,0.998720911,1,1
523,1,0.994214097,1.000076818,1,1
524,1,1.221275429,1.001335224,1,1
525,1,1.41472388,1.000884686,1,1
526,1,1.545354897,0.999301027,1,1
527,1,1.593478689,0.998611389,1,1
528,1,1.551888009,0.999699418,1,1
529,1,1.426937438,1.001173033,1,1
530,1,1.237572588,1.001145526,1,1
531,1,1.012457511,0.999651163,1,1
532,1,0.785635871,0.998602531,1,1
533,1,0.59138261,0.99934268,1,1
534,1,0.459024701,1.000924994,1,1
535,1,0.408513586,1.001323867,1,1
536,1,0.447417763,1.000027792,1,1
537,1,0.569894998,0.998695304,1,1
538,1,0.757352827,0.999032621,1,1
539,1,0.981377168,1.000608875,1,1
540,1,1.208043546,1.001406473,1,1
541,1,1.40305456,1.0004036,1,1
542,1,1.536929384,0.998883281,1,1
543,1,1.589460348,0.998791945,1,1
544,1,1.552763094,1.000247456,1,1
545,1,1.432099,1.001387029,1,1
546,1,1.245854694,1.000751247,1,1
547,1,1.022390124,0.999153093,1,1
548,1,0.795699985,0.99863838,1,1
549,1,0.600241461,0.999866884,1,1
550,1,0.46569701,1.001266624,1,1
551,1,0.412467377,1.001045353,1,1
552,1,0.448578479,0.999485374,1,1
553,1,0.568625215,0.998583376,1,1
554,1,0.754268546,0.999494781,1,1
555,1,0.977185289,1.001053696,1,1
556,1,1.203398589,1.001264353,1,1
557,1,1.398457047,0.99985615,1,1
558,1,1.532681368,0.998631248,1,1
559,1,1.58567993,0.999158244,1,1
560,1,1.549446586,1.000763438,1,1
561,1,1.429495768,1.001392078,1,1
562,1,1.244173769,1.000238572,1,1
563,1,1.021781009,0.998778842,1,1
564,1,0.796245923,0.998881866,1,1
565,1,0.601948633,1.000416718,1,1
566,1,0.468480197,1.001418943,1,1
567,1,0.416136122,1.00060486,1,1
568,1,0.452830267,0.999015739,1,1
569,1,0.572998362,0.998685945,1,1
570,1,0.758238994,1.000038579,1,1
571,1,0.980228629,1.001342675,1,1
572,1,1.205057794,1.000928315,1,1
573,1,1.398411057,0.999324991,1,1
574,1,1.530804445,0.99858499,1,1
575,1,1.582081188,0.999656428,1,1
576,1,1.544480475,1.00116849,1,1
577,1,1.423812028,1.001185272,1,1
578,1,1.238558624,0.999684332,1,1
579,1,1.017045138,0.998586647,1,1
580,1,0.793107722,0.999298051,1,1
581,1,0.600925341,1.000908749,1,1
582,1,0.469803152,1.001356826,1,1
583,1,0.419703914,1.000067782,1,1
584,1,0.458208794,0.998691122,1,1
585,1,0.579370246,0.998989594,1,1
586,1,0.764630561,1.000582074,1,1
587,1,0.98566421,1.001430226,1,1
588,1,1.208708684,1.000447524,1,1
589,1,1.399721631,0.998891145,1,1
590,1,1.529576586,0.998753655,1,1
591,1,1.578504264,1.000212014,1,1
592,1,1.539102225,1.001399819,1,1
593,1,1.41745472,1.000795923,1,1
594,1,1.232193314,0.999172468,1,1
595,1,1.011643311,0.998607628,1,1
596,1,0.789493019,0.999825351,1,1
597,1,0.599647988,1.001267486,1,1
598,1,0.471056222,1.001087533,1,1
599,1,0.423294144,0.999514887,1,1
600,1,0.463586378,0.998562423,1,1
601,1,0.585713034,0.99945016,1,1
602,1,0.770969749,1.001042529,1,1
603,1,0.991032321,1.001300961,1,1
604,1,1.212287223,0.999893687,1,1
605,1,1.400965883,0.998621649,1,1
606,1,1.528298524,0.99911377,1,1
607,1,1.574900964,1.000741016,1,1
608,1,1.53372548,1.001420432,1,1
609,1,1.411126543,1.000281428,1,1
610,1,1.225880265,0.998781332,1,1
611,1,1.006308867,0.998840776,1,1
612,1,0.785950531,1.000384636,1,1
613,1,0.59843667,1.001436956,1,1
614,1,0.472359076,1.000649934,1,1
615,1,0.426910316,0.999030175,1,1
616,1,0.468962119,0.998651238,1,1
617,1,0.592026497,0.99999914,1,1
618,1,0.77725663,1.001349002,1,1
619,1,0.996333148,1.000972336,1,1
620,1,1.21579378,0.999350361,1,1
621,1,1.402144441,0.998559211,1,1
622,1,1.526971079,0.999612477,1,1
623,1,1.571272116,1.001162635,1,1
624,1,1.528350903,1.001225034,1,1
625,1,1.404827896,0.999718826,1,1
626,1,1.219619579,0.9985717,1,1
627,1,1.001041609,0.999252772,1,1
628,1,0.782479786,1.000891098,1,1
629,1,0.5972907,1.001389423,1,1
630,1,0.473710914,1.000108919,1,1
631,1,0.430551645,0.998688129,1,1
632,1,0.474335371,0.998946276,1,1
633,1,0.598310226,1.000553873,1,1
634,1,0.783491092,1.001453264,1,1
635,1,1.001566888,1.000492333,1,1
636,1,1.219228833,0.998900361,1,1
637,1,1.403346741,0.998715455,1,1
638,1,1.525689926,1.000175282,1,1
639,1,1.567614832,1.001411591,1,1
640,1,1.522780266,1.000841156,1,1
641,1,1.398106333,0.999193263,1,1
642,1,1.212706178,0.998577342,1,1
643,1,0.994955771,0.999782732,1,1
644,1,0.778151006,1.0012671,1,1
645,1,0.595176492,1.001129901,1,1
646,1,0.474391228,0.999545784,1,1
647,1,0.43425727,0.998542278,1,1
648,1,0.48086045,0.999404736,1,1
649,1,0.606987846,1.001029974,1,1
650,1,0.793244788,1.001337373,1,1
651,1,1.011037444,0.999932471,1,1
652,1,1.226962224,0.998613144,1,1
653,1,1.408272364,0.999068836,1,1
654,1,1.526586726,1.000717167,1,1
655,1,1.563741977,1.00144822,1,1
656,1,1.514084501,1.000325303,1,1
657,1,1.385330218,0.998785122,1,1
658,1,1.197364649,0.998799603,1,1
659,1,0.979171291,1.000351193,1,1
660,1,0.764362886,1.001454071,1,1
661,1,0.585879604,1.000695724,1,1
662,1,0.471396092,0.999046024,1,1
663,1,0.438512789,0.998616833,1,1
664,1,0.492233055,0.999958504,1,1
665,1,0.624202207,1.001354165,1,1
666,1,0.814007242,1.001016717,1,1
667,1,1.032334456,0.999377155,1,1
668,1,1.245496483,0.998534098,1,1
669,1,1.42062998,0.999567581,1,1
670,1,1.530762178,1.001155432,1,1
671,1,1.5589651,1.001264772,1,1
672,1,1.500957494,0.99975465,1,1
