Input,Case4_HGNoise,Case4_HPF(1),Case4_LPF(2),Case4_Kal(3),Case4_HPF_Kal(13),Case4_LPF_Kal(23),Case4_EKF(4),Control
0.331487094,0.296926105,-0.275319503,0.041127119,0.22413612,-0.121075461,-0.146058441,0.0380685,23234
0.333346616,0.311417658,-0.153018637,0.04612979,0.22413612,-0.121075461,-0.146058441,0.0380685,23234
0.335110012,0.448434997,0.723519806,0.052071218,0.336285559,0.301222173,-0.046993612,0.205076635,23234
0.336776773,0.52725188,1.131541143,0.0603895,0.336285559,0.301222173,-0.046993612,0.205076635,23234
0.338346419,0.490327161,0.772948062,0.069411696,0.336285559,0.301222173,-0.046993612,0.205076635,23234
0.339818498,0.407601852,0.183231654,0.07706902,0.336285559,0.301222173,-0.046993612,0.205076635,23234
0.341192584,0.264124753,-0.733571898,0.083154829,0.336285559,0.301222173,-0.046993612,0.205076635,23234
0.342468282,0.250961846,-0.734711296,0.087369064,0.336285559,0.301222173,-0.046993612,0.205076635,23234
0.343645223,0.276314183,-0.516596926,0.092130957,0.336285559,0.301222173,-0.046993612,0.205076635,23234
0.344723069,0.366237996,0.086906259,0.097600169,0.336285559,0.301222173,-0.046993612,0.205076635,23234
0.345701508,0.390342043,0.221247936,0.104119266,0.336285559,0.301222173,-0.046993612,0.205076635,23234
0.346580259,0.324350238,-0.210795263,0.110258692,0.336285559,0.301222173,-0.046993612,0.205076635,23234
0.347359067,0.234925257,-0.735824345,0.114901476,0.336285559,0.301222173,-0.046993612,0.205076635,23234
0.348037709,0.195064497,-0.901224471,0.118407102,0.336285559,0.301222173,-0.046993612,0.205076635,23234
0.348615988,0.297123694,-0.161143569,0.122024051,0.336285559,0.301222173,-0.046993612,0.205076635,23234
0.349093738,0.390885638,0.431371743,0.127838842,0.336285559,0.301222173,-0.046993612,0.205076635,23234
0.349470821,0.422604183,0.57257844,0.134964014,0.336285559,0.301222173,-0.046993612,0.205076635,23234
0.349747128,0.378483775,0.238462857,0.141854964,0.336285559,0.301222173,-0.046993612,0.205076635,23234
0.34992258,0.241300474,-0.642802184,0.147441303,0.336285559,0.301222173,-0.046993612,0.205076635,23234
0.349997127,0.17778485,-0.963821113,0.150875105,0.336285559,0.301222173,-0.046993612,0.205076635,23234
0.349970745,0.248066632,-0.414338355,0.153972737,0.336285559,0.301222173,-0.046993612,0.205076635,23234
0.349843444,0.338052222,0.182165007,0.15888822,0.336285559,0.301222173,-0.046993612,0.205076635,23234
0.34961526,0.339347111,0.145648978,0.165267685,0.337816335,0.223435575,0.059137037,0.314690218,23234
0.349286259,0.320454247,0.009453116,0.170977052,0.337816335,0.223435575,0.059137037,0.314690218,23234
0.348856535,0.311442648,-0.021508994,0.17567503,0.337816335,0.223435575,0.059137037,0.314690218,23234
0.348326212,0.229160503,-0.522041365,0.180164042,0.337816335,0.223435575,0.059137037,0.314690218,23234
0.347695444,0.247360926,-0.345568179,0.183893224,0.337816335,0.223435575,0.059137037,0.314690218,23234
0.346964412,0.32621807,0.17695127,0.188666972,0.337816335,0.223435575,0.059137037,0.314690218,23234
0.346133328,0.412103205,0.685524663,0.194938524,0.337816335,0.223435575,0.059137037,0.314690218,23234
0.34520243,0.419746581,0.657599843,0.202102209,0.337816335,0.223435575,0.059137037,0.314690218,23234
0.344171987,0.312242553,-0.08328052,0.208624925,0.337816335,0.223435575,0.059137037,0.314690218,23234
0.343042297,0.21753996,-0.655242987,0.213057467,0.337816335,0.223435575,0.059137037,0.314690218,23234
0.341813685,0.151290199,-1.003580955,0.216363473,0.337816335,0.223435575,0.059137037,0.314690218,23234
0.340486505,0.212516765,-0.521474833,0.219335157,0.337816335,0.223435575,0.059137037,0.314690218,23234
0.33906114,0.372219533,0.535191961,0.223715379,0.337816335,0.223435575,0.059137037,0.314690218,23234
0.337538002,0.405558181,0.680837975,0.230412438,0.337816335,0.223435575,0.059137037,0.314690218,23234
0.335917528,0.295944829,-0.083604575,0.236886039,0.337816335,0.223435575,0.059137037,0.314690218,23234
0.334200188,0.196122222,-0.688494571,0.241038326,0.337816335,0.223435575,0.059137037,0.314690218,23234
0.332386475,0.156343644,-0.853979935,0.243782947,0.337816335,0.223435575,0.059137037,0.314690218,23234
0.330476913,0.194807705,-0.526102514,0.246625686,0.337816335,0.223435575,0.059137037,0.314690218,23234
0.328472053,0.227776957,-0.288943542,0.250671145,0.337816335,0.223435575,0.059137037,0.314690218,23234
0.326372473,0.283889642,0.081091725,0.255100367,0.337816335,0.223435575,0.059137037,0.314690218,23234
0.324178777,0.263049232,-0.055791987,0.259736912,0.300432783,0.083821794,0.159436974,0.384845492,23234
0.321891599,0.16578239,-0.649300693,0.263393717,0.300432783,0.083821794,0.159436974,0.384845492,23234
0.319511599,0.157852469,-0.606128466,0.265469155,0.300432783,0.083821794,0.159436974,0.384845492,23234
0.317039462,0.170203748,-0.463425017,0.268104607,0.300432783,0.083821794,0.159436974,0.384845492,23234
0.314475902,0.264617315,0.169455795,0.271636273,0.300432783,0.083821794,0.159436974,0.384845492,23234
0.311821657,0.338737995,0.604764236,0.276811448,0.300432783,0.083821794,0.159436974,0.384845492,23234
0.309077493,0.278190042,0.148339794,0.282603168,0.300432783,0.083821794,0.159436974,0.384845492,23234
0.306244202,0.190921501,-0.405830407,0.286636141,0.300432783,0.083821794,0.159436974,0.384845492,23234
0.3033226,0.08832543,-0.996854001,0.289034814,0.300432783,0.083821794,0.159436974,0.384845492,23234
0.300313531,0.073265153,-0.982923498,0.290262741,0.300432783,0.083821794,0.159436974,0.384845492,23234
0.29721786,0.18237786,-0.196014511,0.292003631,0.300432783,0.083821794,0.159436974,0.384845492,23234
0.294036483,0.268278414,0.350139213,0.295854165,0.300432783,0.083821794,0.159436974,0.384845492,23234
0.290770315,0.295947426,0.482556133,0.300675846,0.300432783,0.083821794,0.159436974,0.384845492,23234
0.287420298,0.225296782,-0.004572965,0.305179505,0.300432783,0.083821794,0.159436974,0.384845492,23234
0.283987399,0.05183137,-1.094071756,0.308120471,0.300432783,0.083821794,0.159436974,0.384845492,23234
0.280472608,0.01021899,-1.233842591,0.308517112,0.300432783,0.083821794,0.159436974,0.384845492,23234
0.276876938,0.153723544,-0.190824904,0.308996818,0.300432783,0.083821794,0.159436974,0.384845492,23234
0.273201426,0.244213263,0.384498322,0.312363745,0.300432783,0.083821794,0.159436974,0.384845492,23234
0.269447131,0.26608114,0.468121963,0.316973154,0.300432783,0.083821794,0.159436974,0.384845492,23234
0.265615137,0.217321182,0.116135921,0.321179468,0.300432783,0.083821794,0.159436974,0.384845492,23234
0.261706549,0.10155787,-0.612705588,0.324013148,0.200995327,-0.264441897,0.241725061,0.386879832,23234
0.257722493,0.036346134,-0.94714084,0.325070208,0.200995327,-0.264441897,0.241725061,0.386879832,23234
0.253664119,0.046133829,-0.790988195,0.325767676,0.200995327,-0.264441897,0.241725061,0.386879832,23234
0.249532597,0.133635829,-0.17161532,0.327253027,0.200995327,-0.264441897,0.241725061,0.386879832,23234
0.245329117,0.158030409,-0.02124536,0.330146966,0.200995327,-0.264441897,0.241725061,0.386879832,23234
0.241054893,0.134670774,-0.167938564,0.332754941,0.200995327,-0.264441897,0.241725061,0.386879832,23234
0.236711157,0.05763338,-0.62054807,0.334283333,0.200995327,-0.264441897,0.241725061,0.386879832,23234
0.232299162,-0.02636313,-1.070744272,0.334467941,0.200995327,-0.264441897,0.241725061,0.386879832,23234
0.227820179,-0.027989686,-0.96677592,0.333872498,0.200995327,-0.264441897,0.241725061,0.386879832,23234
0.2232755,0.04916893,-0.391732888,0.33398216,0.200995327,-0.264441897,0.241725061,0.386879832,23234
0.218666436,0.135926085,0.181214862,0.335547778,0.200995327,-0.264441897,0.241725061,0.386879832,23234
0.213994316,0.13943757,0.179066146,0.338011017,0.200995327,-0.264441897,0.241725061,0.386879832,23234
0.209260488,0.10709759,-0.024882422,0.339767115,0.200995327,-0.264441897,0.241725061,0.386879832,23234
0.204466315,0.010613137,-0.613629595,0.340716499,0.200995327,-0.264441897,0.241725061,0.386879832,23234
0.199613182,-0.009320608,-0.665784685,0.340520834,0.200995327,-0.264441897,0.241725061,0.386879832,23234
0.194702486,0.050950122,-0.223895186,0.340772675,0.200995327,-0.264441897,0.241725061,0.386879832,23234
0.189735645,0.158989501,0.468468151,0.34240512,0.200995327,-0.264441897,0.241725061,0.386879832,23234
0.184714091,0.188690944,0.598497698,0.345469998,0.200995327,-0.264441897,0.241725061,0.386879832,23234
0.179639271,0.053752148,-0.320529448,0.348249713,0.200995327,-0.264441897,0.241725061,0.386879832,23234
0.174512649,-0.047938678,-0.912759812,0.3482921,0.200995327,-0.264441897,0.241725061,0.386879832,23234
0.169335704,-0.13065543,-1.333580894,0.346908815,0.035169948,-0.799011396,0.294316938,0.300363563,23234
0.164109928,-0.092480463,-0.958848541,0.34490158,0.035169948,-0.799011396,0.294316938,0.300363563,23234
0.158836828,0.049068726,0.026365692,0.344082738,0.035169948,-0.799011396,0.294316938,0.300363563,23234
0.153517925,0.10218543,0.345933066,0.345468993,0.035169948,-0.799011396,0.294316938,0.300363563,23234
0.148154753,0.07934743,0.170334012,0.347007869,0.035169948,-0.799011396,0.294316938,0.300363563,23234
0.142748858,-0.019859311,-0.457949689,0.347542376,0.035169948,-0.799011396,0.294316938,0.300363563,23234
0.137301798,-0.083497106,-0.795066837,0.346477219,0.035169948,-0.799011396,0.294316938,0.300363563,23234
0.131815146,-0.070870079,-0.631508387,0.34503801,0.035169948,-0.799011396,0.294316938,0.300363563,23234
0.126290482,-0.043734777,-0.417455337,0.344493368,0.035169948,-0.799011396,0.294316938,0.300363563,23234
0.120729401,0.028154228,0.063624059,0.344442307,0.035169948,-0.799011396,0.294316938,0.300363563,23234
0.115133505,-0.001005667,-0.13348705,0.344962536,0.035169948,-0.799011396,0.294316938,0.300363563,23234
0.109504408,-0.090237341,-0.671036727,0.344260004,0.035169948,-0.799011396,0.294316938,0.300363563,23234
0.103843735,-0.112745328,-0.71591861,0.34190429,0.035169948,-0.799011396,0.294316938,0.300363563,23234
0.098153116,-0.127083456,-0.726046425,0.339741104,0.035169948,-0.799011396,0.294316938,0.300363563,23234
0.092434193,-0.070398448,-0.305112715,0.338100452,0.035169948,-0.799011396,0.294316938,0.300363563,23234
0.086688615,0.01412576,0.243567325,0.33767118,0.035169948,-0.799011396,0.294316938,0.300363563,23234
0.080918039,-0.010545189,0.048368944,0.338179428,0.035169948,-0.799011396,0.294316938,0.300363563,23234
0.075124129,-0.083102749,-0.406348732,0.33748733,0.035169948,-0.799011396,0.294316938,0.300363563,23234
0.069308555,-0.117369134,-0.552733192,0.335213318,0.035169948,-0.799011396,0.294316938,0.300363563,23234
0.063472996,-0.157937509,-0.740984347,0.332759308,0.035169948,-0.799011396,0.294316938,0.300363563,23234
0.057619133,-0.151707563,-0.638019908,0.330407301,-0.058268808,-0.718515652,0.312362119,0.214066818,23234
0.051748654,-0.061686252,-0.020284077,0.328612675,-0.058268808,-0.718515652,0.312362119,0.214066818,23234
0.045863253,-0.022883373,0.214727253,0.328040287,-0.058268808,-0.718515652,0.312362119,0.214066818,23234
0.039964627,-0.073389102,-0.122225949,0.327348882,-0.058268808,-0.718515652,0.312362119,0.214066818,23234
0.034054476,-0.150818655,-0.578230361,0.325266068,-0.058268808,-0.718515652,0.312362119,0.214066818,23234
0.028134505,-0.214784562,-0.908444497,0.322068414,-0.058268808,-0.718515652,0.312362119,0.214066818,23234
0.022206421,-0.208455751,-0.779193577,0.318537385,-0.058268808,-0.718515652,0.312362119,0.214066818,23234
0.016271933,-0.120503624,-0.158339387,0.31572779,-0.058268808,-0.718515652,0.312362119,0.214066818,23234
0.010332753,-0.076802836,0.116092748,0.31432113,-0.058268808,-0.718515652,0.312362119,0.214066818,23234
0.004390593,-0.101624561,-0.053501843,0.312948923,-0.058268808,-0.718515652,0.312362119,0.214066818,23234
-0.001552833,-0.126588221,-0.180026445,0.310480059,-0.058268808,-0.718515652,0.312362119,0.214066818,23234
-0.007495811,-0.209242652,-0.666597944,0.307561693,-0.058268808,-0.718515652,0.312362119,0.214066818,23234
-0.013436627,-0.257707935,-0.907915315,0.303894619,-0.058268808,-0.718515652,0.312362119,0.214066818,23234
-0.019373569,-0.179212637,-0.330708511,0.300136747,-0.058268808,-0.718515652,0.312362119,0.214066818,23234
-0.025304924,-0.095582827,0.215770687,0.297844325,-0.058268808,-0.718515652,0.312362119,0.214066818,23234
-0.031228982,-0.093119203,0.203670331,0.296387731,-0.058268808,-0.718515652,0.312362119,0.214066818,23234
-0.037144034,-0.193400409,-0.442914737,0.294210265,-0.058268808,-0.718515652,0.312362119,0.214066818,23234
-0.294035713,-0.288529174,-0.98081308,0.290092106,-0.058268808,-0.718515652,0.312362119,0.214066818,23234
-0.290769525,-0.269152757,-0.741752021,0.284863326,-0.058268808,-0.718515652,0.312362119,0.214066818,23234
-0.287419489,-0.206730842,-0.278993584,0.28074535,-0.058268808,-0.718515652,0.312362119,0.214066818,23234
-0.28398657,-0.113370698,0.323512218,0.27803249,-0.085819753,-0.197501717,0.295197305,0.150566211,23234
-0.280471759,-0.084174869,0.465114028,0.276492649,-0.085819753,-0.197501717,0.295197305,0.150566211,23234
-0.27687607,-0.152417644,-0.007984769,0.274659147,-0.085819753,-0.197501717,0.295197305,0.150566211,23234
-0.273200539,-0.252792551,-0.62374622,0.271227096,-0.085819753,-0.197501717,0.295197305,0.150566211,23234
-0.269446226,-0.376016975,-1.337303156,0.266405104,-0.085819753,-0.197501717,0.295197305,0.150566211,23234
-0.265614214,-0.334983061,-0.944661792,0.260277942,-0.085819753,-0.197501717,0.295197305,0.150566211,23234
-0.261705607,-0.198307908,0.006907488,0.255377882,-0.085819753,-0.197501717,0.295197305,0.150566211,23234
-0.257721533,-0.14503974,0.329326416,0.252587643,-0.085819753,-0.197501717,0.295197305,0.150566211,23234
-0.253663142,-0.184981581,0.04460874,0.249948736,-0.085819753,-0.197501717,0.295197305,0.150566211,23234
-0.249531602,-0.282932601,-0.56310174,0.24602582,-0.085819753,-0.197501717,0.295197305,0.150566211,23234
-0.245328106,-0.385827568,-1.144869419,0.240538898,-0.085819753,-0.197501717,0.295197305,0.150566211,23234
-0.241053865,-0.369767431,-0.924726854,0.234021539,-0.085819753,-0.197501717,0.295197305,0.150566211,23234
-0.236710112,-0.235921603,0.009769555,0.228450201,-0.085819753,-0.197501717,0.295197305,0.150566211,23234
-0.2322981,-0.163132338,0.452953434,0.22516183,-0.085819753,-0.197501717,0.295197305,0.150566211,23234
-0.227819102,-0.178658189,0.304611593,0.222452565,-0.085819753,-0.197501717,0.295197305,0.150566211,23234
-0.223274407,-0.266681066,-0.269881261,0.218756773,-0.085819753,-0.197501717,0.295197305,0.150566211,23234
-0.218665328,-0.343491699,-0.70829259,0.213442494,-0.085819753,-0.197501717,0.295197305,0.150566211,23234
-0.213993194,-0.35397334,-0.695480237,0.207413389,-0.085819753,-0.197501717,0.295197305,0.150566211,23234
-0.20925935,-0.246578008,0.049843286,0.20196903,-0.085819753,-0.197501717,0.295197305,0.150566211,23234
-0.204465164,-0.160344519,0.572921449,0.198580037,-0.085819753,-0.197501717,0.295197305,0.150566211,23234
-0.199612016,-0.217601552,0.13285828,0.196147133,-0.151710652,-0.032321719,0.245672219,0.053446286,23234
-0.194701307,-0.288952496,-0.322947305,0.191965432,-0.151710652,-0.032321719,0.245672219,0.053446286,23234
-0.189734453,-0.397910624,-0.962722479,0.18623521,-0.151710652,-0.032321719,0.245672219,0.053446286,23234
-0.184712886,-0.434356373,-1.083991178,0.179075626,-0.151710652,-0.032321719,0.245672219,0.053446286,23234
-0.179638054,-0.348570168,-0.431992012,0.172088633,-0.151710652,-0.032321719,0.245672219,0.053446286,23234
-0.17451142,-0.256007989,0.18036091,0.166992041,-0.151710652,-0.032321719,0.245672219,0.053446286,23234
-0.169334463,-0.228017953,0.324479346,0.163148247,-0.151710652,-0.032321719,0.245672219,0.053446286,23234
-0.164108675,-0.277248062,-0.015723171,0.159000849,-0.151710652,-0.032321719,0.245672219,0.053446286,23234
-0.158835564,-0.343718391,-0.412314221,0.153494331,-0.151710652,-0.032321719,0.245672219,0.053446286,23234
-0.15351665,-0.403448253,-0.733269845,0.14707208,-0.151710652,-0.032321719,0.245672219,0.053446286,23234
-0.148153468,-0.349758479,-0.316395018,0.140392793,-0.151710652,-0.032321719,0.245672219,0.053446286,23234
-0.142747562,-0.258452435,0.278017533,0.13522668,-0.151710652,-0.032321719,0.245672219,0.053446286,23234
-0.137300493,-0.182446821,0.716852981,0.131506757,-0.151710652,-0.032321719,0.245672219,0.053446286,23234
-0.131813832,-0.205833704,0.495133606,0.128361342,-0.151710652,-0.032321719,0.245672219,0.053446286,23234
-0.126289159,-0.369642269,-0.587683501,0.12415116,-0.151710652,-0.032321719,0.245672219,0.053446286,23234
-0.120728069,-0.448085095,-1.006920496,0.117160207,-0.151710652,-0.032321719,0.245672219,0.053446286,23234
-0.115132165,-0.376688343,-0.438532219,0.109499964,-0.151710652,-0.032321719,0.245672219,0.053446286,23234
-0.109503061,-0.29408615,0.116201846,0.103768811,-0.151710652,-0.032321719,0.245672219,0.053446286,23234
-0.10384238,-0.181172863,0.806187176,0.099559146,-0.151710652,-0.032321719,0.245672219,0.053446286,23234
-0.098151754,-0.177015094,0.744578444,0.096671018,-0.151710652,-0.032321719,0.245672219,0.053446286,23234
-0.092432824,-0.323038746,-0.254086601,0.093094622,-0.237374699,-0.14320416,0.16938342,-0.074553933,23234
-0.08668724,-0.414094432,-0.786022051,0.086818421,-0.237374699,-0.14320416,0.16938342,-0.074553933,23234
-0.080916658,-0.476149443,-1.096197545,0.079511535,-0.237374699,-0.14320416,0.16938342,-0.074553933,23234
-0.075122743,-0.408966622,-0.568272309,0.071938459,-0.237374699,-0.14320416,0.16938342,-0.074553933,23234
-0.069307165,-0.325211264,0.000166693,0.065838734,-0.237374699,-0.14320416,0.16938342,-0.074553933,23234
-0.063471601,-0.293962244,0.18717113,0.060738208,-0.237374699,-0.14320416,0.16938342,-0.074553933,23234
-0.057617733,-0.306224014,0.104371056,0.055378728,-0.237374699,-0.14320416,0.16938342,-0.074553933,23234
-0.051747251,-0.402747885,-0.499026225,0.049378328,-0.237374699,-0.14320416,0.16938342,-0.074553933,23234
-0.045861847,-0.428144593,-0.592930036,0.04206617,-0.237374699,-0.14320416,0.16938342,-0.074553933,23234
-0.039963217,-0.38182811,-0.243405271,0.03510412,-0.237374699,-0.14320416,0.16938342,-0.074553933,23234
-0.034053064,-0.334744197,0.054944928,0.029448367,-0.237374699,-0.14320416,0.16938342,-0.074553933,23234
-0.028133091,-0.278974766,0.387807691,0.024375717,-0.237374699,-0.14320416,0.16938342,-0.074553933,23234
-0.022205005,-0.283636112,0.325069756,0.019492738,-0.237374699,-0.14320416,0.16938342,-0.074553933,23234
-0.016270516,-0.37800694,-0.289003094,0.013930971,-0.237374699,-0.14320416,0.16938342,-0.074553933,23234
-0.010331335,-0.396267531,-0.351733535,0.00687978,-0.237374699,-0.14320416,0.16938342,-0.074553933,23234
-0.004389174,-0.374560906,-0.177394703,0.000234242,-0.237374699,-0.14320416,0.16938342,-0.074553933,23234
0.001554251,-0.38257406,-0.239754829,-0.005376966,-0.237374699,-0.14320416,0.16938342,-0.074553933,23234
0.007497229,-0.306766861,0.247226313,-0.011115474,-0.237374699,-0.14320416,0.16938342,-0.074553933,23234
0.013438045,-0.274717733,0.427307915,-0.016231415,-0.237374699,-0.14320416,0.16938342,-0.074553933,23234
0.019374985,-0.359444134,-0.139290321,-0.021524371,-0.237374699,-0.14320416,0.16938342,-0.074553933,23234
0.025306339,-0.413512359,-0.445132675,-0.028366152,-0.325443529,-0.294168417,0.070508634,-0.224803323,23234
0.031230395,-0.418156902,-0.423142946,-0.035529055,-0.325443529,-0.294168417,0.070508634,-0.224803323,23234
0.037145445,-0.3995521,-0.282713536,-0.042012134,-0.325443529,-0.294168417,0.070508634,-0.224803323,23234
0.043049784,-0.309744079,0.295995774,-0.047953014,-0.325443529,-0.294168417,0.070508634,-0.224803323,23234
0.048941708,-0.269640187,0.514163228,-0.052887934,-0.325443529,-0.294168417,0.070508634,-0.224803323,23234
0.05481952,-0.33795711,0.03837868,-0.057924912,-0.325443529,-0.294168417,0.070508634,-0.224803323,23234
0.060681523,-0.433812577,-0.554598438,-0.064446412,-0.325443529,-0.294168417,0.070508634,-0.224803323,23234
0.066526028,-0.464408546,-0.681297265,-0.072163952,-0.325443529,-0.294168417,0.070508634,-0.224803323,23234
0.072351349,-0.374573551,-0.045859986,-0.079609767,-0.325443529,-0.294168417,0.070508634,-0.224803323,23234
0.078155806,-0.277875073,0.552636195,-0.085108303,-0.325443529,-0.294168417,0.070508634,-0.224803323,23234
0.083937726,-0.236349804,0.745719324,-0.089296822,-0.325443529,-0.294168417,0.070508634,-0.224803323,23234
0.089695441,-0.282757593,0.380162308,-0.093562348,-0.325443529,-0.294168417,0.070508634,-0.224803323,23234
0.095427291,-0.329164505,0.072112084,-0.099128807,-0.325443529,-0.294168417,0.070508634,-0.224803323,23234
0.101131622,-0.383203262,-0.262968973,-0.105258557,-0.325443529,-0.294168417,0.070508634,-0.224803323,23234
0.106806791,-0.405330866,-0.387204786,-0.111545061,-0.325443529,-0.294168417,0.070508634,-0.224803323,23234
0.112451161,-0.309359765,0.242973582,-0.117608217,-0.325443529,-0.294168417,0.070508634,-0.224803323,23234
0.118063103,-0.25622231,0.536048345,-0.122160159,-0.325443529,-0.294168417,0.070508634,-0.224803323,23234
0.123640999,-0.276925402,0.349194566,-0.126529821,-0.325443529,-0.294168417,0.070508634,-0.224803323,23234
0.129183242,-0.361732181,-0.207974404,-0.131911467,-0.325443529,-0.294168417,0.070508634,-0.224803323,23234
0.134688233,-0.434796767,-0.632613989,-0.138725285,-0.325443529,-0.294168417,0.070508634,-0.224803323,23234
0.140154384,-0.345909229,0.009120315,-0.146109898,-0.335676379,-0.142524051,-0.037800632,-0.33503728,23234
0.145580119,-0.258184856,0.549823554,-0.151275635,-0.335676379,-0.142524051,-0.037800632,-0.33503728,23234
0.150963874,-0.165571049,1.062991569,-0.154847167,-0.335676379,-0.142524051,-0.037800632,-0.33503728,23234
0.156304096,-0.158781352,0.991492953,-0.157449348,-0.335676379,-0.142524051,-0.037800632,-0.33503728,23234
0.161599245,-0.307567102,-0.051168488,-0.160691551,-0.335676379,-0.142524051,-0.037800632,-0.33503728,23234
0.166847794,-0.393685253,-0.573261196,-0.166666925,-0.335676379,-0.142524051,-0.037800632,-0.33503728,23234
0.17204823,-0.409760119,-0.609011559,-0.173579043,-0.335676379,-0.142524051,-0.037800632,-0.33503728,23234
0.177199053,-0.337105657,-0.096965968,-0.179982547,-0.335676379,-0.142524051,-0.037800632,-0.33503728,23234
0.182298778,-0.23332085,0.552059478,-0.184833007,-0.335676379,-0.142524051,-0.037800632,-0.33503728,23234
0.187345934,-0.199401619,0.699436344,-0.188357763,-0.335676379,-0.142524051,-0.037800632,-0.33503728,23234
0.192339066,-0.281706432,0.109780987,-0.19209654,-0.335676379,-0.142524051,-0.037800632,-0.33503728,23234
0.197276733,-0.373827903,-0.467013212,-0.197647963,-0.335676379,-0.142524051,-0.037800632,-0.33503728,23234
0.202157513,-0.419581474,-0.697975887,-0.204424193,-0.335676379,-0.142524051,-0.037800632,-0.33503728,23234
0.206979997,-0.36758212,-0.302910683,-0.211192332,-0.335676379,-0.142524051,-0.037800632,-0.33503728,23234
0.211742795,-0.265940701,0.353538352,-0.21656883,-0.335676379,-0.142524051,-0.037800632,-0.33503728,23234
0.216444533,-0.207379446,0.673202229,-0.22045409,-0.335676379,-0.142524051,-0.037800632,-0.33503728,23234
0.221083856,-0.237598598,0.415033036,-0.224106647,-0.335676379,-0.142524051,-0.037800632,-0.33503728,23234
0.225659426,-0.328158755,-0.184656037,-0.228860835,-0.335676379,-0.142524051,-0.037800632,-0.33503728,23234
0.230169924,-0.388037312,-0.529424349,-0.235026455,-0.335676379,-0.142524051,-0.037800632,-0.33503728,23234
0.234614048,-0.360597463,-0.301838907,-0.241483911,-0.335676379,-0.142524051,-0.037800632,-0.33503728,23234
0.238990517,-0.293416858,0.134125822,-0.246817922,-0.314546619,-0.004199115,-0.142309277,-0.414811909,23234
0.243298069,-0.214629414,0.601406035,-0.251023086,-0.314546619,-0.004199115,-0.142309277,-0.414811909,23234
0.247535463,-0.156041395,0.916776019,-0.254563106,-0.314546619,-0.004199115,-0.142309277,-0.414811909,23234
0.251701475,-0.237566157,0.320266469,-0.257826237,-0.314546619,-0.004199115,-0.142309277,-0.414811909,23234
0.255794906,-0.348327181,-0.401164609,-0.262570553,-0.314546619,-0.004199115,-0.142309277,-0.414811909,23234
0.259814573,-0.347361876,-0.349154748,-0.268584898,-0.314546619,-0.004199115,-0.142309277,-0.414811909,23234
0.263759319,-0.275180387,0.129290218,-0.273828869,-0.314546619,-0.004199115,-0.142309277,-0.414811909,23234
0.267628005,-0.182161734,0.685831938,-0.277639191,-0.314546619,-0.004199115,-0.142309277,-0.414811909,23234
0.271419517,-0.049440714,1.463951893,-0.28040012,-0.314546619,-0.004199115,-0.142309277,-0.414811909,23234
0.27513276,-0.115144629,0.907907878,-0.281696715,-0.314546619,-0.004199115,-0.142309277,-0.414811909,23234
0.278766664,-0.302328652,-0.366510677,-0.284421292,-0.314546619,-0.004199115,-0.142309277,-0.414811909,23234
0.282320181,-0.327613833,-0.479627098,-0.289873422,-0.314546619,-0.004199115,-0.142309277,-0.414811909,23234
0.285792287,-0.217638061,0.264144239,-0.29496449,-0.314546619,-0.004199115,-0.142309277,-0.414811909,23234
0.289181979,-0.117487688,0.852300045,-0.297780124,-0.314546619,-0.004199115,-0.142309277,-0.414811909,23234
0.292488281,-0.087186529,0.941491254,-0.299240428,-0.314546619,-0.004199115,-0.142309277,-0.414811909,23234
0.29571024,-0.131516322,0.568884541,-0.300969623,-0.314546619,-0.004199115,-0.142309277,-0.414811909,23234
0.298846925,-0.276440784,-0.397865899,-0.303954416,-0.314546619,-0.004199115,-0.142309277,-0.414811909,23234
0.301897433,-0.325634264,-0.655420054,-0.309153862,-0.314546619,-0.004199115,-0.142309277,-0.414811909,23234
0.304860884,-0.226221065,0.04617157,-0.314424746,-0.314546619,-0.004199115,-0.142309277,-0.414811909,23234
0.307736424,-0.126580643,0.654826559,-0.317428571,-0.314546619,-0.004199115,-0.142309277,-0.414811909,23234
0.310523222,-0.016498551,1.274401078,-0.318873379,-0.165522585,0.635100982,-0.230591328,-0.381630652,23234
0.313220476,-0.035578808,1.022612551,-0.319179986,-0.165522585,0.635100982,-0.230591328,-0.381630652,23234
0.315827408,-0.140687096,0.264719446,-0.320463939,-0.165522585,0.635100982,-0.230591328,-0.381630652,23234
0.318343266,-0.209518539,-0.181800914,-0.32350951,-0.165522585,0.635100982,-0.230591328,-0.381630652,23234
0.320767324,-0.222307733,-0.246404893,-0.327047355,-0.165522585,0.635100982,-0.230591328,-0.381630652,23234
0.323098883,-0.130755873,0.34366667,-0.33009039,-0.165522585,0.635100982,-0.230591328,-0.381630652,23234
0.325337272,0.017664522,1.238634771,-0.331488824,-0.165522585,0.635100982,-0.230591328,-0.381630652,23234
0.327481845,0.025719074,1.157079317,-0.33098459,-0.165522585,0.635100982,-0.230591328,-0.381630652,23234
0.329531982,-0.131063366,0.045212905,-0.331095396,-0.165522585,0.635100982,-0.230591328,-0.381630652,23234
0.331487094,-0.213678108,-0.465043247,-0.33406151,-0.165522585,0.635100982,-0.230591328,-0.381630652,23234
0.333346616,-0.211831766,-0.397110025,-0.337895218,-0.165522585,0.635100982,-0.230591328,-0.381630652,23234
0.335110012,-0.135284032,0.117287637,-0.340920177,-0.165522585,0.635100982,-0.230591328,-0.381630652,23234
