Input,Case2LGNoise,Case2HPF(1),Case2LPF(2),Case2Kal(3),Case2HPFKal(13),Case2LPFKal(23),Case2EKF(4),Control
0.323098883,0.19766978,0.240334668,7.418082068,0.1304562,0.351241746,7.376228131,0.241633178,13
0.325337272,0.263958444,0.643763647,7.42143103,0.1304562,0.351241746,7.376228131,0.241633178,13
0.327481845,0.269374358,0.611722693,7.424871173,0.1304562,0.351241746,7.376228131,0.241633178,13
0.329531982,0.191772413,0.044882421,7.428403118,0.1304562,0.351241746,7.376228131,0.241633178,13
0.331487094,0.1972589,0.074050953,7.432027463,0.1304562,0.351241746,7.376228131,0.241633178,13
0.333346616,0.215026821,0.179844269,7.435744776,0.1304562,0.351241746,7.376228131,0.241633178,13
0.335110012,0.220577429,0.195710474,7.439555599,0.1304562,0.351241746,7.376228131,0.241633178,13
0.336776773,0.285999757,0.597985152,7.443460446,0.1304562,0.351241746,7.376228131,0.241633178,13
0.338346419,0.291607956,0.571771218,7.447459804,0.1304562,0.351241746,7.376228131,0.241633178,13
0.339818498,0.294544242,0.530891959,7.451554131,0.1304562,0.351241746,7.376228131,0.241633178,13
0.341192584,0.300203438,0.511800058,7.455743857,0.1304562,0.351241746,7.376228131,0.241633178,13
0.342468282,0.232534661,0.019399263,7.460029387,0.1304562,0.351241746,7.376228131,0.241633178,13
0.343645223,0.238238198,0.052487211,7.464411094,0.1304562,0.351241746,7.376228131,0.241633178,13
0.344723069,0.23935867,0.0525078,7.468889324,0.1304562,0.351241746,7.376228131,0.241633178,13
0.345701508,0.245099841,0.082466939,7.473464395,0.1304562,0.351241746,7.376228131,0.241633178,13
0.346580259,0.315271278,0.526952757,7.478136598,0.222863739,0.439097251,7.427182364,0.248637996,13
0.347359067,0.321043332,0.508953718,7.482906192,0.222863739,0.439097251,7.427182364,0.248637996,13
0.348037709,0.27543139,0.159757177,7.48777341,0.222863739,0.439097251,7.427182364,0.248637996,13
0.348615988,0.281227539,0.179169931,7.492738456,0.222863739,0.439097251,7.427182364,0.248637996,13
0.349093738,0.291958667,0.228592965,7.497801504,0.222863739,0.439097251,7.427182364,0.248637996,13
0.349470821,0.297772095,0.241126112,7.5029627,0.222863739,0.439097251,7.427182364,0.248637996,13
0.349747128,0.316103647,0.333515196,7.508222162,0.222863739,0.439097251,7.427182364,0.248637996,13
0.34992258,0.321927517,0.335464578,7.513579977,0.222863739,0.439097251,7.427182364,0.248637996,13
0.349997127,0.29451843,0.121832355,7.519036205,0.222863739,0.439097251,7.427182364,0.248637996,13
0.349970745,0.300345892,0.145285709,7.524590876,0.222863739,0.439097251,7.427182364,0.248637996,13
0.349843444,0.306004525,0.165264944,7.530243992,0.222863739,0.439097251,7.427182364,0.248637996,13
0.34961526,0.311828726,0.184290416,7.535995525,0.222863739,0.439097251,7.427182364,0.248637996,13
0.349286259,0.384129598,0.632221763,7.541845418,0.222863739,0.439097251,7.427182364,0.248637996,13
0.348856535,0.389943684,0.603796995,7.547793586,0.222863739,0.439097251,7.427182364,0.248637996,13
0.348326212,0.324495626,0.116409334,7.553839915,0.222863739,0.439097251,7.427182364,0.248637996,13
0.347695444,0.330292758,0.140226047,7.559984262,0.222863739,0.439097251,7.427182364,0.248637996,13
0.346964412,0.357412632,0.299822079,7.566226454,0.222863739,0.439097251,7.427182364,0.248637996,13
0.346133328,0.363185988,0.304879307,7.572566291,0.222863739,0.439097251,7.427182364,0.248637996,13
0.34520243,0.394468531,0.4747531,7.579003542,0.222863739,0.439097251,7.427182364,0.248637996,13
0.344171987,0.400211315,0.461869825,7.585537951,0.222863739,0.439097251,7.427182364,0.248637996,13
0.343042297,0.387723078,0.332144594,7.592169229,0.305293408,0.385620922,7.509675797,0.261868454,13
0.341813685,0.39342853,0.33350393,7.598897062,0.305293408,0.385620922,7.509675797,0.261868454,13
0.340486505,0.392703327,0.293055245,7.605721106,0.305293408,0.385620922,7.509675797,0.261868454,13
0.33906114,0.398364728,0.298110531,7.612640989,0.305293408,0.385620922,7.509675797,0.261868454,13
0.337538002,0.441735674,0.547056477,7.61965631,0.305293408,0.385620922,7.509675797,0.261868454,13
0.335917528,0.447346357,0.526023198,7.626766641,0.305293408,0.385620922,7.509675797,0.261868454,13
0.334200188,0.357447577,-0.11186317,7.633971525,0.305293408,0.385620922,7.509675797,0.261868454,13
0.332386475,0.36300093,-0.066380255,7.641270479,0.305293408,0.385620922,7.509675797,0.261868454,13
0.330476913,0.406173829,0.218309554,7.64866299,0.305293408,0.385620922,7.509675797,0.261868454,13
0.328472053,0.411663307,0.229892983,7.656148519,0.305293408,0.385620922,7.509675797,0.261868454,13
0.326372473,0.453889669,0.478404059,7.663726499,0.305293408,0.385620922,7.509675797,0.261868454,13
0.324178777,0.4593088,0.463159929,7.671396335,0.305293408,0.385620922,7.509675797,0.261868454,13
0.321891599,0.485246383,0.582455388,7.679157406,0.305293408,0.385620922,7.509675797,0.261868454,13
0.319511599,0.490588775,0.556180047,7.687009065,0.305293408,0.385620922,7.509675797,0.261868454,13
0.317039462,0.442299523,0.184998061,7.694950635,0.305293408,0.385620922,7.509675797,0.261868454,13
0.314475902,0.447558872,0.198547059,7.702981416,0.305293408,0.385620922,7.509675797,0.261868454,13
0.311821657,0.510911938,0.587241053,7.71110068,0.305293408,0.385620922,7.509675797,0.261868454,13
0.309077493,0.516082035,0.559420734,7.719307672,0.305293408,0.385620922,7.509675797,0.261868454,13
0.306244202,0.473479866,0.224827262,7.727601613,0.305293408,0.385620922,7.509675797,0.261868454,13
0.3033226,0.478554603,0.233199289,7.735981698,0.305293408,0.385620922,7.509675797,0.261868454,13
0.300313531,0.530040471,0.541528878,7.744447095,0.41766694,0.4635749,7.627061446,0.287378296,13
0.29721786,0.535013851,0.517138139,7.752996949,0.41766694,0.4635749,7.627061446,0.287378296,13
0.294036483,0.451557803,-0.077870863,7.761630378,0.41766694,0.4635749,7.627061446,0.287378296,13
0.290770315,0.456423945,-0.040062717,7.770346476,0.41766694,0.4635749,7.627061446,0.287378296,13
0.287420298,0.49852132,0.235222795,7.779144313,0.41766694,0.4635749,7.627061446,0.287378296,13
0.283987399,0.503274464,0.240562781,7.788022934,0.41766694,0.4635749,7.627061446,0.287378296,13
0.280472608,0.571329666,0.655641036,7.796981362,0.41766694,0.4635749,7.627061446,0.287378296,13
0.276876938,0.575964184,0.617586715,7.806018594,0.41766694,0.4635749,7.627061446,0.287378296,13
0.273201426,0.560053114,0.450258755,7.815133604,0.41766694,0.4635749,7.627061446,0.287378296,13
0.269447131,0.564563512,0.432284098,7.824325344,0.41766694,0.4635749,7.627061446,0.287378296,13
0.265615137,0.457869814,-0.304558823,7.833592743,0.41766694,0.4635749,7.627061446,0.287378296,13
0.261706549,0.462250742,-0.246728695,7.842934708,0.41766694,0.4635749,7.627061446,0.287378296,13
0.257722493,0.524539734,0.180557102,7.852350121,0.41766694,0.4635749,7.627061446,0.287378296,13
0.253664119,0.52878599,0.188328639,7.861837847,0.41766694,0.4635749,7.627061446,0.287378296,13
0.249532597,0.518966611,0.104175226,7.871396726,0.41766694,0.4635749,7.627061446,0.287378296,13
0.245329117,0.523073149,0.118839288,7.881025577,0.41766694,0.4635749,7.627061446,0.287378296,13
0.241054893,0.53068506,0.154757469,7.8907232,0.41766694,0.4635749,7.627061446,0.287378296,13
0.236711157,0.534646991,0.163399403,7.900488372,0.41766694,0.4635749,7.627061446,0.287378296,13
0.232299162,0.587942242,0.490918313,7.910319853,0.41766694,0.4635749,7.627061446,0.287378296,13
0.227820179,0.591754845,0.464527909,7.920216381,0.41766694,0.4635749,7.627061446,0.287378296,13
0.2232755,0.6267521,0.642948891,7.930176676,0.52220952,0.553261896,7.778619061,0.319661203,13
0.218666436,0.630410826,0.600184171,7.940199436,0.52220952,0.553261896,7.778619061,0.319661203,13
0.213994316,0.555286423,0.051192095,7.950283345,0.52220952,0.553261896,7.778619061,0.319661203,13
0.209260488,0.558786901,0.067507504,7.960427064,0.52220952,0.553261896,7.778619061,0.319661203,13
0.204466315,0.671214082,0.788148112,7.970629241,0.52220952,0.553261896,7.778619061,0.319661203,13
0.199613182,0.674552119,0.72867695,7.980888501,0.52220952,0.553261896,7.778619061,0.319661203,13
0.194702486,0.659179144,0.554002634,7.991203456,0.52220952,0.553261896,7.778619061,0.319661203,13
0.189735645,0.662350736,0.517269991,8.001572701,0.52220952,0.553261896,7.778619061,0.319661203,13
0.184714091,0.617075162,0.170307266,8.011994812,0.52220952,0.553261896,7.778619061,0.319661203,13
0.179639271,0.620076496,0.171466391,8.022468352,0.52220952,0.553261896,7.778619061,0.319661203,13
0.174512649,0.648090328,0.334642786,8.032991867,0.52220952,0.553261896,7.778619061,0.319661203,13
0.169335704,0.650917787,0.318055968,8.043563888,0.52220952,0.553261896,7.778619061,0.319661203,13
0.164109928,0.606893543,-0.000463984,8.054182931,0.52220952,0.553261896,7.778619061,0.319661203,13
0.158836828,0.609543708,0.015866849,8.0648475,0.52220952,0.553261896,7.778619061,0.319661203,13
0.153517925,0.614649739,0.046486887,8.075556082,0.52220952,0.553261896,7.778619061,0.319661203,13
0.148154753,0.617119398,0.056943503,8.086307153,0.52220952,0.553261896,7.778619061,0.319661203,13
0.142748858,0.644388385,0.227093956,8.097099176,0.52220952,0.553261896,7.778619061,0.319661203,13
0.137301798,0.646674531,0.218094131,8.107930599,0.52220952,0.553261896,7.778619061,0.319661203,13
0.131815146,0.639616239,0.149477367,8.118799862,0.52220952,0.553261896,7.778619061,0.319661203,13
0.126290482,0.641716075,0.147209078,8.129705389,0.52220952,0.553261896,7.778619061,0.319661203,13
0.120729401,0.612326146,-0.058882717,8.140645597,0.567267833,0.24718959,7.959632329,0.347500933,13
0.115133505,0.614237091,-0.041167168,8.151618889,0.567267833,0.24718959,7.959632329,0.347500933,13
0.109504408,0.695485778,0.488970344,8.162623659,0.567267833,0.24718959,7.959632329,0.347500933,13
0.103843735,0.697205468,0.449912891,8.173658293,0.567267833,0.24718959,7.959632329,0.347500933,13
0.098153116,0.63565012,0.004765809,8.184721166,0.567267833,0.24718959,7.959632329,0.347500933,13
0.092434193,0.637176412,0.013657846,8.195810643,0.567267833,0.24718959,7.959632329,0.347500933,13
0.086688615,0.720574418,0.552290667,8.206925082,0.567267833,0.24718959,7.959632329,0.347500933,13
0.080918039,0.721905388,0.504418027,8.218062835,0.567267833,0.24718959,7.959632329,0.347500933,13
0.075124129,0.674817762,0.147635577,8.229222242,0.567267833,0.24718959,7.959632329,0.347500933,13
0.069308555,0.675951713,0.139617325,8.240401641,0.567267833,0.24718959,7.959632329,0.347500933,13
0.063472996,0.662063779,0.035089092,8.25159936,0.567267833,0.24718959,7.959632329,0.347500933,13
0.057619133,0.66299924,0.037272314,8.262813724,0.567267833,0.24718959,7.959632329,0.347500933,13
0.051748654,0.656206449,-0.010819464,8.274043048,0.567267833,0.24718959,7.959632329,0.347500933,13
0.045863253,0.656942177,-0.005204976,8.285285647,0.567267833,0.24718959,7.959632329,0.347500933,13
0.039964627,0.627652391,-0.194722072,8.296539829,0.567267833,0.24718959,7.959632329,0.347500933,13
0.034054476,0.628187374,-0.171678575,8.307803898,0.567267833,0.24718959,7.959632329,0.347500933,13
0.028134505,0.704110996,0.337653882,8.319076154,0.567267833,0.24718959,7.959632329,0.347500933,13
0.022206421,0.70444445,0.305431929,8.330354896,0.567267833,0.24718959,7.959632329,0.347500933,13
0.016271933,0.627703901,-0.223002876,8.341638418,0.567267833,0.24718959,7.959632329,0.347500933,13
0.010332753,0.627835275,-0.199570091,8.352925014,0.567267833,0.24718959,7.959632329,0.347500933,13
0.004390593,0.662274084,0.043865024,8.364212974,0.614770958,0.145527307,8.161922651,0.377443705,13
-0.001552833,0.66220306,0.038971421,8.37550059,0.614770958,0.145527307,8.161922651,0.377443705,13
-0.007495811,0.604655212,-0.337898983,8.38678615,0.614770958,0.145527307,8.161922651,0.377443705,13
-0.013436627,0.604381705,-0.305294782,8.398067945,0.614770958,0.145527307,8.161922651,0.377443705,13
-0.019373569,0.634749531,-0.077378978,8.409344265,0.614770958,0.145527307,8.161922651,0.377443705,13
-0.025304924,0.634273688,-0.072456575,8.420613399,0.614770958,0.145527307,8.161922651,0.377443705,13
-0.031228982,0.68348027,0.253991912,8.431873641,0.614770958,0.145527307,8.161922651,0.377443705,13
-0.037144034,0.68280247,0.22404474,8.443123285,0.614770958,0.145527307,8.161922651,0.377443705,13
-0.294035713,0.671884986,0.130807017,8.454360626,0.614770958,0.145527307,8.161922651,0.377443705,13
-0.290769525,0.671005842,0.112123444,8.465583965,0.614770958,0.145527307,8.161922651,0.377443705,13
-0.287419489,0.642779904,-0.081865037,8.476791603,0.614770958,0.145527307,8.161922651,0.377443705,13
-0.28398657,0.641700259,-0.080198451,8.487981847,0.614770958,0.145527307,8.161922651,0.377443705,13
-0.280471759,0.660893187,0.052718993,8.499153007,0.614770958,0.145527307,8.161922651,0.377443705,13
-0.27687607,0.659614115,0.03950197,8.5103034,0.614770958,0.145527307,8.161922651,0.377443705,13
-0.273200539,0.657917735,0.024954904,8.521431345,0.614770958,0.145527307,8.161922651,0.377443705,13
-0.269446226,0.65644054,0.013337763,8.532535169,0.614770958,0.145527307,8.161922651,0.377443705,13
-0.265614214,0.656734907,0.014414049,8.543613205,0.614770958,0.145527307,8.161922651,0.377443705,13
-0.261705607,0.655061119,0.002658352,8.554663792,0.614770958,0.145527307,8.161922651,0.377443705,13
-0.257721533,0.61918273,-0.229551652,8.565685276,0.614770958,0.145527307,8.161922651,0.377443705,13
-0.253663142,0.617314106,-0.217746589,8.576676013,0.614770958,0.145527307,8.161922651,0.377443705,13
-0.249531602,0.64000742,-0.047921224,8.587634363,0.627389189,0.048803041,8.374778507,0.402420058,13
-0.245328106,0.637945942,-0.055733729,8.598558698,0.627389189,0.048803041,8.374778507,0.402420058,13
-0.241053865,0.660693614,0.098066736,8.609447399,0.627389189,0.048803041,8.374778507,0.402420058,13
-0.236710112,0.658441484,0.07426729,8.620298854,0.627389189,0.048803041,8.374778507,0.402420058,13
-0.2322981,0.701484574,0.346473032,8.631111463,0.627389189,0.048803041,8.374778507,0.402420058,13
-0.227819102,0.699044215,0.296307881,8.641883636,0.627389189,0.048803041,8.374778507,0.402420058,13
-0.223274407,0.637390783,-0.1324951,8.652613794,0.627389189,0.048803041,8.374778507,0.402420058,13
-0.218665328,0.634764832,-0.135194043,8.66330037,0.627389189,0.048803041,8.374778507,0.402420058,13
-0.213993194,0.740277838,0.563260234,8.673941807,0.627389189,0.048803041,8.374778507,0.402420058,13
-0.20925935,0.737469148,0.488831294,8.684536561,0.627389189,0.048803041,8.374778507,0.402420058,13
-0.204465164,0.591171956,-0.507963154,8.695083103,0.627389189,0.048803041,8.374778507,0.402420058,13
-0.199612016,0.588183587,-0.474786053,8.705579913,0.627389189,0.048803041,8.374778507,0.402420058,13
-0.194701307,0.65264664,-0.00779347,8.716025488,0.627389189,0.048803041,8.374778507,0.402420058,13
-0.189734453,0.649481862,-0.026458952,8.726418338,0.627389189,0.048803041,8.374778507,0.402420058,13
-0.184712886,0.634335357,-0.12085465,8.736756987,0.627389189,0.048803041,8.374778507,0.402420058,13
-0.179638054,0.63099764,-0.129109244,8.747039974,0.627389189,0.048803041,8.374778507,0.402420058,13
-0.17451142,0.612808664,-0.232748618,8.757265854,0.627389189,0.048803041,8.374778507,0.402420058,13
-0.169334463,0.609301679,-0.230688216,8.767433197,0.627389189,0.048803041,8.374778507,0.402420058,13
-0.164108675,0.667488402,0.171027922,8.777540588,0.627389189,0.048803041,8.374778507,0.402420058,13
-0.158835564,0.663816012,0.131095604,8.787586632,0.627389189,0.048803041,8.374778507,0.402420058,13
-0.15351665,0.55444458,-0.589792543,8.797569947,0.590916885,-0.270494751,8.586174227,0.416881378,13
-0.148153468,0.550610839,-0.553506576,8.80748917,0.590916885,-0.270494751,8.586174227,0.416881378,13
-0.142747562,0.621123677,-0.039036287,8.817342957,0.590916885,-0.270494751,8.586174227,0.416881378,13
-0.137300493,0.617132826,-0.059607905,8.82712998,0.590916885,-0.270494751,8.586174227,0.416881378,13
-0.131813832,0.583881459,-0.267703462,8.836848931,0.590916885,-0.270494751,8.586174227,0.416881378,13
-0.126289159,0.579737917,-0.266007744,8.84649852,0.590916885,-0.270494751,8.586174227,0.416881378,13
-0.120728069,0.612213169,-0.027132668,8.856077475,0.590916885,-0.270494751,8.586174227,0.416881378,13
-0.115132165,0.607921532,-0.050760752,8.865584547,0.590916885,-0.270494751,8.586174227,0.416881378,13
-0.109503061,0.535183059,-0.515570689,8.875018504,0.590916885,-0.270494751,8.586174227,0.416881378,13
-0.10384238,0.530748093,-0.490511726,8.884378136,0.590916885,-0.270494751,8.586174227,0.416881378,13
-0.098151754,0.544495803,-0.350130448,8.893662252,0.590916885,-0.270494751,8.586174227,0.416881378,13
-0.092432824,0.539922438,-0.342711256,8.902869683,0.590916885,-0.270494751,8.586174227,0.416881378,13
-0.08668724,0.523540798,-0.412551809,8.911999282,0.590916885,-0.270494751,8.586174227,0.416881378,13
-0.080916658,0.518834124,-0.399617166,8.921049922,0.590916885,-0.270494751,8.586174227,0.416881378,13
-0.075122743,0.520352796,-0.34762696,8.9300205,0.590916885,-0.270494751,8.586174227,0.416881378,13
-0.069307165,0.515518053,-0.342068038,8.938909933,0.590916885,-0.270494751,8.586174227,0.416881378,13
-0.063471601,0.521564375,-0.266532239,8.947717163,0.590916885,-0.270494751,8.586174227,0.416881378,13
-0.057617733,0.516606954,-0.269956868,8.956441152,0.590916885,-0.270494751,8.586174227,0.416881378,13
-0.051747251,0.508589524,-0.292845961,8.965080889,0.590916885,-0.270494751,8.586174227,0.416881378,13
-0.045861847,0.503514955,-0.294320084,8.973635383,0.590916885,-0.270494751,8.586174227,0.416881378,13
-0.039963217,0.509990792,-0.220767452,8.982103669,0.550453838,-0.245631101,8.784138948,0.425738404,13
-0.034053064,0.504804739,-0.230241328,8.990484804,0.550453838,-0.245631101,8.784138948,0.425738404,13
-0.028133091,0.531437006,-0.032521225,8.998777873,0.550453838,-0.245631101,8.784138948,0.425738404,13
-0.022205005,0.526145262,-0.061748227,9.006981981,0.550453838,-0.245631101,8.784138948,0.425738404,13
-0.016270516,0.454906801,-0.515392837,9.01509626,0.550453838,-0.245631101,8.784138948,0.425738404,13
-0.010331335,0.449515278,-0.496229976,9.023119869,0.550453838,-0.245631101,8.784138948,0.425738404,13
-0.004389174,0.479944643,-0.246840607,9.031051989,0.550453838,-0.245631101,8.784138948,0.425738404,13
0.001554251,0.47445937,-0.255507116,9.038891828,0.550453838,-0.245631101,8.784138948,0.425738404,13
0.007497229,0.461453062,-0.31202295,9.046638621,0.550453838,-0.245631101,8.784138948,0.425738404,13
0.013438045,0.455880173,-0.314612936,9.054291628,0.550453838,-0.245631101,8.784138948,0.425738404,13
0.019374985,0.48369917,-0.100513309,9.061850133,0.550453838,-0.245631101,8.784138948,0.425738404,13
0.025306339,0.478044902,-0.125067807,9.069313451,0.550453838,-0.245631101,8.784138948,0.425738404,13
0.031230395,0.389069866,-0.687119438,9.07668092,0.550453838,-0.245631101,8.784138948,0.425738404,13
0.037145445,0.383340548,-0.652604855,9.083951906,0.550453838,-0.245631101,8.784138948,0.425738404,13
0.043049784,0.36730359,-0.688384858,9.091125803,0.550453838,-0.245631101,8.784138948,0.425738404,13
0.048941708,0.361505636,-0.654163536,9.09820203,0.550453838,-0.245631101,8.784138948,0.425738404,13
0.05481952,0.371101572,-0.523636504,9.105180035,0.550453838,-0.245631101,8.784138948,0.425738404,13
0.060681523,0.365241475,-0.506516006,9.112059294,0.550453838,-0.245631101,8.784138948,0.425738404,13
0.066526028,0.41401003,-0.137074972,9.118839308,0.550453838,-0.245631101,8.784138948,0.425738404,13
0.072351349,0.408094354,-0.159525083,9.125519608,0.550453838,-0.245631101,8.784138948,0.425738404,13
0.078155806,0.365726027,-0.415937968,9.132099754,0.458089933,-0.330784535,8.958119351,0.420029731,13
0.083937726,0.359761399,-0.410389084,9.13857933,0.458089933,-0.330784535,8.958119351,0.420029731,13
0.089695441,0.347228307,-0.447966086,9.144957953,0.458089933,-0.330784535,8.958119351,0.420029731,13
0.095427291,0.341221411,-0.439426521,9.151235265,0.458089933,-0.330784535,8.958119351,0.420029731,13
0.101131622,0.293391604,-0.702801529,9.157410937,0.458089933,-0.330784535,8.958119351,0.420029731,13
0.106806791,0.287349171,-0.66861889,9.163484669,0.458089933,-0.330784535,8.958119351,0.420029731,13
0.112451161,0.32559926,-0.350840165,9.16945619,0.458089933,-0.330784535,8.958119351,0.420029731,13
0.118063103,0.319528061,-0.352552018,9.175325256,0.458089933,-0.330784535,8.958119351,0.420029731,13
0.123640999,0.309643741,-0.378798938,9.181091653,0.458089933,-0.330784535,8.958119351,0.420029731,13
0.129183242,0.303550581,-0.377808263,9.186755196,0.458089933,-0.330784535,8.958119351,0.420029731,13
0.134688233,0.291882255,-0.413047867,9.192315729,0.458089933,-0.330784535,8.958119351,0.420029731,13
0.140154384,0.285773962,-0.408674351,9.197773122,0.458089933,-0.330784535,8.958119351,0.420029731,13
0.145580119,0.344403106,0.014820421,9.203127278,0.458089933,-0.330784535,8.958119351,0.420029731,13
0.150963874,0.338286526,-0.024277906,9.208378125,0.458089933,-0.330784535,8.958119351,0.420029731,13
0.156304096,0.323837762,-0.113408704,9.213525624,0.458089933,-0.330784535,8.958119351,0.420029731,13
0.161599245,0.317719749,-0.139502653,9.218569763,0.458089933,-0.330784535,8.958119351,0.420029731,13
0.166847794,0.242360829,-0.611699374,9.223510557,0.458089933,-0.330784535,8.958119351,0.420029731,13
0.17204823,0.236248238,-0.587192084,9.228348053,0.458089933,-0.330784535,8.958119351,0.420029731,13
0.177199053,0.270928454,-0.30079535,9.233082325,0.458089933,-0.330784535,8.958119351,0.420029731,13
0.182298778,0.264828134,-0.307763736,9.237713478,0.458089933,-0.330784535,8.958119351,0.420029731,13
0.187345934,0.255674527,-0.33381612,9.242241643,0.35688223,-0.332300327,9.100180497,0.404395455,13
0.192339066,0.249593311,-0.337315875,9.246666982,0.35688223,-0.332300327,9.100180497,0.404395455,13
0.197276733,0.245812846,-0.325553258,9.250989686,0.35688223,-0.332300327,9.100180497,0.404395455,13
0.202157513,0.239757544,-0.329732084,9.255209972,0.35688223,-0.332300327,9.100180497,0.404395455,13
0.206979997,0.297714921,0.081374241,9.25932809,0.35688223,-0.332300327,9.100180497,0.404395455,13
0.211742795,0.291692314,0.036100579,9.263344314,0.35688223,-0.332300327,9.100180497,0.404395455,13
0.216444533,0.224490559,-0.401086893,9.26725895,0.35688223,-0.332300327,9.100180497,0.404395455,13
0.221083856,0.218507388,-0.397156677,9.27107233,0.35688223,-0.332300327,9.100180497,0.404395455,13
0.225659426,0.145822822,-0.825924409,9.274784817,0.35688223,-0.332300327,9.100180497,0.404395455,13
0.230169924,0.139885783,-0.778596947,9.2783968,0.35688223,-0.332300327,9.100180497,0.404395455,13
0.234614048,0.183111948,-0.417454133,9.281908696,0.35688223,-0.332300327,9.100180497,0.404395455,13
0.238990517,0.177227683,-0.411254666,9.285320951,0.35688223,-0.332300327,9.100180497,0.404395455,13
0.243298069,0.215312959,-0.120727316,9.28863404,0.35688223,-0.332300327,9.100180497,0.404395455,13
0.247535463,0.209488048,-0.14427541,9.291848463,0.35688223,-0.332300327,9.100180497,0.404395455,13
0.251701475,0.205997854,-0.150313145,9.29496475,0.35688223,-0.332300327,9.100180497,0.404395455,13
0.255794906,0.200238808,-0.170453799,9.297983456,0.35688223,-0.332300327,9.100180497,0.404395455,13
0.259814573,0.185824558,-0.244656653,9.300905166,0.35688223,-0.332300327,9.100180497,0.404395455,13
0.263759319,0.18013781,-0.254778559,9.30373049,0.35688223,-0.332300327,9.100180497,0.404395455,13
0.267628005,0.171139372,-0.285349147,9.306460066,0.35688223,-0.332300327,9.100180497,0.404395455,13
0.271419517,0.165531274,-0.290857909,9.309094558,0.35688223,-0.332300327,9.100180497,0.404395455,13
0.27513276,0.075292938,-0.844310066,9.311634657,0.216087584,-0.588305197,9.205907577,0.373089604,13
0.278766664,0.069769747,-0.792572104,9.31408108,0.216087584,-0.588305197,9.205907577,0.373089604,13
0.282320181,0.12822617,-0.331447661,9.316434571,0.216087584,-0.588305197,9.205907577,0.373089604,13
0.285792287,0.122794048,-0.331196301,9.318695898,0.216087584,-0.588305197,9.205907577,0.373089604,13
0.289181979,0.095860819,-0.470335041,9.320865858,0.216087584,-0.588305197,9.205907577,0.373089604,13
0.292488281,0.09052582,-0.455391953,9.32294527,0.216087584,-0.588305197,9.205907577,0.373089604,13
0.29571024,0.124951212,-0.184295146,9.324934979,0.216087584,-0.588305197,9.205907577,0.373089604,13
0.298846925,0.119719277,-0.197746445,9.326835858,0.216087584,-0.588305197,9.205907577,0.373089604,13
0.301897433,0.131695417,-0.098325039,9.3286488,0.216087584,-0.588305197,9.205907577,0.373089604,13
0.304860884,0.126572368,-0.119831385,9.330374725,0.216087584,-0.588305197,9.205907577,0.373089604,13
0.307736424,0.064849466,-0.505997733,9.332014578,0.216087584,-0.588305197,9.205907577,0.373089604,13
0.310523222,0.059841,-0.485428072,9.333569327,0.216087584,-0.588305197,9.205907577,0.373089604,13
0.313220476,0.060330043,-0.431336312,9.335039963,0.216087584,-0.588305197,9.205907577,0.373089604,13
0.315827408,0.055441722,-0.417604872,9.3364275,0.216087584,-0.588305197,9.205907577,0.373089604,13
0.318343266,0.08505927,-0.181655117,9.337732977,0.216087584,-0.588305197,9.205907577,0.373089604,13
0.320767324,0.080296518,-0.192489989,9.338957455,0.216087584,-0.588305197,9.205907577,0.373089604,13
0.323098883,0.084774403,-0.142358361,9.340102017,0.216087584,-0.588305197,9.205907577,0.373089604,13
0.325337272,0.080142499,-0.156376793,9.341167768,0.216087584,-0.588305197,9.205907577,0.373089604,13
0.327481845,0.058414242,-0.279796544,9.342155835,0.216087584,-0.588305197,9.205907577,0.373089604,13
0.329531982,0.053918313,-0.279031546,9.343067366,0.216087584,-0.588305197,9.205907577,0.373089604,13
0.331487094,0.048402957,-0.284974406,9.343903532,0.132245271,-0.436639801,9.274905554,0.342203812,13
0.333346616,0.044047972,-0.282817534,9.344665523,0.132245271,-0.436639801,9.274905554,0.342203812,13
0.335110012,0.032836233,-0.325342298,9.34535455,0.132245271,-0.436639801,9.274905554,0.342203812,13
0.336776773,0.028626997,-0.318192849,9.345971844,0.132245271,-0.436639801,9.274905554,0.342203812,13
0.338346419,0.03214021,-0.261744673,9.346518657,0.132245271,-0.436639801,9.274905554,0.342203812,13
0.339818498,0.028081361,-0.260124819,9.346996258,0.132245271,-0.436639801,9.274905554,0.342203812,13
0.341192584,-0.007044133,-0.460037952,9.347405937,0.132245271,-0.436639801,9.274905554,0.342203812,13
0.342468282,-0.010948132,-0.437342953,9.347749002,0.132245271,-0.436639801,9.274905554,0.342203812,13
0.343645223,0.086776221,0.241675854,9.348026779,0.132245271,-0.436639801,9.274905554,0.342203812,13
0.344723069,0.083031356,0.194137456,9.348240613,0.132245271,-0.436639801,9.274905554,0.342203812,13
0.345701508,-0.006468494,-0.404381784,9.348391865,0.132245271,-0.436639801,9.274905554,0.342203812,13
0.346580259,-0.010050126,-0.385353325,9.348481915,0.132245271,-0.436639801,9.274905554,0.342203812,13
0.347359067,0.047577726,0.028414986,9.348512157,0.132245271,-0.436639801,9.274905554,0.342203812,13
0.348037709,0.044163238,0.004549614,9.348484003,0.132245271,-0.436639801,9.274905554,0.342203812,13
0.348615988,0.011634309,-0.205612936,9.348398882,0.132245271,-0.436639801,9.274905554,0.342203812,13
0.349093738,0.008390682,-0.204678338,9.348258237,0.132245271,-0.436639801,9.274905554,0.342203812,13
