Sensor_A,Control
0.178447256,11
0.256239378,11
0.213474739,11
0.10139687,11
0.009844435,11
0.009945917,11
0.005568059,11
-0.196073971,11
-0.137653485,11
-0.062474793,11
-0.219205396,11
-0.311826698,11
-0.283298849,11
-0.089418675,11
-0.001867087,11
0.014452706,11
0.107903853,11
0.270566127,11
0.204075963,11
0.111489732,11
0.159167966,11
0.175478683,11
0.213481991,11
0.065974996,11
0.024368998,11
0.035541899,11
-0.136982551,11
-0.238567775,11
-0.164746888,11
-0.088241944,11
-0.183017972,11
-0.208180486,11
-0.102343443,11
-0.037999771,11
-0.025313886,11
-0.016138443,11
0.188262629,11
0.280631914,11
0.210791857,11
0.153109529,11
0.138527664,11
0.158693282,11
0.068071641,11
0.015764821,11
0.00573191,11
-0.116280545,11
-0.192697772,11
-0.218773386,11
-0.117735693,11
-0.152950847,11
-0.151429423,11
-0.185384712,11
-0.103521856,11
-0.043548878,11
-0.013739489,11
0.139509456,11
0.227293428,11
0.264188314,11
0.295832457,11
0.207143528,11
0.123297514,11
0.059234257,11
0.024188629,11
0.001886314,11
0.005080807,11
-0.088798096,11
-0.123159048,11
-0.195961024,11
-0.275498512,11
-0.216245256,11
-0.136755628,11
-0.045286064,11
-0.022490682,11
-0.008347391,11
0.089861454,11
0.153136627,11
0.141818664,11
0.205862832,11
0.264987266,11
0.146373983,11
0.083878991,11
0.035982996,11
0.013536498,11
-0.000871251,11
-0.146246126,11
-0.092015563,11
-0.103515781,11
-0.239813891,11
0.041196339,11
0.02368192,11
0.176188271,11
0.275504604,11
0.294453365,11
0.21260238,11
0.127165131,11
0.098009763,11
0.150391299,11
0.063216434,11
0.017236689,11
-0.000352158,11
-0.103026083,11
-0.153659042,11
-0.203775021,11
-0.248671511,11
-0.175199755,11
-0.133590878,11
-0.061417539,11
-0.034008769,11
-0.013575135,11
0.006207283,11
0.123974941,11
0.170193371,11
0.239624135,11
0.260611518,11
0.151183209,11
0.103820354,11
0.045332177,11
0.023438289,11
0.003898144,11
-0.134027428,11
-0.106542214,11
-0.115916107,11
-0.255490553,11
-0.298531277,11
-0.188794138,11
-0.143044569,11
-0.088550285,11
-0.039251442,11
-0.018145121,11
0.156260189,11
0.144531595,11
0.157178097,11
0.273149349,11
0.243717974,11
0.113509987,11
0.010851994,11
-0.009831003,11
-0.009013002,11
-0.124632001,11
-0.163307,11
-0.092131,11
-0.113754,11
-0.2770805,11
-0.27593575,11
-0.167134375,11
-0.012737088,11
-0.003647694,11
-0.000963097,11
0.235618052,11
0.260290926,11
0.160676513,11
0.178447256,11
0.256239378,11
0.213474739,11
0.10139687,11
0.009844435,11
0.009945917,11
0.005568059,11
-0.196073971,11
-0.137653485,11
-0.062474793,11
-0.219205396,11
-0.311826698,11
-0.283298849,11
-0.089418675,11
-0.001867087,11
0.014452706,11
0.107903853,11
0.270566127,11
0.204075963,11
0.111489732,11
0.159167966,11
0.175478683,11
0.213481991,11
0.065974996,11
0.024368998,11
0.035541899,11
-0.136982551,11
-0.238567775,11
-0.164746888,11
-0.088241944,11
-0.183017972,11
-0.208180486,11
-0.102343443,11
-0.037999771,11
-0.025313886,11
-0.016138443,11
0.188262629,11
0.280631914,11
0.210791857,11
0.153109529,11
0.138527664,11
0.158693282,11
0.068071641,11
0.015764821,11
0.00573191,11
-0.116280545,11
-0.192697772,11
-0.218773386,11
-0.117735693,11
-0.152950847,11
-0.151429423,11
-0.185384712,11
-0.103521856,11
-0.043548878,11
-0.013739489,11
0.139509456,11
0.227293428,11
0.264188314,11
0.295832457,11
0.207143528,11
0.123297514,11
0.059234257,11
0.024188629,11
0.001886314,11
0.005080807,11
-0.088798096,11
-0.123159048,11
-0.195961024,11
-0.275498512,11
-0.216245256,11
-0.136755628,11
-0.045286064,11
-0.022490682,11
-0.008347391,11
0.089861454,11
0.153136627,11
0.141818664,11
0.205862832,11
0.264987266,11
0.146373983,11
0.083878991,11
0.035982996,11
0.013536498,11
-0.000871251,11
-0.146246126,11
-0.092015563,11
-0.103515781,11
-0.239813891,11
0.041196339,11
0.02368192,11
0.176188271,11
0.275504604,11
0.294453365,11
0.21260238,11
0.127165131,11
0.098009763,11
0.150391299,11
0.063216434,11
0.017236689,11
-0.000352158,11
-0.103026083,11
-0.153659042,11
-0.203775021,11
-0.248671511,11
-0.175199755,11
-0.133590878,11
-0.061417539,11
-0.034008769,11
-0.013575135,11
0.006207283,11
0.123974941,11
0.170193371,11
0.239624135,11
0.260611518,11
0.151183209,11
0.103820354,11
0.045332177,11
0.023438289,11
0.003898144,11
-0.134027428,11
-0.106542214,11
-0.115916107,11
-0.255490553,11
-0.298531277,11
-0.188794138,11
-0.143044569,11
-0.088550285,11
-0.039251442,11
-0.018145121,11
0.156260189,11
0.144531595,11
0.157178097,11
0.273149349,11
0.243717974,11
0.113509987,11
0.010851994,11
-0.009831003,11
-0.009013002,11
-0.124632001,11
-0.163307,11
-0.092131,11
-0.113754,11
-0.2770805,11
-0.27593575,11
-0.167134375,11
-0.012737088,11
-0.003647694,11
-0.000963097,11
0.235618052,11
0.260290926,11
0.160676513,11
0.178447256,11
0.256239378,11
0.213474739,11
0.10139687,11
0.009844435,11
0.009945917,11
0.005568059,11
-0.196073971,11
-0.137653485,11
-0.062474793,11
-0.219205396,11
-0.311826698,11
-0.283298849,11
-0.089418675,11
-0.001867087,11
0.014452706,11
0.107903853,11
0.270566127,11
0.204075963,11
0.111489732,11
0.159167966,11
0.175478683,11
0.213481991,11
0.065974996,11
0.024368998,11
0.035541899,11
-0.136982551,11
-0.238567775,11
-0.164746888,11
-0.088241944,11
-0.183017972,11
-0.208180486,11
-0.102343443,11
-0.037999771,11
-0.025313886,11
-0.016138443,11
0.188262629,11
0.280631914,11
0.210791857,11
0.153109529,11
0.138527664,11
0.158693282,11
0.068071641,11
0.015764821,11
0.00573191,11
-0.116280545,11
-0.192697772,11
-0.218773386,11
-0.117735693,11
-0.152950847,11
-0.151429423,11
-0.185384712,11
-0.103521856,11
-0.043548878,11
-0.013739489,11
0.139509456,11
0.227293428,11
0.264188314,11
0.295832457,11
0.207143528,11
0.123297514,11
0.059234257,11
0.024188629,11
0.001886314,11
0.005080807,11
-0.088798096,11
-0.123159048,11
-0.195961024,11
-0.275498512,11
-0.216245256,11
-0.136755628,11
-0.045286064,11
-0.022490682,11
-0.008347391,11
0.089861454,11
0.153136627,11
0.141818664,11
0.205862832,11
0.264987266,11
0.146373983,11
0.083878991,11
0.035982996,11
0.013536498,11
-0.000871251,11
-0.146246126,11
-0.092015563,11
-0.103515781,11
-0.239813891,11
0.041196339,11
0.02368192,11
0.176188271,11
0.275504604,11
0.294453365,11
0.21260238,11
0.127165131,11
0.098009763,11
0.150391299,11
0.063216434,11
0.017236689,11
-0.000352158,11
-0.103026083,11
-0.153659042,11
-0.203775021,11
-0.248671511,11
-0.175199755,11
-0.133590878,11
-0.061417539,11
-0.034008769,11
-0.013575135,11
0.006207283,11
0.123974941,11
0.170193371,11
0.239624135,11
0.260611518,11
0.151183209,11
0.103820354,11
0.045332177,11
0.023438289,11
0.003898144,11
-0.134027428,11
-0.106542214,11
-0.115916107,11
-0.255490553,11
-0.298531277,11
-0.188794138,11
-0.143044569,11
-0.088550285,11
-0.039251442,11
-0.018145121,11
0.156260189,11
0.144531595,11
0.157178097,11
0.273149349,11
0.243717974,11
0.113509987,11
0.010851994,11
-0.009831003,11
-0.009013002,11
-0.124632001,11
-0.163307,11
-0.092131,11
-0.113754,11
-0.2770805,11
-0.27593575,11
-0.167134375,11
-0.012737088,11
-0.003647694,11
-0.000963097,11
0.235618052,11
0.260290926,11
0.160676513,11
0.178447256,11
0.256239378,11
0.213474739,11
0.10139687,11
0.009844435,11
0.009945917,11
0.005568059,11
-0.196073971,11
-0.137653485,11
-0.062474793,11
-0.219205396,11
-0.311826698,11
-0.283298849,11
-0.089418675,11
-0.001867087,11
0.014452706,11
0.107903853,11
0.270566127,11
0.204075963,11
0.111489732,11
0.159167966,11
0.175478683,11
0.213481991,11
0.065974996,11
0.024368998,11
0.035541899,11
-0.136982551,11
-0.238567775,11
-0.164746888,11
-0.088241944,11
-0.183017972,11
-0.208180486,11
-0.102343443,11
-0.037999771,11
-0.025313886,11
-0.016138443,11
0.188262629,11
0.280631914,11
0.210791857,11
0.153109529,11
0.138527664,11
0.158693282,11
0.068071641,11
0.015764821,11
0.00573191,11
-0.116280545,11
-0.192697772,11
-0.218773386,11
-0.117735693,11
-0.152950847,11
-0.151429423,11
-0.185384712,11
-0.103521856,11
-0.043548878,11
-0.013739489,11
0.139509456,11
0.227293428,11
0.264188314,11
0.295832457,11
0.207143528,11
0.123297514,11
0.059234257,11
0.024188629,11
0.001886314,11
0.005080807,11
-0.088798096,11
-0.123159048,11
-0.195961024,11
-0.275498512,11
-0.216245256,11
-0.136755628,11
-0.045286064,11
-0.022490682,11
-0.008347391,11
0.089861454,11
0.153136627,11
0.141818664,11
0.205862832,11
0.264987266,11
0.146373983,11
0.083878991,11
0.035982996,11
0.013536498,11
-0.000871251,11
-0.146246126,11
-0.092015563,11
-0.103515781,11
-0.239813891,11
0.041196339,11
0.02368192,11
0.176188271,11
0.275504604,11
0.294453365,11
0.21260238,11
0.127165131,11
0.098009763,11
0.150391299,11
0.063216434,11
0.017236689,11
-0.000352158,11
-0.103026083,11
-0.153659042,11
-0.203775021,11
-0.248671511,11
-0.175199755,11
-0.133590878,11
-0.061417539,11
-0.034008769,11
-0.013575135,11
0.006207283,11
0.123974941,11
0.170193371,11
0.239624135,11
0.260611518,11
0.151183209,11
0.103820354,11
0.045332177,11
0.023438289,11
0.003898144,11
-0.134027428,11
-0.106542214,11
-0.115916107,11
-0.255490553,11
-0.298531277,11
-0.188794138,11
