SensorA,Control
0.0349638,11
0.0387159,11
0.042468,11
0.0379752,11
0.0334824,11
0.0289896,11
0.0244968,11
0.020004,11
0.0155112,11
0.0110184,11
0.0065256,11
0.0020328,11
-0.00246,11
-0.030351,11
-0.058242,11
-0.086133,11
-0.114024,11
-0.141915,11
-0.169806,11
-0.197697,11
-0.225588,11
-0.253479,11
-0.28137,11
-0.264107,11
-0.246844,11
-0.229581,11
-0.212318,11
-0.195055,11
-0.177792,11
-0.160529,11
-0.143266,11
-0.126003,11
-0.10874,11
-0.128789,11
-0.148838,11
-0.168887,11
-0.188936,11
-0.208985,11
-0.229034,11
-0.249083,11
-0.269132,11
-0.289181,11
-0.30923,11
-0.287136,11
-0.265042,11
-0.242948,11
-0.220854,11
-0.19876,11
-0.176666,11
-0.154572,11
-0.132478,11
-0.110384,11
-0.08829,11
-0.087727,11
-0.087164,11
-0.086601,11
-0.086038,11
-0.085475,11
-0.084912,11
-0.084349,11
-0.083786,11
-0.083223,11
-0.08266,11
-0.092177,11
-0.101694,11
-0.111211,11
-0.120728,11
-0.130245,11
-0.139762,11
-0.149279,11
-0.158796,11
-0.168313,11
-0.17783,11
-0.161114,11
-0.144398,11
-0.127682,11
-0.110966,11
-0.09425,11
-0.077534,11
-0.060818,11
-0.044102,11
-0.027386,11
-0.01067,11
-0.054938,11
-0.099206,11
-0.143474,11
-0.187742,11
-0.23201,11
-0.276278,11
-0.320546,11
-0.364814,11
-0.409082,11
-0.45335,11
-0.433269,11
-0.413188,11
-0.393107,11
-0.373026,11
-0.352945,11
-0.332864,11
-0.312783,11
-0.292702,11
-0.272621,11
-0.25254,11
-0.247726,11
-0.242912,11
-0.238098,11
-0.233284,11
-0.22847,11
-0.223656,11
-0.218842,11
-0.214028,11
-0.209214,11
-0.2044,11
-0.205173,11
-0.205946,11
-0.206719,11
-0.207492,11
-0.208265,11
-0.209038,11
-0.209811,11
-0.210584,11
-0.211357,11
-0.21213,11
-0.191888,11
-0.171646,11
-0.151404,11
-0.131162,11
-0.11092,11
-0.090678,11
-0.070436,11
-0.050194,11
-0.029952,11
-0.00971,11
-0.0084214,11
-0.0071328,11
-0.0058442,11
-0.0045556,11
-0.003267,11
-0.0019784,11
-0.0006898,11
0.0005988,11
0.0018874,11
0.003176,11
0.0114531,11
0.0197302,11
0.0280073,11
0.0362844,11
0.0445615,11
0.0528386,11
0.0611157,11
0.0693928,11
0.0776699,11
0.085947,11
0.0797472,11
0.0735474,11
0.0673476,11
0.0611478,11
0.054948,11
0.0487482,11
0.0425484,11
0.0363486,11
0.0301488,11
0.023949,11
0.0220971,11
0.0202452,11
0.0183933,11
0.0165414,11
0.0146895,11
0.0128376,11
0.0109857,11
0.0091338,11
0.0072819,11
0.00543,11
0.003739,11
0.002048,11
0.000357,11
-0.001334,11
-0.003025,11
-0.004716,11
-0.006407,11
-0.008098,11
-0.009789,11
-0.01148,11
-0.012462,11
-0.013444,11
-0.014426,11
-0.015408,11
-0.01639,11
-0.017372,11
-0.018354,11
-0.019336,11
-0.020318,11
-0.0213,11
-0.019803,11
-0.018306,11
-0.016809,11
-0.015312,11
-0.013815,11
-0.012318,11
-0.010821,11
-0.009324,11
-0.007827,11
-0.00633,11
0.0221412,11
0.0506124,11
0.0790836,11
0.1075548,11
0.136026,11
0.1644972,11
0.1929684,11
0.2214396,11
0.2499108,11
0.278382,11
0.2862405,11
0.294099,11
0.3019575,11
0.309816,11
0.3176745,11
0.325533,11
0.3333915,11
0.34125,11
0.3491085,11
0.356967,11
0.3357105,11
0.314454,11
0.2931975,11
0.271941,11
0.2506845,11
0.229428,11
0.2081715,11
0.186915,11
0.1656585,11
0.144402,11
0.163871,11
0.18334,11
0.202809,11
0.222278,11
0.241747,11
0.261216,11
0.280685,11
0.300154,11
0.319623,11
0.041196339,10
0.02368192,10
0.176188271,10
0.275504604,10
0.294453365,10
0.21260238,10
0.127165131,10
0.098009763,10
0.150391299,10
0.063216434,10
0.017236689,10
-0.000352158,10
-0.103026083,10
-0.153659042,10
-0.203775021,10
-0.248671511,10
-0.175199755,10
-0.133590878,10
-0.061417539,10
-0.034008769,10
-0.013575135,10
0.006207283,10
0.123974941,10
0.170193371,10
0.239624135,10
0.260611518,10
0.151183209,10
0.103820354,10
0.045332177,10
0.023438289,10
0.003898144,10
-0.134027428,10
-0.106542214,10
-0.115916107,10
-0.255490553,10
-0.298531277,10
-0.188794138,10
-0.143044569,10
-0.088550285,10
-0.039251442,10
-0.018145121,10
0.156260189,10
0.144531595,10
0.157178097,10
0.273149349,10
0.243717974,10
0.113509987,10
0.010851994,10
-0.009831003,10
-0.009013002,10
-0.124632001,10
-0.163307,10
-0.092131,10
-0.113754,10
-0.2770805,10
-0.27593575,10
-0.167134375,10
-0.012737088,10
-0.003647694,10
-0.000963097,10
0.235618052,10
0.260290926,10
0.160676513,10
0.178447256,10
0.256239378,10
0.213474739,10
0.10139687,10
0.009844435,10
0.009945917,10
0.005568059,10
-0.196073971,10
-0.137653485,10
-0.062474793,10
-0.219205396,10
-0.311826698,10
-0.283298849,10
-0.089418675,10
-0.001867087,10
0.014452706,10
0.107903853,10
0.270566127,10
0.204075963,10
0.111489732,10
0.159167966,10
0.175478683,10
0.213481991,10
0.065974996,10
0.024368998,10
0.035541899,10
-0.136982551,10
-0.238567775,10
-0.164746888,10
-0.088241944,10
-0.183017972,10
-0.208180486,10
-0.102343443,10
-0.037999771,10
-0.025313886,10
-0.016138443,10
0.188262629,10
0.280631914,10
0.210791857,10
0.153109529,10
0.138527664,10
0.158693282,10
0.068071641,10
0.015764821,10
0.00573191,10
-0.116280545,10
-0.192697772,10
-0.218773386,10
-0.117735693,10
-0.152950847,10
-0.151429423,10
-0.185384712,10
-0.103521856,10
-0.043548878,10
-0.013739489,10
0.139509456,10
0.227293428,10
0.264188314,10
0.295832457,10
0.207143528,10
0.123297514,10
0.059234257,10
0.024188629,10
0.001886314,10
0.005080807,10
-0.088798096,10
-0.123159048,10
-0.195961024,10
-0.275498512,10
-0.216245256,10
-0.136755628,10
-0.045286064,10
-0.022490682,10
-0.008347391,10
0.089861454,10
0.153136627,10
0.141818664,10
0.205862832,10
0.264987266,10
0.146373983,10
0.083878991,10
0.035982996,10
0.013536498,10
-0.000871251,10
-0.146246126,10
-0.092015563,10
-0.103515781,10
-0.239813891,10
0.041196339,10
0.02368192,10
0.176188271,10
0.275504604,10
0.294453365,10
0.21260238,10
0.127165131,10
0.098009763,10
0.150391299,10
0.063216434,10
0.017236689,10
-0.000352158,10
-0.103026083,10
-0.153659042,10
-0.203775021,10
-0.248671511,10
-0.175199755,10
-0.133590878,10
-0.061417539,10
-0.034008769,10
-0.013575135,10
0.006207283,10
0.123974941,10
0.170193371,10
0.239624135,10
0.260611518,10
0.151183209,10
0.103820354,10
0.045332177,10
0.023438289,10
0.003898144,10
-0.134027428,10
-0.106542214,10
-0.115916107,10
-0.255490553,10
-0.298531277,10
-0.188794138,10
-0.143044569,10
-0.088550285,10
-0.039251442,10
-0.018145121,10
0.156260189,10
0.144531595,10
0.157178097,10
0.273149349,10
0.243717974,10
0.113509987,10
0.010851994,10
-0.009831003,10
-0.009013002,10
-0.124632001,10
-0.163307,10
-0.092131,10
-0.113754,10
-0.2770805,10
-0.27593575,10
-0.167134375,10
-0.012737088,10
-0.003647694,10
-0.000963097,10
0.235618052,10
0.260290926,10
0.160676513,10
0.178447256,10
0.256239378,10
0.213474739,10
0.10139687,10
0.009844435,10
0.009945917,10
0.005568059,10
-0.196073971,10
-0.137653485,10
-0.062474793,10
-0.219205396,10
-0.311826698,10
-0.283298849,10
-0.089418675,10
-0.001867087,10
0.014452706,10
0.107903853,10
0.270566127,10
0.204075963,10
0.111489732,10
0.159167966,10
0.175478683,10
0.213481991,10
0.065974996,10
0.024368998,10
0.035541899,10
-0.136982551,10
-0.238567775,10
-0.164746888,10
-0.088241944,10
-0.183017972,10
-0.208180486,10
-0.102343443,10
-0.037999771,10
-0.025313886,10
-0.016138443,10
0.188262629,10
0.280631914,10
0.210791857,10
0.153109529,10
0.138527664,10
0.158693282,10
0.068071641,10
0.015764821,10
0.00573191,10
-0.116280545,10
-0.192697772,10
-0.218773386,10
-0.117735693,10
-0.152950847,10
-0.151429423,10
-0.185384712,10
-0.103521856,10
-0.043548878,10
-0.013739489,10
0.139509456,10
0.227293428,10
0.264188314,10
0.295832457,10
0.207143528,10
0.123297514,10
0.059234257,10
0.024188629,10
0.001886314,10
0.005080807,10
-0.088798096,10
-0.123159048,10
-0.195961024,10
-0.275498512,10
-0.216245256,10
-0.136755628,10
-0.045286064,10
-0.022490682,10
-0.008347391,10
0.089861454,10
0.153136627,10
0.141818664,10
0.205862832,10
0.264987266,10
0.146373983,10
0.083878991,10
0.035982996,10
0.013536498,10
-0.000871251,10
-0.146246126,10
-0.092015563,10
-0.103515781,10
-0.239813891,10
0.041196339,10
0.02368192,10
0.176188271,10
0.275504604,10
0.294453365,10
0.21260238,10
0.127165131,10
0.098009763,10
0.150391299,10
0.063216434,10
0.017236689,10
-0.000352158,10
-0.103026083,10
-0.153659042,10
-0.203775021,10
-0.248671511,10
-0.175199755,10
-0.133590878,10
-0.061417539,10
-0.034008769,10
-0.013575135,10
0.006207283,10
0.123974941,10
0.170193371,10
0.239624135,10
0.260611518,10
0.151183209,10
0.103820354,10
0.045332177,10
0.023438289,10
0.003898144,10
-0.134027428,10
-0.106542214,10
-0.115916107,10
-0.255490553,10
-0.298531277,10
-0.188794138,10
-0.143044569,10
-0.088550285,10
-0.039251442,10
-0.018145121,10
0.156260189,10
0.144531595,10
0.157178097,10
0.273149349,10
0.243717974,10
0.113509987,10
0.010851994,10
-0.009831003,10
-0.009013002,10
-0.124632001,10
-0.163307,10
-0.092131,10
-0.113754,10
-0.2770805,10
-0.27593575,10
-0.167134375,10
-0.012737088,10
-0.003647694,10
-0.000963097,10
0.235618052,10
0.260290926,10
0.160676513,10
0.178447256,10
0.256239378,10
0.213474739,10
0.10139687,10
0.009844435,10
0.009945917,10
0.005568059,10
-0.196073971,10
-0.137653485,10
-0.062474793,10
-0.219205396,10
-0.311826698,10
-0.283298849,10
-0.089418675,10
-0.001867087,10
0.014452706,10
0.107903853,10
0.270566127,10
0.204075963,10
0.111489732,10
0.159167966,10
0.175478683,10
0.213481991,10
0.065974996,10
0.024368998,10
0.035541899,10
-0.136982551,10
-0.238567775,10
-0.164746888,10
-0.088241944,10
-0.183017972,10
-0.208180486,10
-0.102343443,10
-0.037999771,10
-0.025313886,10
-0.016138443,10
0.188262629,10
0.280631914,10
0.210791857,10
0.153109529,10
0.138527664,10
0.158693282,10
0.068071641,10
0.015764821,10
0.00573191,10
-0.116280545,10
-0.192697772,10
-0.218773386,10
-0.117735693,10
-0.152950847,10
-0.151429423,10
-0.185384712,10
-0.103521856,10
-0.043548878,10
-0.013739489,10
0.139509456,10
0.227293428,10
0.264188314,10
0.295832457,10
0.207143528,10
0.123297514,10
0.059234257,10
0.024188629,10
0.001886314,10
0.005080807,10
-0.088798096,10
-0.123159048,10
-0.195961024,10
-0.275498512,10
-0.216245256,10
-0.136755628,10
-0.045286064,10
-0.022490682,10
-0.008347391,10
0.089861454,10
0.153136627,10
0.141818664,10
0.205862832,10
0.264987266,10
0.146373983,10
0.083878991,10
0.035982996,10
0.013536498,10
-0.000871251,10
-0.146246126,10
-0.092015563,10
-0.103515781,10
-0.239813891,10
0.041196339,10
0.02368192,10
0.176188271,10
0.275504604,10
0.294453365,10
0.21260238,10
0.127165131,10
0.098009763,10
0.150391299,10
0.063216434,10
0.017236689,10
-0.000352158,10
-0.103026083,10
-0.153659042,10
-0.203775021,10
-0.248671511,10
-0.175199755,10
-0.133590878,10
-0.061417539,10
-0.034008769,10
-0.013575135,10
0.006207283,10
0.123974941,10
0.170193371,10
0.239624135,10
0.260611518,10
0.151183209,10
0.103820354,10
0.045332177,10
0.023438289,10
0.003898144,10
-0.134027428,10
-0.106542214,10
-0.115916107,10
-0.255490553,10
-0.298531277,10
-0.188794138,10
-0.143044569,10
-0.088550285,10
-0.039251442,10
-0.018145121,10
0.156260189,10
0.144531595,10
0.157178097,10
0.273149349,10
0.243717974,10
0.113509987,10
0.010851994,10
-0.009831003,10
-0.009013002,10
-0.124632001,10
-0.163307,10
-0.092131,10
-0.113754,10
-0.2770805,10
-0.27593575,10
-0.167134375,10
-0.012737088,10
-0.003647694,10
-0.000963097,10
0.235618052,10
0.260290926,10
0.160676513,10
0.178447256,10
0.256239378,10
0.213474739,10
0.10139687,10
0.009844435,10
0.009945917,10
0.005568059,10
-0.196073971,10
-0.137653485,10
-0.062474793,10
-0.219205396,10
-0.311826698,10
-0.283298849,10
-0.089418675,10
-0.001867087,10
0.014452706,10
0.107903853,10
0.270566127,10
0.204075963,10
0.111489732,10
0.159167966,10
0.175478683,10
0.213481991,10
0.065974996,10
0.024368998,10
0.035541899,10
-0.136982551,10
-0.238567775,10
-0.164746888,10
-0.088241944,10
-0.183017972,10
-0.208180486,10
-0.102343443,10
-0.037999771,10
-0.025313886,10
-0.016138443,10
0.188262629,10
0.280631914,10
0.210791857,10
0.153109529,10
0.138527664,10
0.158693282,10
0.068071641,10
0.015764821,10
0.00573191,10
-0.116280545,10
-0.192697772,10
-0.218773386,10
-0.117735693,10
-0.152950847,10
-0.151429423,10
-0.185384712,10
-0.103521856,10
-0.043548878,10
-0.013739489,10
0.139509456,10
0.227293428,10
0.264188314,10
0.295832457,10
0.207143528,10
0.123297514,10
0.059234257,10
0.024188629,10
0.001886314,10
0.005080807,10
-0.088798096,10
-0.123159048,10
-0.195961024,10
-0.275498512,10
-0.216245256,10
-0.136755628,10
-0.045286064,10
-0.022490682,10
-0.008347391,10
0.089861454,10
0.153136627,10
0.141818664,10
0.205862832,10
0.264987266,10
0.146373983,10
0.083878991,10
0.035982996,10
0.013536498,10
-0.000871251,10
-0.146246126,10
-0.092015563,10
-0.103515781,10
-0.239813891,10
0.041196339,10
0.02368192,10
0.176188271,10
0.275504604,10
0.294453365,10
0.21260238,10
0.127165131,10
0.098009763,10
0.150391299,10
0.063216434,10
0.017236689,10
-0.000352158,10
-0.103026083,10
-0.153659042,10
-0.203775021,10
-0.248671511,10
-0.175199755,10
-0.133590878,10
-0.061417539,10
-0.034008769,10
-0.013575135,10
0.006207283,10
0.123974941,10
0.170193371,10
0.239624135,10
0.260611518,10
0.151183209,10
0.103820354,10
0.045332177,10
0.023438289,10
0.003898144,10
-0.134027428,10
-0.106542214,10
-0.115916107,10
-0.255490553,10
-0.298531277,10
-0.188794138,10
-0.143044569,10
-0.088550285,10
-0.039251442,10
-0.018145121,10
0.156260189,10
0.144531595,10
0.157178097,10
0.273149349,10
0.243717974,10
0.113509987,10
0.010851994,10
-0.009831003,10
-0.009013002,10
-0.124632001,10
-0.163307,10
-0.092131,10
-0.113754,10
-0.2770805,10
-0.27593575,10
-0.167134375,10
-0.012737088,10
-0.003647694,10
-0.000963097,10
0.235618052,10
0.260290926,10
0.160676513,10
0.178447256,10
0.256239378,10
0.213474739,10
0.10139687,10
0.009844435,10
0.009945917,10
0.005568059,10
-0.196073971,10
-0.137653485,10
-0.062474793,10
-0.219205396,10
-0.311826698,10
-0.283298849,10
-0.089418675,10
-0.001867087,10
0.014452706,10
0.107903853,10
0.270566127,10
0.204075963,10
0.111489732,10
0.159167966,10
0.175478683,10
0.213481991,10
0.065974996,10
0.024368998,10
0.035541899,10
-0.136982551,10
-0.238567775,10
-0.164746888,10
-0.088241944,10
-0.183017972,10
-0.208180486,10
-0.102343443,10
-0.037999771,10
-0.025313886,10
-0.016138443,10
0.188262629,10
0.280631914,10
0.210791857,10
0.153109529,10
0.138527664,10
0.158693282,10
0.068071641,10
0.015764821,10
0.00573191,10
-0.116280545,10
-0.192697772,10
-0.218773386,10
-0.117735693,10
-0.152950847,10
-0.151429423,10
-0.185384712,10
-0.103521856,10
-0.043548878,10
-0.013739489,10
0.139509456,10
0.227293428,10
0.264188314,10
0.295832457,10
0.207143528,10
0.123297514,10
0.059234257,10
0.024188629,10
0.001886314,10
0.005080807,10
-0.088798096,10
-0.123159048,10
-0.195961024,10
-0.275498512,10
-0.216245256,10
-0.136755628,10
-0.045286064,10
-0.022490682,10
-0.008347391,10
0.089861454,10
0.153136627,10
0.141818664,10
0.205862832,10
0.264987266,10
0.146373983,10
0.083878991,10
0.035982996,10
0.013536498,10
-0.000871251,10
-0.146246126,10
-0.092015563,10
-0.103515781,10
-0.239813891,10
0.041196339,10
0.02368192,10
0.176188271,10
0.275504604,10
0.294453365,10
0.21260238,10
0.127165131,10
0.098009763,10
0.150391299,10
0.063216434,10
0.017236689,10
-0.000352158,10
-0.103026083,10
-0.153659042,10
-0.203775021,10
-0.248671511,10
-0.175199755,10
-0.133590878,10
-0.061417539,10
-0.034008769,10
-0.013575135,10
0.006207283,10
0.123974941,10
0.170193371,10
0.239624135,10
0.260611518,10
0.151183209,10
0.103820354,10
0.045332177,10
0.023438289,10
0.003898144,10
-0.134027428,10
-0.106542214,10
-0.115916107,10
-0.255490553,10
-0.298531277,10
-0.188794138,10
-0.143044569,10
-0.088550285,10
-0.039251442,10
-0.018145121,10
0.156260189,10
0.144531595,10
0.157178097,10
0.273149349,10
0.243717974,10
0.113509987,10
0.010851994,10
-0.009831003,10
-0.009013002,10
-0.124632001,10
-0.163307,10
-0.092131,10
-0.113754,10
-0.2770805,10
-0.27593575,10
-0.167134375,10
-0.012737088,10
-0.003647694,10
-0.000963097,10
0.235618052,10
0.260290926,10
0.160676513,10
0.178447256,10
0.256239378,10
0.213474739,10
0.10139687,10
0.009844435,10
0.009945917,10
0.005568059,10
-0.196073971,10
-0.137653485,10
-0.062474793,10
-0.219205396,10
-0.311826698,10
-0.283298849,10
-0.089418675,10
-0.001867087,10
0.014452706,10
0.107903853,10
0.270566127,10
0.204075963,10
0.111489732,10
0.159167966,10
0.175478683,10
0.213481991,10
0.065974996,10
0.024368998,10
0.035541899,10
-0.136982551,10
-0.238567775,10
-0.164746888,10
-0.088241944,10
-0.183017972,10
-0.208180486,10
-0.102343443,10
-0.037999771,10
-0.025313886,10
-0.016138443,10
0.188262629,10
0.280631914,10
0.210791857,10
0.153109529,10
0.138527664,10
0.158693282,10
0.068071641,10
0.015764821,10
0.00573191,10
-0.116280545,10
-0.192697772,10
-0.218773386,10
-0.117735693,10
-0.152950847,10
-0.151429423,10
-0.185384712,10
-0.103521856,10
-0.043548878,10
-0.013739489,10
0.139509456,10
0.227293428,10
0.264188314,10
0.295832457,10
0.207143528,10
0.123297514,10
0.059234257,10
0.024188629,10
0.001886314,10
0.005080807,10
-0.088798096,10
-0.123159048,10
-0.195961024,10
-0.275498512,10
-0.216245256,10
-0.136755628,10
-0.045286064,10
-0.022490682,10
-0.008347391,10
0.089861454,10
0.153136627,10
0.141818664,10
0.205862832,10
0.264987266,10
0.146373983,10
0.083878991,10
0.035982996,10
0.013536498,10
-0.000871251,10
-0.146246126,10
-0.092015563,10
-0.103515781,10
-0.239813891,10
0.041196339,10
0.02368192,10
0.176188271,10
0.275504604,10
0.294453365,10
0.21260238,10
0.127165131,10
0.098009763,10
0.150391299,10
0.063216434,10
0.017236689,10
-0.000352158,10
-0.103026083,10
-0.153659042,10
-0.203775021,10
-0.248671511,10
-0.175199755,10
-0.133590878,10
-0.061417539,10
-0.034008769,10
-0.013575135,10
0.006207283,10
0.123974941,10
0.170193371,10
0.239624135,10
0.260611518,10
0.151183209,10
0.103820354,10
0.045332177,10
0.023438289,10
0.003898144,10
-0.134027428,10
-0.106542214,10
-0.115916107,10
-0.255490553,10
-0.298531277,10
-0.188794138,10
-0.143044569,10
-0.088550285,10
-0.039251442,10
-0.018145121,10
0.156260189,10
0.144531595,10
0.157178097,10
0.273149349,10
0.243717974,10
0.113509987,10
0.010851994,10
-0.009831003,10
-0.009013002,10
-0.124632001,10
-0.163307,10
-0.092131,10
-0.113754,10
-0.2770805,10
-0.27593575,10
-0.167134375,10
-0.012737088,10
-0.003647694,10
-0.000963097,10
0.235618052,10
0.260290926,10
0.160676513,10
0.178447256,10
0.256239378,10
0.213474739,10
0.10139687,10
0.009844435,10
0.009945917,10
0.005568059,10
-0.196073971,10
-0.137653485,10
-0.062474793,10
-0.219205396,10
-0.311826698,10
-0.283298849,10
-0.089418675,10
-0.001867087,10
0.014452706,10
0.107903853,10
0.270566127,10
0.204075963,10
0.111489732,10
0.159167966,10
0.175478683,10
0.213481991,10
0.065974996,10
0.024368998,10
0.035541899,10
-0.136982551,10
-0.238567775,10
-0.164746888,10
-0.088241944,10
-0.183017972,10
-0.208180486,10
-0.102343443,10
-0.037999771,10
-0.025313886,10
-0.016138443,10
0.188262629,10
0.280631914,10
0.210791857,10
0.153109529,10
0.138527664,10
0.158693282,10
0.068071641,10
0.015764821,10
0.00573191,10
-0.116280545,10
-0.192697772,10
-0.218773386,10
-0.117735693,10
-0.152950847,10
-0.151429423,10
-0.185384712,10
-0.103521856,10
-0.043548878,10
-0.013739489,10
0.139509456,10
0.227293428,10
0.264188314,10
0.295832457,10
0.207143528,10
0.123297514,10
0.059234257,10
0.024188629,10
0.001886314,10
0.005080807,10
-0.088798096,10
-0.123159048,10
-0.195961024,10
-0.275498512,10
-0.216245256,10
-0.136755628,10
-0.045286064,10
-0.022490682,10
-0.008347391,10
0.089861454,10
0.153136627,10
0.141818664,10
0.205862832,10
0.264987266,10
0.146373983,10
0.083878991,10
0.035982996,10
0.013536498,10
-0.000871251,10
-0.146246126,10
-0.092015563,10
-0.103515781,10
-0.239813891,10
0.041196339,10
0.02368192,10
0.176188271,10
0.275504604,10
0.294453365,10
0.21260238,10
0.127165131,10
0.098009763,10
0.150391299,10
0.063216434,10
0.017236689,10
-0.000352158,10
-0.103026083,10
-0.153659042,10
-0.203775021,10
-0.248671511,10
-0.175199755,10
-0.133590878,10
-0.061417539,10
-0.034008769,10
-0.013575135,10
0.006207283,10
0.123974941,10
0.170193371,10
0.239624135,10
0.260611518,10
0.151183209,10
0.103820354,10
0.045332177,10
0.023438289,10
0.003898144,10
-0.134027428,10
-0.106542214,10
-0.115916107,10
-0.255490553,10
-0.298531277,10
-0.188794138,10
-0.143044569,10
-0.088550285,10
-0.039251442,10
-0.018145121,10
0.156260189,10
0.144531595,10
0.157178097,10
0.273149349,10
0.243717974,10
0.113509987,10
0.010851994,10
-0.009831003,10
-0.009013002,10
-0.124632001,10
-0.163307,10
-0.092131,10
-0.113754,10
-0.2770805,10
-0.27593575,10
-0.167134375,10
-0.012737088,10
-0.003647694,10
-0.000963097,10
0.235618052,10
0.260290926,10
0.160676513,10
0.178447256,10
0.256239378,10
0.213474739,10
0.10139687,10
0.009844435,10
0.009945917,10
0.005568059,10
-0.196073971,10
-0.137653485,10
-0.062474793,10
-0.219205396,10
-0.311826698,10
-0.283298849,10
-0.089418675,10
-0.001867087,10
0.014452706,10
0.107903853,10
0.270566127,10
0.204075963,10
0.111489732,10
0.159167966,10
0.175478683,10
0.213481991,10
0.065974996,10
0.024368998,10
0.035541899,10
-0.136982551,10
-0.238567775,10
-0.164746888,10
-0.088241944,10
-0.183017972,10
-0.208180486,10
-0.102343443,10
-0.037999771,10
-0.025313886,10
-0.016138443,10
0.188262629,10
0.280631914,10
0.210791857,10
0.153109529,10
0.138527664,10
0.158693282,10
0.068071641,10
0.015764821,10
0.00573191,10
-0.116280545,10
-0.192697772,10
-0.218773386,10
-0.117735693,10
-0.152950847,10
-0.151429423,10
-0.185384712,10
-0.103521856,10
-0.043548878,10
-0.013739489,10
0.139509456,10
0.227293428,10
0.264188314,10
0.295832457,10
0.207143528,10
0.123297514,10
0.059234257,10
0.024188629,10
0.001886314,10
0.005080807,10
-0.088798096,10
-0.123159048,10
-0.195961024,10
-0.275498512,10
-0.216245256,10
-0.136755628,10
-0.045286064,10
-0.022490682,10
-0.008347391,10
0.089861454,10
0.153136627,10
0.141818664,10
0.205862832,10
0.264987266,10
0.146373983,10
0.083878991,10
0.035982996,10
0.013536498,10
-0.000871251,10
-0.146246126,10
-0.092015563,10
-0.103515781,10
-0.239813891,10
0.041196339,10
0.02368192,10
0.176188271,10
0.275504604,10
0.294453365,10
0.21260238,10
0.127165131,10
0.098009763,10
0.150391299,10
0.063216434,10
0.017236689,10
-0.000352158,10
-0.103026083,10
-0.153659042,10
-0.203775021,10
-0.248671511,10
-0.175199755,10
-0.133590878,10
-0.061417539,10
-0.034008769,10
-0.013575135,10
0.006207283,10
0.123974941,10
0.170193371,10
0.239624135,10
0.260611518,10
0.151183209,10
0.103820354,10
0.045332177,10
0.023438289,10
0.003898144,10
-0.134027428,10
-0.106542214,10
-0.115916107,10
-0.255490553,10
-0.298531277,10
-0.188794138,10
-0.143044569,10
-0.088550285,10
-0.039251442,10
-0.018145121,10
0.156260189,10
0.144531595,10
0.157178097,10
0.273149349,10
0.243717974,10
0.113509987,10
0.010851994,10
-0.009831003,10
-0.009013002,10
-0.124632001,10
-0.163307,10
-0.092131,10
-0.113754,10
-0.2770805,10
-0.27593575,10
-0.167134375,10
-0.012737088,10
-0.003647694,10
-0.000963097,10
0.235618052,10
0.260290926,10
0.160676513,10
0.178447256,10
0.256239378,10
0.213474739,10
0.10139687,10
0.009844435,10
0.009945917,10
0.005568059,10
-0.196073971,10
-0.137653485,10
-0.062474793,10
-0.219205396,10
-0.311826698,10
-0.283298849,10
-0.089418675,10
-0.001867087,10
0.014452706,10
0.107903853,10
0.270566127,10
0.204075963,10
0.111489732,10
0.159167966,10
0.175478683,10
0.213481991,10
0.065974996,10
0.024368998,10
0.035541899,10
-0.136982551,10
-0.238567775,10
-0.164746888,10
-0.088241944,10
-0.183017972,10
-0.208180486,10
-0.102343443,10
-0.037999771,10
-0.025313886,10
-0.016138443,10
0.188262629,10
0.280631914,10
0.210791857,10
0.153109529,10
0.138527664,10
0.158693282,10
0.068071641,10
0.015764821,10
0.00573191,10
-0.116280545,10
-0.192697772,10
-0.218773386,10
-0.117735693,10
-0.152950847,10
-0.151429423,10
-0.185384712,10
-0.103521856,10
-0.043548878,10
-0.013739489,10
0.139509456,10
0.227293428,10
0.264188314,10
0.295832457,10
0.207143528,10
0.123297514,10
0.059234257,10
0.024188629,10
0.001886314,10
0.005080807,10
-0.088798096,10
-0.123159048,10
-0.195961024,10
-0.275498512,10
-0.216245256,10
-0.136755628,10
-0.045286064,10
-0.022490682,10
-0.008347391,10
0.089861454,10
0.153136627,10
0.141818664,10
0.205862832,10
0.264987266,10
0.146373983,10
0.083878991,10
0.035982996,10
0.013536498,10
-0.000871251,10
-0.146246126,10
-0.092015563,10
-0.103515781,10
-0.239813891,10
0.041196339,10
0.02368192,10
0.176188271,10
0.275504604,10
0.294453365,10
0.21260238,10
0.127165131,10
0.098009763,10
0.150391299,10
0.063216434,10
0.017236689,10
-0.000352158,10
-0.103026083,10
-0.153659042,10
-0.203775021,10
-0.248671511,10
-0.175199755,10
-0.133590878,10
-0.061417539,10
-0.034008769,10
-0.013575135,10
0.006207283,10
0.123974941,10
0.170193371,10
0.239624135,10
0.260611518,10
0.151183209,10
0.103820354,10
0.045332177,10
0.023438289,10
0.003898144,10
-0.134027428,10
-0.106542214,10
-0.115916107,10
-0.255490553,10
-0.298531277,10
-0.188794138,10
-0.143044569,10
-0.088550285,10
-0.039251442,10
-0.018145121,10
0.156260189,10
0.144531595,10
0.157178097,10
0.273149349,10
0.243717974,10
0.113509987,10
0.010851994,10
-0.009831003,10
-0.009013002,10
-0.124632001,10
-0.163307,10
-0.092131,10
-0.113754,10
-0.2770805,10
-0.27593575,10
-0.167134375,10
-0.012737088,10
-0.003647694,10
-0.000963097,10
0.235618052,10
0.260290926,10
0.160676513,10
0.178447256,10
0.256239378,10
0.213474739,10
0.10139687,10
