Input,LGNoise,HPF(1),LPF(2),Kal(3),HPFKal(13),LPFKal(23),EKF(4),Control
-0.294035713,0.703540988,0.227317424,4.037744542,0.582487053,0.281445106,3.685788254,0.309987187,13
-0.290769525,0.684307745,0.079362597,4.04925065,0.582487053,0.281445106,3.685788254,0.309987187,13
-0.287419489,0.684893841,0.074905467,4.060767511,0.582487053,0.281445106,3.685788254,0.309987187,13
-0.28398657,0.682411341,0.051046892,4.07229342,0.582487053,0.281445106,3.685788254,0.309987187,13
-0.280471759,0.682795329,0.048221083,4.083826671,0.582487053,0.281445106,3.685788254,0.309987187,13
-0.27687607,0.691434225,0.099215978,4.095365554,0.636960639,0.190330542,3.890576904,0.346272514,13
-0.273200539,0.691615785,0.090257675,4.10690836,0.636960639,0.190330542,3.890576904,0.346272514,13
-0.269446226,0.669488446,-0.062341602,4.118453377,0.636960639,0.190330542,3.890576904,0.346272514,13
-0.265614214,0.669467492,-0.056149363,4.129998896,0.636960639,0.190330542,3.890576904,0.346272514,13
-0.261705607,0.625837456,-0.333182107,4.141543205,0.636960639,0.190330542,3.890576904,0.346272514,13
-0.257721533,0.625614134,-0.300748129,4.153084596,0.636960639,0.190330542,3.890576904,0.346272514,13
-0.253663142,0.699444633,0.20837102,4.16462136,0.636960639,0.190330542,3.890576904,0.346272514,13
-0.249531602,0.699019322,0.184605429,4.176151792,0.636960639,0.190330542,3.890576904,0.346272514,13
-0.245328106,0.67064497,-0.017852367,4.187674186,0.636960639,0.190330542,3.890576904,0.346272514,13
-0.241053865,0.670018282,-0.019897973,4.199186843,0.636960639,0.190330542,3.890576904,0.346272514,13
-0.236710112,0.68499113,0.079398229,4.210688064,0.636960639,0.190330542,3.890576904,0.346272514,13
-0.2322981,0.684163906,0.066250882,4.222176156,0.636960639,0.190330542,3.890576904,0.346272514,13
-0.227819102,0.70430168,0.190345359,4.233649429,0.636960639,0.190330542,3.890576904,0.346272514,13
-0.223274407,0.703274994,0.164712916,4.245106197,0.636960639,0.190330542,3.890576904,0.346272514,13
-0.218665328,0.656997513,-0.151555446,4.256544782,0.636960639,0.190330542,3.890576904,0.346272514,13
-0.213993194,0.655772667,-0.143708886,4.267963509,0.636960639,0.190330542,3.890576904,0.346272514,13
-0.20925935,0.636276676,-0.255040908,4.279360711,0.636960639,0.190330542,3.890576904,0.346272514,13
-0.204465164,0.6348552,-0.237900892,4.290734726,0.636960639,0.190330542,3.890576904,0.346272514,13
-0.199612016,0.605184316,-0.405551983,4.302083902,0.636960639,0.190330542,3.890576904,0.346272514,13
-0.194701307,0.603567967,-0.374335438,4.313406591,0.636960639,0.190330542,3.890576904,0.346272514,13
-0.189734453,0.636927427,-0.119576211,4.324701156,0.636944033,0.035377166,4.10763903,0.37392117,13
-0.184712886,0.635118184,-0.118566687,4.335965968,0.636944033,0.035377166,4.10763903,0.37392117,13
-0.179638054,0.700366932,0.316975264,4.347199405,0.636944033,0.035377166,4.10763903,0.37392117,13
-0.17451142,0.698366999,0.272510525,4.358399858,0.636944033,0.035377166,4.10763903,0.37392117,13
-0.169334463,0.661242924,0.004950264,4.369565726,0.636944033,0.035377166,4.10763903,0.37392117,13
-0.164108675,0.65905472,-0.009006526,4.380695418,0.636944033,0.035377166,4.10763903,0.37392117,13
-0.158835564,0.676417969,0.105197239,4.391787354,0.636944033,0.035377166,4.10763903,0.37392117,13
-0.15351665,0.674044132,0.079926272,4.402839967,0.636944033,0.035377166,4.10763903,0.37392117,13
-0.148153468,0.700477661,0.243951151,4.413851701,0.636944033,0.035377166,4.10763903,0.37392117,13
-0.142747562,0.697921042,0.203475759,4.42482101,0.636944033,0.035377166,4.10763903,0.37392117,13
-0.137300493,0.628483175,-0.266319213,4.435746365,0.636944033,0.035377166,4.10763903,0.37392117,13
-0.131813832,0.625746835,-0.256115682,4.446626247,0.636944033,0.035377166,4.10763903,0.37392117,13
-0.126289159,0.661574666,0.003016484,4.457459152,0.636944033,0.035377166,4.10763903,0.37392117,13
-0.120728069,0.658661872,-0.015197255,4.468243588,0.636944033,0.035377166,4.10763903,0.37392117,13
-0.115132165,0.688372881,0.179901393,4.47897808,0.636944033,0.035377166,4.10763903,0.37392117,13
-0.109503061,0.685287103,0.142673843,4.489661167,0.636944033,0.035377166,4.10763903,0.37392117,13
-0.10384238,0.587381803,-0.505272545,4.500291402,0.636944033,0.035377166,4.10763903,0.37392117,13
-0.098151754,0.58412671,-0.474007563,4.510867356,0.636944033,0.035377166,4.10763903,0.37392117,13
-0.092432824,0.585437391,-0.416296739,4.521387614,0.636944033,0.035377166,4.10763903,0.37392117,13
-0.08668724,0.582016847,-0.395078037,4.531850779,0.636944033,0.035377166,4.10763903,0.37392117,13
-0.080916658,0.604295713,-0.209427541,4.542255469,0.620619873,-0.087025188,4.32494725,0.395835614,13
-0.075122743,0.60071377,-0.210194304,4.552600323,0.620619873,-0.087025188,4.32494725,0.395835614,13
-0.069307165,0.612498727,-0.111263832,4.562883993,0.620619873,-0.087025188,4.32494725,0.395835614,13
-0.063471601,0.608759625,-0.122958309,4.573105153,0.620619873,-0.087025188,4.32494725,0.395835614,13
-0.057617733,0.568443542,-0.370495602,4.583262493,0.620619873,-0.087025188,4.32494725,0.395835614,13
-0.051747251,0.5645517,-0.356821281,4.593354724,0.620619873,-0.087025188,4.32494725,0.395835614,13
-0.045861847,0.567250439,-0.301796048,4.603380573,0.620619873,-0.087025188,4.32494725,0.395835614,13
-0.039963217,0.563210451,-0.296003937,4.613338791,0.620619873,-0.087025188,4.32494725,0.395835614,13
-0.034053064,0.508285826,-0.620558686,4.623228145,0.620619873,-0.087025188,4.32494725,0.395835614,13
-0.028133091,0.504102457,-0.583298907,4.633047423,0.620619873,-0.087025188,4.32494725,0.395835614,13
-0.022205005,0.52051661,-0.416304352,4.642795437,0.620619873,-0.087025188,4.32494725,0.395835614,13
-0.016270516,0.51619479,-0.400623614,4.652471015,0.620619873,-0.087025188,4.32494725,0.395835614,13
-0.010331335,0.569038269,-0.016023279,4.662073011,0.620619873,-0.087025188,4.32494725,0.395835614,13
-0.004389174,0.564583086,-0.041783565,4.671600297,0.620619873,-0.087025188,4.32494725,0.395835614,13
0.001554251,0.60969587,0.256342102,4.681051768,0.620619873,-0.087025188,4.32494725,0.395835614,13
0.007497229,0.605112564,0.2021542,4.690426343,0.620619873,-0.087025188,4.32494725,0.395835614,13
0.013438045,0.527310703,-0.321043201,4.699722963,0.620619873,-0.087025188,4.32494725,0.395835614,13
0.019374985,0.522604663,-0.317390871,4.708940589,0.620619873,-0.087025188,4.32494725,0.395835614,13
0.025306339,0.603331735,0.239602728,4.718078208,0.620619873,-0.087025188,4.32494725,0.395835614,13
0.031230395,0.59850849,0.185639154,4.727134832,0.620619873,-0.087025188,4.32494725,0.395835614,13
0.037145445,0.517878989,-0.354129438,4.736109492,0.569249431,-0.220577313,4.530528371,0.407445017,13
0.043049784,0.512944204,-0.348525062,4.745001248,0.569249431,-0.220577313,4.530528371,0.407445017,13
0.048941708,0.486767466,-0.481140499,4.753809181,0.569249431,-0.220577313,4.530528371,0.407445017,13
0.05481952,0.481726931,-0.463296545,4.762532397,0.569249431,-0.220577313,4.530528371,0.407445017,13
0.060681523,0.534198795,-0.07450854,4.771170029,0.569249431,-0.220577313,4.530528371,0.407445017,13
0.066526028,0.529058423,-0.098544031,4.779721234,0.569249431,-0.220577313,4.530528371,0.407445017,13
0.072351349,0.457693694,-0.549324361,4.788185192,0.569249431,-0.220577313,4.530528371,0.407445017,13
0.078155806,0.452459511,-0.525750828,4.796561112,0.569249431,-0.220577313,4.530528371,0.407445017,13
0.083937726,0.555736943,0.1987092,4.804848227,0.569249431,-0.220577313,4.530528371,0.407445017,13
0.089695441,0.550415084,0.145831791,4.813045797,0.569249431,-0.220577313,4.530528371,0.407445017,13
0.095427291,0.452371983,-0.502591889,4.821153106,0.569249431,-0.220577313,4.530528371,0.407445017,13
0.101131622,0.446968682,-0.48479998,4.829169468,0.569249431,-0.220577313,4.530528371,0.407445017,13
0.106806791,0.458685991,-0.357842044,4.83709422,0.569249431,-0.220577313,4.530528371,0.407445017,13
0.112451161,0.453207577,-0.355201189,4.844926729,0.569249431,-0.220577313,4.530528371,0.407445017,13
0.118063103,0.454729344,-0.307448309,4.852666387,0.569249431,-0.220577313,4.530528371,0.407445017,13
0.123640999,0.44918223,-0.310343602,4.860312613,0.569249431,-0.220577313,4.530528371,0.407445017,13
0.129183242,0.39869173,-0.604212382,4.867864854,0.569249431,-0.220577313,4.530528371,0.407445017,13
0.134688233,0.393082409,-0.577373517,4.875322586,0.569249431,-0.220577313,4.530528371,0.407445017,13
0.140154384,0.457685893,-0.098199446,4.882685309,0.569249431,-0.220577313,4.530528371,0.407445017,13
0.145580119,0.452020927,-0.123053808,4.889952555,0.569249431,-0.220577313,4.530528371,0.407445017,13
0.150963874,0.412931656,-0.362000234,4.897123881,0.491090543,-0.291288773,4.713826126,0.407966935,13
0.156304096,0.407217671,-0.36038456,4.904198873,0.491090543,-0.291288773,4.713826126,0.407966935,13
0.161599245,0.478196885,0.138123228,4.911177145,0.491090543,-0.291288773,4.713826126,0.407966935,13
0.166847794,0.472440564,0.088725155,4.918058339,0.491090543,-0.291288773,4.713826126,0.407966935,13
0.17204823,0.361934548,-0.634536329,4.924842127,0.491090543,-0.291288773,4.713826126,0.407966935,13
0.177199053,0.356142621,-0.605741725,4.931528207,0.491090543,-0.291288773,4.713826126,0.407966935,13
0.182298778,0.387025483,-0.342174762,4.938116307,0.491090543,-0.291288773,4.713826126,0.407966935,13
0.187345934,0.381204721,-0.34322675,4.944606184,0.491090543,-0.291288773,4.713826126,0.407966935,13
0.192339066,0.339291053,-0.57808604,4.950997623,0.491090543,-0.291288773,4.713826126,0.407966935,13
0.197276733,0.333448259,-0.555332418,4.957290437,0.491090543,-0.291288773,4.713826126,0.407966935,13
0.202157513,0.340181389,-0.453380404,4.96348447,0.491090543,-0.291288773,4.713826126,0.407966935,13
0.206979997,0.334323391,-0.443375471,4.969579593,0.491090543,-0.291288773,4.713826126,0.407966935,13
0.211742795,0.345659749,-0.322947459,4.975575706,0.491090543,-0.291288773,4.713826126,0.407966935,13
0.216444533,0.33979339,-0.326230368,4.981472739,0.491090543,-0.291288773,4.713826126,0.407966935,13
0.221083856,0.331505077,-0.344876175,4.98727065,0.491090543,-0.291288773,4.713826126,0.407966935,13
0.225659426,0.325637212,-0.345942778,4.992969426,0.491090543,-0.291288773,4.713826126,0.407966935,13
0.230169924,0.297688619,-0.490006851,4.998569084,0.491090543,-0.291288773,4.713826126,0.407966935,13
0.234614048,0.291826102,-0.476312192,5.004069669,0.491090543,-0.291288773,4.713826126,0.407966935,13
0.238990517,0.329367138,-0.182710529,5.009471255,0.491090543,-0.291288773,4.713826126,0.407966935,13
0.243298069,0.323516815,-0.200125894,5.014773945,0.491090543,-0.291288773,4.713826126,0.407966935,13
0.247535463,0.389869805,0.252172955,5.01997787,0.440480174,-0.019557909,4.866901998,0.406245443,13
0.251701475,0.384038509,0.19074171,5.025083192,0.440480174,-0.019557909,4.866901998,0.406245443,13
0.255794906,0.28129534,-0.492545143,5.0300901,0.440480174,-0.019557909,4.866901998,0.406245443,13
0.259814573,0.275489882,-0.478241633,5.034998812,0.440480174,-0.019557909,4.866901998,0.406245443,13
0.263759319,0.280063902,-0.398125355,5.039809576,0.440480174,-0.019557909,4.866901998,0.406245443,13
0.267628005,0.274291059,-0.393203138,5.044522666,0.440480174,-0.019557909,4.866901998,0.406245443,13
0.271419517,0.215675856,-0.731257993,5.049138387,0.440480174,-0.019557909,4.866901998,0.406245443,13
0.27513276,0.20994237,-0.692286601,5.053657071,0.440480174,-0.019557909,4.866901998,0.406245443,13
0.278766664,0.299400832,-0.040338437,5.058079079,0.440480174,-0.019557909,4.866901998,0.406245443,13
0.282320181,0.293713397,-0.071199983,5.0624048,0.440480174,-0.019557909,4.866901998,0.406245443,13
0.285792287,0.22910586,-0.480799258,5.066634652,0.440480174,-0.019557909,4.866901998,0.406245443,13
0.289181979,0.223471117,-0.46663775,5.070769078,0.440480174,-0.019557909,4.866901998,0.406245443,13
0.292488281,0.203424082,-0.547329008,5.074808553,0.440480174,-0.019557909,4.866901998,0.406245443,13
0.29571024,0.197848609,-0.526051428,5.078753576,0.440480174,-0.019557909,4.866901998,0.406245443,13
0.298846925,0.180979101,-0.580140445,5.082604676,0.440480174,-0.019557909,4.866901998,0.406245443,13
0.301897433,0.175469409,-0.555128598,5.086362409,0.440480174,-0.019557909,4.866901998,0.406245443,13
0.304860884,0.240896431,-0.072925906,5.090027358,0.440480174,-0.019557909,4.866901998,0.406245443,13
0.307736424,0.235458953,-0.098943378,5.093600132,0.440480174,-0.019557909,4.866901998,0.406245443,13
0.310523222,0.211238544,-0.244065518,5.097081369,0.440480174,-0.019557909,4.866901998,0.406245443,13
0.313220476,0.205879629,-0.252232291,5.100471733,0.440480174,-0.019557909,4.866901998,0.406245443,13
0.315827408,0.127280011,-0.734257132,5.103771912,0.283880093,-0.376907521,4.985336955,0.379708832,13
0.318343266,0.122005917,-0.692156589,5.106982624,0.283880093,-0.376907521,4.985336955,0.379708832,13
0.320767324,0.235154273,0.113152498,5.110104612,0.283880093,-0.376907521,4.985336955,0.379708832,13
0.323098883,0.22997116,0.069815247,5.113138644,0.283880093,-0.376907521,4.985336955,0.379708832,13
0.325337272,0.153449697,-0.431483782,5.116085514,0.283880093,-0.376907521,4.985336955,0.379708832,13
0.327481845,0.148363617,-0.418953486,5.118946042,0.283880093,-0.376907521,4.985336955,0.379708832,13
0.329531982,0.13690145,-0.449035124,5.121721072,0.283880093,-0.376907521,4.985336955,0.379708832,13
0.331487094,0.131918344,-0.434090607,5.124411476,0.283880093,-0.376907521,4.985336955,0.379708832,13
0.333346616,0.133025137,-0.381211948,5.127018146,0.283880093,-0.376907521,4.985336955,0.379708832,13
0.335110012,0.128150826,-0.372481445,5.129542002,0.283880093,-0.376907521,4.985336955,0.379708832,13
0.336776773,0.154337229,-0.163351302,5.131983988,0.283880093,-0.376907521,4.985336955,0.379708832,13
0.338346419,0.149577409,-0.176025974,5.13434507,0.283880093,-0.376907521,4.985336955,0.379708832,13
0.339818498,0.107884212,-0.42679939,5.13662624,0.283880093,-0.376907521,4.985336955,0.379708832,13
0.341192584,0.103244444,-0.412000697,5.138828511,0.283880093,-0.376907521,4.985336955,0.379708832,13
0.342468282,0.135611519,-0.158883161,5.14095292,0.283880093,-0.376907521,4.985336955,0.379708832,13
0.343645223,0.131097226,-0.170501895,5.143000528,0.283880093,-0.376907521,4.985336955,0.379708832,13
0.344723069,0.141051189,-0.087194357,5.144972416,0.283880093,-0.376907521,4.985336955,0.379708832,13
0.345701508,0.136667649,-0.105284461,5.14686969,0.283880093,-0.376907521,4.985336955,0.379708832,13
0.346580259,0.12072284,-0.196489775,5.148693475,0.283880093,-0.376907521,4.985336955,0.379708832,13
0.347359067,0.116475177,-0.202653038,5.150444919,0.283880093,-0.376907521,4.985336955,0.379708832,13
0.348037709,0.11667346,-0.179399961,5.152125192,0.200276776,-0.278153741,5.068731074,0.354687578,13
0.348615988,0.112566644,-0.186431725,5.153735483,0.200276776,-0.278153741,5.068731074,0.354687578,13
0.349093738,0.104369538,-0.219283165,5.155277002,0.200276776,-0.278153741,5.068731074,0.354687578,13
0.349470821,0.100408372,-0.221372147,5.156750979,0.200276776,-0.278153741,5.068731074,0.354687578,13
0.349747128,0.101015869,-0.193664532,5.158158665,0.200276776,-0.278153741,5.068731074,0.354687578,13
0.34992258,0.09720499,-0.197429523,5.15950133,0.200276776,-0.278153741,5.068731074,0.354687578,13
0.349997127,0.017858045,-0.690387338,5.160780261,0.200276776,-0.278153741,5.068731074,0.354687578,13
0.349970745,0.014201915,-0.642792464,5.161996765,0.200276776,-0.278153741,5.068731074,0.354687578,13
0.349843444,0.055483263,-0.308814224,5.16315217,0.200276776,-0.278153741,5.068731074,0.354687578,13
0.34961526,0.051986165,-0.298964731,5.164247817,0.200276776,-0.278153741,5.068731074,0.354687578,13
0.349286259,0.052534614,-0.26392268,5.165285067,0.200276776,-0.278153741,5.068731074,0.354687578,13
0.348856535,0.049200647,-0.257626134,5.166265299,0.200276776,-0.278153741,5.068731074,0.354687578,13
0.348326212,0.095149973,0.067408705,5.167189908,0.200276776,-0.278153741,5.068731074,0.354687578,13
0.347695444,0.091983046,0.041107729,5.168060304,0.200276776,-0.278153741,5.068731074,0.354687578,13
0.346964412,-0.005476454,-0.593662696,5.168877914,0.200276776,-0.278153741,5.068731074,0.354687578,13
0.346133328,-0.008472625,-0.551826958,5.16964418,0.200276776,-0.278153741,5.068731074,0.354687578,13
0.34520243,0.039032688,-0.186965662,5.170360561,0.200276776,-0.278153741,5.068731074,0.354687578,13
0.344171987,0.036210791,-0.185331277,5.171028528,0.200276776,-0.278153741,5.068731074,0.354687578,13
0.343042297,0.02053015,-0.267229814,5.171649567,0.200276776,-0.278153741,5.068731074,0.354687578,13
0.341813685,0.017885844,-0.256358421,5.17222518,0.200276776,-0.278153741,5.068731074,0.354687578,13
0.340486505,0.038536995,-0.095642501,5.172756878,0.119406885,-0.186898121,5.120743976,0.324613743,13
0.33906114,0.03607339,-0.101073473,5.173246189,0.119406885,-0.186898121,5.120743976,0.324613743,13
0.337538002,0.045839791,-0.026721202,5.173694652,0.119406885,-0.186898121,5.120743976,0.324613743,13
0.335917528,0.04355979,-0.038017918,5.174103817,0.119406885,-0.186898121,5.120743976,0.324613743,13
0.334200188,0.046651484,-0.013385296,5.174475247,0.119406885,-0.186898121,5.120743976,0.324613743,13
0.332386475,0.044557775,-0.024890294,5.174810516,0.119406885,-0.186898121,5.120743976,0.324613743,13
0.330476913,-0.005614752,-0.346858022,5.175111207,0.119406885,-0.186898121,5.120743976,0.324613743,13
0.328472053,-0.007519694,-0.323361139,5.175378916,0.119406885,-0.186898121,5.120743976,0.324613743,13
0.326372473,-0.008092932,-0.293649851,5.175615247,0.119406885,-0.186898121,5.120743976,0.324613743,13
0.324178777,-0.009806853,-0.274378533,5.175821814,0.119406885,-0.186898121,5.120743976,0.324613743,13
0.321891599,-0.021508447,-0.321825224,5.176000238,0.119406885,-0.186898121,5.120743976,0.324613743,13
0.319511599,-0.023029313,-0.29850798,5.17615215,0.119406885,-0.186898121,5.120743976,0.324613743,13
0.317039462,0.039606146,0.138207604,5.17627919,0.119406885,-0.186898121,5.120743976,0.324613743,13
0.314475902,0.038280146,0.116037362,5.176383003,0.119406885,-0.186898121,5.120743976,0.324613743,13
0.311821657,0.002435154,-0.127633366,5.176465242,0.119406885,-0.186898121,5.120743976,0.324613743,13
0.309077493,0.001305604,-0.121617955,5.176527567,0.119406885,-0.186898121,5.120743976,0.324613743,13
0.306244202,-0.023929893,-0.272476672,5.176571643,0.119406885,-0.186898121,5.120743976,0.324613743,13
0.3033226,-0.024861636,-0.250546403,5.176599141,0.119406885,-0.186898121,5.120743976,0.324613743,13
0.300313531,0.062196853,0.33938978,5.176611737,0.119406885,-0.186898121,5.120743976,0.324613743,13
0.29721786,0.061464046,0.300449127,5.176611112,0.119406885,-0.186898121,5.120743976,0.324613743,13
0.294036483,-0.005157362,-0.161597159,5.176598949,0.057124762,-0.17424764,5.148671463,0.293244263,13
0.290770315,-0.005690334,-0.148468204,5.176576938,0.057124762,-0.17424764,5.148671463,0.293244263,13
0.287420298,-0.001506278,-0.106134071,5.176546768,0.057124762,-0.17424764,5.148671463,0.293244263,13
0.283987399,-0.001838749,-0.09740129,5.176510134,0.057124762,-0.17424764,5.148671463,0.293244263,13
0.280472608,-0.023868542,-0.230208689,5.176468731,0.057124762,-0.17424764,5.148671463,0.293244263,13
0.276876938,-0.024000076,-0.207649501,5.176424258,0.057124762,-0.17424764,5.148671463,0.293244263,13
0.273201426,-0.019323594,-0.156252575,5.176378411,0.057124762,-0.17424764,5.148671463,0.293244263,13
0.269447131,-0.01925399,-0.139962373,5.176332891,0.057124762,-0.17424764,5.148671463,0.293244263,13
0.265615137,0.020019452,0.128721066,5.176289396,0.057124762,-0.17424764,5.148671463,0.293244263,13
0.261706549,0.020290165,0.117327526,5.176249626,0.057124762,-0.17424764,5.148671463,0.293244263,13
0.257722493,-0.041874759,-0.297588768,5.176215277,0.057124762,-0.17424764,5.148671463,0.293244263,13
0.253664119,-0.041403201,-0.264484929,5.176188048,0.057124762,-0.17424764,5.148671463,0.293244263,13
0.249532597,0.040295642,0.291659927,5.176169632,0.057124762,-0.17424764,5.148671463,0.293244263,13
0.245329117,0.04096755,0.26619679,5.176161721,0.057124762,-0.17424764,5.148671463,0.293244263,13
0.241054893,0.017449077,0.086506401,5.176166007,0.057124762,-0.17424764,5.148671463,0.293244263,13
0.236711157,0.018320606,0.083089643,5.176184173,0.057124762,-0.17424764,5.148671463,0.293244263,13
0.232299162,-0.020263905,-0.175728289,5.176217904,0.057124762,-0.17424764,5.148671463,0.293244263,13
0.227820179,-0.019193712,-0.151311834,5.176268878,0.057124762,-0.17424764,5.148671463,0.293244263,13
0.2232755,0.001334041,-0.003301898,5.176338766,0.057124762,-0.17424764,5.148671463,0.293244263,13
0.218666436,0.002601709,0.004830016,5.176429239,0.057124762,-0.17424764,5.148671463,0.293244263,13
0.213994316,-0.016938014,-0.122748916,5.176541957,0.020093374,-0.148498278,5.16260671,0.263738175,13
0.209260488,-0.015474288,-0.101290249,5.176678578,0.020093374,-0.148498278,5.16260671,0.263738175,13
0.204466315,0.043237957,0.288985752,5.176840751,0.020093374,-0.148498278,5.16260671,0.263738175,13
0.199613182,0.044896097,0.269855478,5.177030117,0.020093374,-0.148498278,5.16260671,0.263738175,13
0.194702486,0.034035499,0.171500305,5.177248312,0.020093374,-0.148498278,5.16260671,0.263738175,13
0.189735645,0.035886184,0.165476115,5.177496962,0.020093374,-0.148498278,5.16260671,0.263738175,13
0.184714091,-0.003326007,-0.106097228,5.177777684,0.020093374,-0.148498278,5.16260671,0.263738175,13
0.179639271,-0.001284868,-0.08277964,5.178092089,0.020093374,-0.148498278,5.16260671,0.263738175,13
0.174512649,0.0163814,0.039406461,5.178441774,0.020093374,-0.148498278,5.16260671,0.263738175,13
0.169335704,0.01861068,0.049114287,5.178828329,0.020093374,-0.148498278,5.16260671,0.263738175,13
0.164109928,0.061137756,0.318975748,5.179253333,0.020093374,-0.148498278,5.16260671,0.263738175,13
0.158836828,0.063552647,0.301452959,5.179718354,0.020093374,-0.148498278,5.16260671,0.263738175,13
0.153517925,0.018810554,-0.01994675,5.180224948,0.020093374,-0.148498278,5.16260671,0.263738175,13
0.148154753,0.02140831,-0.00195101,5.18077466,0.020093374,-0.148498278,5.16260671,0.263738175,13
0.142748858,0.029504424,0.049823051,5.181369023,0.020093374,-0.148498278,5.16260671,0.263738175,13
0.137301798,0.03228209,0.061844071,5.182009556,0.020093374,-0.148498278,5.16260671,0.263738175,13
0.131815146,0.033989093,0.065676445,5.182697765,0.020093374,-0.148498278,5.16260671,0.263738175,13
0.126290482,0.036943502,0.077174854,5.183435145,0.020093374,-0.148498278,5.16260671,0.263738175,13
0.120729401,0.008265765,-0.117530777,5.184223173,0.020093374,-0.148498278,5.16260671,0.263738175,13
0.115133505,0.011393549,-0.086374551,5.185063314,0.020093374,-0.148498278,5.16260671,0.263738175,13
0.109504408,0.044115318,0.13338986,5.185957018,0.032104346,-0.007554209,5.174281864,0.242846555,13
0.103843735,0.047412906,0.140125622,5.186905719,0.032104346,-0.007554209,5.174281864,0.242846555,13
0.098153116,0.116195162,0.570555952,5.187910836,0.032104346,-0.007554209,5.174281864,0.242846555,13
0.092434193,0.119658786,0.533947459,5.188973772,0.032104346,-0.007554209,5.174281864,0.242846555,13
0.086688615,0.018013786,-0.180182265,5.190095912,0.032104346,-0.007554209,5.174281864,0.242846555,13
0.080918039,0.021639488,-0.139607992,5.191278625,0.032104346,-0.007554209,5.174281864,0.242846555,13
0.075124129,0.107599595,0.430431313,5.192523264,0.032104346,-0.007554209,5.174281864,0.242846555,13
0.069308555,0.111383227,0.410009629,5.193831162,0.032104346,-0.007554209,5.174281864,0.242846555,13
0.063472996,0.121372339,0.43185215,5.195203636,0.032104346,-0.007554209,5.174281864,0.242846555,13
0.057619133,0.125309572,0.412230224,5.196641982,0.032104346,-0.007554209,5.174281864,0.242846555,13
0.051748654,0.041954811,-0.171165039,5.19814748,0.032104346,-0.007554209,5.174281864,0.242846555,13
0.045863253,0.046041135,-0.128675108,5.199721389,0.032104346,-0.007554209,5.174281864,0.242846555,13
0.039964627,0.126361012,0.403548064,5.201364948,0.032104346,-0.007554209,5.174281864,0.242846555,13
0.034054476,0.130591748,0.3886022,5.203079378,0.032104346,-0.007554209,5.174281864,0.242846555,13
0.028134505,0.083266632,0.04101597,5.204865878,0.032104346,-0.007554209,5.174281864,0.242846555,13
0.022206421,0.08763693,0.063718385,5.206725627,0.032104346,-0.007554209,5.174281864,0.242846555,13
0.016271933,0.143409107,0.417229677,5.208659783,0.032104346,-0.007554209,5.174281864,0.242846555,13
0.010332753,0.147913959,0.402579889,5.210669483,0.032104346,-0.007554209,5.174281864,0.242846555,13
0.004390593,0.105456433,0.085031677,5.212755841,0.032104346,-0.007554209,5.174281864,0.242846555,13
-0.001552833,0.110090672,0.10488924,5.21491995,0.032104346,-0.007554209,5.174281864,0.242846555,13
-0.007495811,0.157197678,0.397976548,5.217162882,0.094651012,0.195211169,5.195722373,0.234699208,13
-0.013436627,0.161955988,0.386838146,5.219485683,0.094651012,0.195211169,5.195722373,0.234699208,13
-0.019373569,0.16440457,0.361840592,5.22188938,0.094651012,0.195211169,5.195722373,0.234699208,13
-0.025304924,0.169281492,0.355098219,5.224374974,0.094651012,0.195211169,5.195722373,0.234699208,13
-0.031228982,0.174299095,0.349932609,5.226943444,0.094651012,0.195211169,5.195722373,0.234699208,13
-0.037144034,0.17928903,0.345093145,5.229595744,0.094651012,0.195211169,5.195722373,0.234699208,13
-0.294035713,0.119986795,-0.075951027,5.232332804,0.094651012,0.195211169,5.195722373,0.234699208,13
-0.290769525,0.125084016,-0.03691156,5.235155532,0.094651012,0.195211169,5.195722373,0.234699208,13
-0.287419489,0.13777698,0.047376801,5.238064809,0.094651012,0.195211169,5.195722373,0.234699208,13
-0.28398657,0.142975632,0.074523933,5.241061491,0.094651012,0.195211169,5.195722373,0.234699208,13
-0.280471759,0.228301059,0.61820143,5.244146411,0.094651012,0.195211169,5.195722373,0.234699208,13
-0.27687607,0.233595172,0.588006481,5.247320374,0.094651012,0.195211169,5.195722373,0.234699208,13
-0.273200539,0.19252418,0.260368245,5.250584161,0.094651012,0.195211169,5.195722373,0.234699208,13
-0.269446226,0.197907672,0.267036241,5.253938528,0.094651012,0.195211169,5.195722373,0.234699208,13
-0.265614214,0.132056951,-0.188655655,5.257384204,0.094651012,0.195211169,5.195722373,0.234699208,13
-0.261705607,0.137523636,-0.135908485,5.26092189,0.094651012,0.195211169,5.195722373,0.234699208,13
-0.257721533,0.193050697,0.23591385,5.264552265,0.094651012,0.195211169,5.195722373,0.234699208,13
-0.253663142,0.198594293,0.246047234,5.268275976,0.094651012,0.195211169,5.195722373,0.234699208,13
-0.249531602,0.226905276,0.402695535,5.272093647,0.094651012,0.195211169,5.195722373,0.234699208,13
-0.245328106,0.23251941,0.39633689,5.276005875,0.094651012,0.195211169,5.195722373,0.234699208,13
-0.241053865,0.20337884,0.165367209,5.280013226,0.149014926,0.180289189,5.2378678,0.231719859,13
-0.236710112,0.209057059,0.183486911,5.284116244,0.149014926,0.180289189,5.2378678,0.231719859,13
-0.2322981,0.297801224,0.738108183,5.288315441,0.149014926,0.180289189,5.2378678,0.231719859,13
-0.227819102,0.303536998,0.698458337,5.292611305,0.149014926,0.180289189,5.2378678,0.231719859,13
